Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs,[1] Dry Bulb Temperature (C),[1] Global Horizontal Radiation (Wh/m2),[1] Relative Humidity (),DNR,SC,hdi
Year 1 Oct 17 15:00,176,640.75,10.3,30.95,40.94120098,233.8002766,4.55,44.8661924,270,22.7196,75.8577,31,722,28,765,1,149
Year 1 Oct 17 16:00,232.75,268.75,10.325,30.625,29.0449096,244.659277,3.875,43.70944023,270,22.7196,75.8577,30.5,421,29,268,2,257
Year 1 Oct 17 17:00,136.25,219,9.85,29.675,16.1618651,252.6248209,3.025,42.76605702,270,22.7196,75.8577,29.4,277,29,271,2,160
Year 1 Oct 17 18:00,32.5,31.5,9.475,27.975,2.753654225,259.0378605,2.425,35.46284181,270,22.7196,75.8577,27.5,78,32,63,2,65
Year 1 Oct 17 19:00,0,0,9.4,26,-10.93518376,264.7395843,2.075,30.8725437,270,22.7196,75.8577,25.5,0,36,0,1,0
Year 1 Oct 17 20:00,0,0,9.7,24.075,-24.74874066,270.3936706,2.15,28.62317465,270,22.7196,75.8577,23.6,0,42,0,0,0
Year 1 Oct 17 21:00,0,0,10.175,22.7,-38.54674719,276.7868832,2.35,26.89527483,270,22.7196,75.8577,22.4,0,46,0,0,0
Year 1 Oct 17 22:00,0,0,10.45,21.875,-52.11540036,285.393497,2.55,25.6410198,270,22.7196,75.8577,21.7,0,49,0,0,0
Year 1 Oct 17 23:00,0,0,10.125,21.325,-64.8831353,300.286512,2.3,24.66989162,270,22.7196,75.8577,21.2,0,49,0,0,0
Year 1 Oct 18 00:00,0,0,9.325,20.525,-74.43648097,334.5693197,1.825,23.9454435,270,22.7196,75.8577,20.3,0,48,0,0,0
Year 1 Oct 18 01:00,0,0,8.05,19.25,-74.18209973,30.48848658,1.025,23.17043717,270,22.7196,75.8577,18.9,0,48,0,0,0
Year 1 Oct 18 02:00,0,0,6.95,17.475,-63.99578479,62.25940006,0.2,22.06930821,270,22.7196,75.8577,17,0,51,0,0,0
Year 1 Oct 18 03:00,0,0,6.25,15.875,-51.05378332,76.08402878,0,21.26983078,270,22.7196,75.8577,15.5,0,54,0,0,0
Year 1 Oct 18 04:00,0,0,6.55,14.9,-37.43002537,84.28578822,0,20.63258438,270,22.7196,75.8577,14.7,0,59,0,0,0
Year 1 Oct 18 05:00,0,0,9.25,16.425,-23.61906065,90.51211621,0,20.60271855,270,22.7196,75.8577,17,0,64,0,0,0
Year 1 Oct 18 06:00,0,0,10.25,17.9,-9.815954278,96.1141837,0.675,20.56063436,270,22.7196,75.8577,18.2,0,60,0,1,0
Year 1 Oct 18 07:00,9,100.5,10,19.925,3.842035673,101.8430203,1.275,21.06697298,270,22.7196,75.8577,20.5,0,51,0,1,0
Year 1 Oct 18 08:00,34,547,9.975,22.675,17.19369847,108.3623044,2,23.03509898,270,22.7196,75.8577,23.4,86,43,402,2,36
Year 1 Oct 18 09:00,27.75,1010.5,9.175,25.425,29.97917784,116.5392459,2.35,25.43039216,270,22.7196,75.8577,26.1,369,34,982,2,28
Year 1 Oct 18 10:00,36,1073.25,8.45,27.675,41.7031769,127.7651768,2.625,27.66781261,270,22.7196,75.8577,28.2,623,29,1096,2,27
Year 1 Oct 18 11:00,85.25,952.75,7.475,29.1,51.35171689,144.2191423,2.775,29.53932157,270,22.7196,75.8577,29.4,765,25,1005,1,63
Year 1 Oct 18 12:00,177.25,742.75,7.5,29.925,57.0451413,167.6886189,3.175,31.21826652,270,22.7196,75.8577,30.1,789,25,796,1,152
Year 1 Oct 18 13:00,236,620,7.6,30.325,56.74059814,194.7990037,3.3,34.82379103,270,22.7196,75.8577,30.4,744,24,583,0,253
Year 1 Oct 18 14:00,185.5,712,8.35,30.7,50.57280561,217.6273278,3.3,41.11825662,270,22.7196,75.8577,30.8,787,25,731,0,185
Year 1 Oct 18 15:00,178.25,647,8.3,30.875,40.66232645,233.4801711,2.7,46.91727773,270,22.7196,75.8577,30.9,675,24,655,0,187
Year 1 Oct 18 16:00,149.5,562.5,8.575,30.75,28.80565618,244.3369078,1.9,50.51336741,270,22.7196,75.8577,30.7,532,25,623,0,152
Year 1 Oct 18 17:00,119.25,292.25,8.625,29.875,15.95065008,252.3085612,0.875,47.36791997,270,22.7196,75.8577,29.6,306,27,381,0,142
Year 1 Oct 18 18:00,25.5,13,9.425,28.175,2.56116396,258.7213075,0.225,37.28739398,270,22.7196,75.8577,27.7,56,32,26,0,51
Year 1 Oct 18 19:00,0,0,9.775,25.9,-11.1165947,264.4106956,0.025,32.66904119,270,22.7196,75.8577,25.3,0,38,0,0,0
Year 1 Oct 18 20:00,0,0,10.25,23.425,-24.92646914,270.0354606,0,29.99563774,270,22.7196,75.8577,22.8,0,46,0,0,0
Year 1 Oct 18 21:00,0,0,10.025,21.3,-38.72999439,276.3741698,0,27.9220095,270,22.7196,75.8577,20.8,0,50,0,0,0
Year 1 Oct 18 22:00,0,0,9.825,20.125,-52.31928821,284.8871961,0.15,26.66794401,270,22.7196,75.8577,19.9,0,52,0,0,0
Year 1 Oct 18 23:00,0,0,9.35,19.675,-65.13879396,299.6532662,0.05,25.54821812,270,22.7196,75.8577,19.6,0,51,0,0,0
Year 1 Oct 19 00:00,0,0,9.575,19.75,-74.78450878,334.2186205,0.15,24.61834793,270,22.7196,75.8577,19.8,0,52,0,0,0
Year 1 Oct 19 01:00,0,0,9.775,19.65,-74.47354241,31.25950242,0.05,24.16243611,270,22.7196,75.8577,19.6,0,53,0,0,0
Year 1 Oct 19 02:00,0,0,10.325,19.15,-64.15922015,63.01733389,0,23.56284253,270,22.7196,75.8577,19,0,58,0,0,0
Year 1 Oct 19 03:00,0,0,10.425,18.175,-51.16269265,76.6460004,0,22.97822328,270,22.7196,75.8577,17.9,0,61,0,0,0
Year 1 Oct 19 04:00,0,0,10.55,17.3,-37.5188641,84.73639988,0,22.36375539,270,22.7196,75.8577,17.1,0,66,0,0,0
Year 1 Oct 19 05:00,0,0,9.4,17.625,-23.70363105,90.90318538,0,21.80963148,270,22.7196,75.8577,17.8,0,56,0,0,0
Year 1 Oct 19 06:00,0,0,9.075,18.7,-9.905970176,96.47616553,0.75,21.53027244,270,22.7196,75.8577,19,0,53,0,1,0
Year 1 Oct 19 07:00,8.75,74,8.95,20.875,3.738421365,102.1966161,1.6,22.13132793,270,22.7196,75.8577,21.5,0,44,0,3,0
Year 1 Oct 19 08:00,29.75,497,8.525,23.075,17.06754055,108.7236932,2.55,23.79581716,270,22.7196,75.8577,23.6,71,38,296,3,35
Year 1 Oct 19 09:00,20,1083.5,7.725,25.85,29.81879281,116.9207431,3.175,25.9954111,270,22.7196,75.8577,26.6,396,30,1100,3,14
Year 1 Oct 19 10:00,33.75,1050.5,6.9,28.025,41.49252813,128.1671532,3.975,28.17903345,270,22.7196,75.8577,28.5,598,25,1034,2,38
Year 1 Oct 19 11:00,34.5,1077.5,6.175,30.075,51.07303598,144.5974045,4.8,29.89008331,270,22.7196,75.8577,30.6,839,21,1100,2,21
Year 1 Oct 19 12:00,63.75,1032.5,5.775,31.05,56.69970745,167.9032083,6.05,31.47785277,270,22.7196,75.8577,31.2,880,20,1010,2,75
Year 1 Oct 19 13:00,75.25,990.75,5.925,31.875,56.37771682,194.727702,7.225,35.18812664,270,22.7196,75.8577,32.1,1016,20,1100,3,30
Year 1 Oct 19 14:00,198.75,677.75,6.3,32.025,50.24722431,217.3655706,8.1,40.56943031,270,22.7196,75.8577,32,755,20,663,3,211
Year 1 Oct 19 15:00,185.5,594.75,6.775,32.225,40.38601136,233.1627176,7.925,44.15893616,270,22.7196,75.8577,32.3,698,21,722,3,162
Year 1 Oct 19 16:00,225.5,263.5,7.275,31.475,28.56904135,244.0166035,6.9,42.56820083,270,22.7196,75.8577,31.2,385,23,213,2,256
Year 1 Oct 19 17:00,114.25,320.5,7.625,30.3,15.74230958,251.9938412,4.95,43.94824594,270,22.7196,75.8577,30,312,25,415,1,134
Year 1 Oct 19 18:00,27.5,18.5,8,27.975,2.371871293,258.4058944,2.975,34.66891809,270,22.7196,75.8577,27.3,63,30,37,0,55
Year 1 Oct 19 19:00,0,0,8.325,25.8,-11.29441348,264.0825809,1.225,30.69489229,270,22.7196,75.8577,25.3,0,34,0,0,0
Year 1 Oct 19 20:00,0,0,8.7,23.725,-25.10012215,269.6775426,0.2,29.00831806,270,22.7196,75.8577,23.2,0,40,0,0,0
Year 1 Oct 19 21:00,0,0,8.95,22.975,-38.90855296,275.9608055,0,27.73323091,270,22.7196,75.8577,22.9,0,41,0,2,0
Year 1 Oct 19 22:00,0,0,8.925,22.6,-52.51770727,284.3776949,0,26.66498831,270,22.7196,75.8577,22.5,0,42,0,5,0
Year 1 Oct 19 23:00,0,0,8.9,22.575,-65.38835257,299.0081287,0,26.11356387,270,22.7196,75.8577,22.6,0,42,0,6,0
Year 1 Oct 20 00:00,0,0,8.825,21.475,-75.12858103,333.847764,0.225,25.43509768,270,22.7196,75.8577,21.1,0,45,0,5,0
Year 1 Oct 20 01:00,0,0,8.65,20.125,-74.7613236,32.04574352,0.15,24.40890212,270,22.7196,75.8577,19.8,0,48,0,2,0
Year 1 Oct 20 02:00,0,0,8.75,18.15,-64.31965789,63.77660399,0.025,23.27976823,270,22.7196,75.8577,17.6,0,56,0,0,0
Year 1 Oct 20 03:00,0,0,8.725,17.075,-51.27036338,77.20545317,0,22.22825643,270,22.7196,75.8577,16.9,0,59,0,0,0
Year 1 Oct 20 04:00,0,0,8.85,16.6,-37.60761054,85.18408211,0,21.66544423,270,22.7196,75.8577,16.5,0,61,0,0,0
Year 1 Oct 20 05:00,0,0,8,16.425,-23.788866,91.29131205,0,21.0272461,270,22.7196,75.8577,16.4,0,56,0,0,0
Year 1 Oct 20 06:00,0,0,8.3,16.775,-9.997189354,96.83511186,0,20.58458972,270,22.7196,75.8577,16.9,0,58,0,0,0
Year 1 Oct 20 07:00,7.75,10.75,8.725,18.325,3.633205158,102.5468722,0,20.93444723,270,22.7196,75.8577,18.8,0,52,0,0,0
Year 1 Oct 20 08:00,32.25,259.5,9.25,21.5,16.93950493,109.0810956,0,22.83998585,270,22.7196,75.8577,22.4,36,44,43,0,31
Year 1 Oct 20 09:00,28.25,956.75,8.8,25.025,29.65642991,117.2970272,1.5,25.19345467,270,22.7196,75.8577,25.9,348,33,909,0,36
Year 1 Oct 20 10:00,7.75,1100,8.3,28.3,41.28017067,128.5617654,3.05,27.29099186,270,22.7196,75.8577,29.1,684,27,1100,1,5
Year 1 Oct 20 11:00,23,1100,7.225,30.375,50.79372124,144.9655812,4.6,29.69311907,270,22.7196,75.8577,30.8,848,22,1100,0,16
Year 1 Oct 20 12:00,54.25,1074.75,7.2,31.625,56.3556815,168.108481,4.85,31.42245037,270,22.7196,75.8577,31.9,926,22,1100,0,44
Year 1 Oct 20 13:00,106.75,939,7.3,31.9,56.01767188,194.6540955,4.8,35.38390333,270,22.7196,75.8577,31.9,921,22,999,0,85
Year 1 Oct 20 14:00,172.25,741,8.2,31.975,49.92449951,217.1060176,4.125,41.82855731,270,22.7196,75.8577,32,792,23,759,0,172
Year 1 Oct 20 15:00,192.5,556.75,8.2,31.7,40.11239014,232.847878,4.05,45.4356233,270,22.7196,75.8577,31.6,680,23,687,0,173
Year 1 Oct 20 16:00,224.75,207.25,8.4,31.45,28.33519176,243.6983763,3.875,42.79606265,270,22.7196,75.8577,31.4,351,24,166,0,251
Year 1 Oct 20 17:00,126.75,294,8.05,30.65,15.53696028,251.6807035,3.875,44.12944695,270,22.7196,75.8577,30.4,286,24,331,0,146
Year 1 Oct 20 18:00,34.5,91.5,8.275,29.5,2.185883942,258.0916854,2.925,38.57761428,270,22.7196,75.8577,29.2,108,27,183,1,69
Year 1 Oct 20 19:00,0,0,8.4,27.325,-11.46853932,263.7553266,1.925,32.32705317,270,22.7196,75.8577,26.7,0,31,0,0,0
Year 1 Oct 20 20:00,0,0,9,24.9,-25.26960277,269.3200325,0.425,30.07499991,270,22.7196,75.8577,24.3,0,38,0,0,0
Year 1 Oct 20 21:00,0,0,9.2,22.35,-39.08232358,275.5469519,0,28.26999758,270,22.7196,75.8577,21.7,0,45,0,0,0
Year 1 Oct 20 22:00,0,0,9.65,20.725,-52.71053883,283.8652234,0,26.66922399,270,22.7196,75.8577,20.4,0,51,0,0,0
Year 1 Oct 20 23:00,0,0,9.725,20.1,-65.63162291,298.3512256,0,25.5703918,270,22.7196,75.8577,20,0,52,0,0,0
Year 1 Oct 21 00:00,0,0,10.225,20.675,-75.46850231,333.455599,0,25.2069099,270,22.7196,75.8577,20.9,0,51,0,2,0
Year 1 Oct 21 01:00,0,0,10.175,21.275,-75.04536624,32.84735093,0.3,24.87052926,270,22.7196,75.8577,21.4,0,48,0,3,0
Year 1 Oct 21 02:00,0,0,9.875,21.4,-64.47713811,64.53681417,0.1,24.69837741,270,22.7196,75.8577,21.4,0,48,0,5,0
Year 1 Oct 21 03:00,0,0,8.9,20.2,-51.37685879,77.76215977,0.375,23.79482621,270,22.7196,75.8577,19.8,0,48,0,3,0
Year 1 Oct 21 04:00,0,0,8.3,18.45,-37.69631878,85.62867891,0.125,22.9722062,270,22.7196,75.8577,18,0,53,0,2,0
Year 1 Oct 21 05:00,0,0,7.75,18.3,-23.87480525,91.67636632,0,22.42976009,270,22.7196,75.8577,18.4,0,49,0,0,0
Year 1 Oct 21 06:00,0,0,7.975,19.15,-10.0896351,97.190901,0.375,21.93251245,270,22.7196,75.8577,19.4,0,48,0,0,0
Year 1 Oct 21 07:00,9.25,28.25,8.475,20.675,3.526383313,102.8936662,0.125,22.3750079,270,22.7196,75.8577,21.1,0,45,0,1,0
Year 1 Oct 21 08:00,37.5,305.5,8.975,22.825,16.80961265,109.4343839,0,23.70582126,270,22.7196,75.8577,23.4,50,40,113,1,37
Year 1 Oct 21 09:00,45.75,885.75,8.95,25.35,29.49214327,117.6679696,0,26.13770048,270,22.7196,75.8577,26,340,34,883,1,39
Year 1 Oct 21 10:00,57.25,945.5,8.525,27.95,41.06620164,128.9489154,0,28.59195306,270,22.7196,75.8577,28.6,545,28,894,0,66
Year 1 Oct 21 11:00,73.25,990.5,7.725,30.25,50.51390939,145.3236964,0.45,30.62332297,270,22.7196,75.8577,30.8,810,23,1100,0,31
Year 1 Oct 21 12:00,164.25,766.25,7.425,32,56.01319683,168.3045802,2.325,32.90885826,270,22.7196,75.8577,32.4,724,21,662,0,200
Year 1 Oct 21 13:00,64,1056.25,7.7,33.15,55.66057944,194.5781689,3.65,36.94135388,270,22.7196,75.8577,33.4,957,21,1079,0,57
Year 1 Oct 21 14:00,120.75,872.75,8.775,33.7,49.60476054,216.848576,4.725,43.08337472,270,22.7196,75.8577,33.8,890,22,988,0,85
Year 1 Oct 21 15:00,225,489.5,9.775,33.65,39.84159556,232.5356167,4.025,46.01002781,270,22.7196,75.8577,33.6,615,24,527,0,228
Year 1 Oct 21 16:00,198,365.5,10.6,33,28.10423229,243.3822398,3.175,47.26343148,270,22.7196,75.8577,32.8,442,26,377,0,216
Year 1 Oct 21 17:00,124,270.5,10.575,31.75,15.33471689,251.3691916,2.025,46.55568304,270,22.7196,75.8577,31.4,283,28,331,0,144
Year 1 Oct 21 18:00,32,44.5,9.825,29.975,2.003307315,257.7787464,2.3,38.69547039,270,22.7196,75.8577,29.5,83,29,89,0,64
Year 1 Oct 21 19:00,0,0,8.7,27.775,-11.63887426,263.4290215,2.725,32.56338516,270,22.7196,75.8577,27.2,0,31,0,0,0
Year 1 Oct 21 20:00,0,0,7.65,25.4,-25.43481753,268.9630497,3.625,29.91080232,270,22.7196,75.8577,24.8,0,33,0,0,0
Year 1 Oct 21 21:00,0,0,6.875,23.225,-39.25121122,275.1327777,3.15,27.71087942,270,22.7196,75.8577,22.7,0,35,0,0,0
Year 1 Oct 21 22:00,0,0,7,21.425,-52.89766953,283.3500266,2.3,26.38013199,270,22.7196,75.8577,21,0,40,0,0,0
Year 1 Oct 21 23:00,0,0,7.55,20.1,-65.86842083,297.6827255,0.525,25.31789857,270,22.7196,75.8577,19.8,0,46,0,0,0
Year 1 Oct 22 00:00,0,0,8.375,19.2,-75.8040728,333.0409215,0,24.57589232,270,22.7196,75.8577,19,0,51,0,0,0
Year 1 Oct 22 01:00,0,0,8.9,18.7,-75.32559651,33.66446147,0,23.86481782,270,22.7196,75.8577,18.6,0,54,0,0,0
Year 1 Oct 22 02:00,0,0,9.075,18.3,-64.63170537,65.29756232,0,23.02117746,270,22.7196,75.8577,18.2,0,55,0,0,0
Year 1 Oct 22 03:00,0,0,8.575,18.05,-51.48224329,78.3158941,0,22.73365369,270,22.7196,75.8577,18,0,54,0,0,0
Year 1 Oct 22 04:00,0,0,8.1,18,-37.78504248,86.07003517,0.375,22.06882876,270,22.7196,75.8577,18,0,52,0,0,0
Year 1 Oct 22 05:00,0,0,9.125,16.35,-23.9614872,92.05821887,0.125,21.01665992,270,22.7196,75.8577,15.8,0,66,0,0,0
Year 1 Oct 22 06:00,0,0,9.725,17.525,-10.18332867,97.54341186,0,20.86723112,270,22.7196,75.8577,18.1,0,58,0,0,0
Year 1 Oct 22 07:00,8.75,63.75,9.95,20.425,3.417954656,103.2368765,0,21.82375183,270,22.7196,75.8577,21.2,0,49,0,1,0
Year 1 Oct 22 08:00,36.75,406.25,9.775,23.9,16.67788773,109.7834323,0,24.08343793,270,22.7196,75.8577,24.8,65,39,255,1,35
Year 1 Oct 22 09:00,36.5,920,9.625,26.825,29.32599014,118.0334449,1.575,26.75424386,270,22.7196,75.8577,27.5,333,33,860,1,42
Year 1 Oct 22 10:00,21.5,1100,9.075,29.15,40.85072066,129.3285114,2.775,28.59172189,270,22.7196,75.8577,29.7,626,27,1100,0,20
Year 1 Oct 22 11:00,48,1048.25,8.6,30.525,50.23373784,145.6717789,3.675,30.40445456,270,22.7196,75.8577,30.8,817,25,1100,0,26
Year 1 Oct 22 12:00,118.25,888,7.975,31.625,55.67238619,168.4916468,2.85,32.16525201,270,22.7196,75.8577,31.9,817,22,893,0,114
Year 1 Oct 22 13:00,191.25,735.5,7.95,32.425,55.30655502,194.4999096,1.75,36.77589266,270,22.7196,75.8577,32.6,855,22,873,0,131
Year 1 Oct 22 14:00,323,410.5,8.3,33.2,49.28813531,216.5931583,0.375,43.41993189,270,22.7196,75.8577,33.4,634,21,323,0,372
Year 1 Oct 22 15:00,173.75,642,9.15,33.4,39.57375861,232.2259003,0.45,50.70583897,270,22.7196,75.8577,33.4,668,23,673,0,176
Year 1 Oct 22 16:00,164.25,467.75,10,33.1,27.87628597,243.0682092,0.825,51.89988495,270,22.7196,75.8577,33,495,25,549,0,167
Year 1 Oct 22 17:00,132.25,186.5,10.725,31.8,15.13569203,251.0593509,1.875,46.09874977,270,22.7196,75.8577,31.4,249,28,224,0,156
Year 1 Oct 22 18:00,30.5,37,10.975,29.975,1.8242444,257.4671452,1.9,39.17981415,270,22.7196,75.8577,29.5,76,32,74,0,61
Year 1 Oct 22 19:00,0,0,11.075,27.625,-11.8053232,263.1037566,1.575,33.60369196,270,22.7196,75.8577,27,0,37,0,0,0
Year 1 Oct 22 20:00,0,0,10.95,25.5,-25.59567646,268.6067174,0.375,31.41797409,270,22.7196,75.8577,25,0,41,0,0,0
Year 1 Oct 22 21:00,0,0,10.975,23.575,-39.41512529,274.7184575,0,29.51482486,270,22.7196,75.8577,23.1,0,47,0,0,0
Year 1 Oct 22 22:00,0,0,10.775,22.35,-53.07899164,282.8323645,0,28.24292071,270,22.7196,75.8577,22.1,0,49,0,0,0
Year 1 Oct 22 23:00,0,0,10.475,21.425,-66.09856685,297.0028418,0,27.13236734,270,22.7196,75.8577,21.2,0,50,0,0,0
Year 1 Oct 23 00:00,0,0,9.425,20.825,-76.13508808,332.6024734,0,26.32493893,270,22.7196,75.8577,20.7,0,48,0,0,0
Year 1 Oct 23 01:00,0,0,8.5,19.725,-75.60194394,34.49720771,0.3,24.92496168,270,22.7196,75.8577,19.4,0,49,0,0,0
Year 1 Oct 23 02:00,0,0,7.775,18.35,-64.78340861,66.05844102,0.1,23.83824435,270,22.7196,75.8577,18,0,50,0,0,0
Year 1 Oct 23 03:00,0,0,7.825,16.65,-51.58658228,78.86643141,0.45,22.565004,270,22.7196,75.8577,16.2,0,58,0,0,0
Year 1 Oct 23 04:00,0,0,8.35,15.675,-37.87383466,86.50799669,0.15,21.66141264,270,22.7196,75.8577,15.5,0,63,0,0,0
Year 1 Oct 23 05:00,0,0,9.025,17.975,-24.04894877,92.43674093,0,21.95890431,270,22.7196,75.8577,18.8,0,54,0,1,0
Year 1 Oct 23 06:00,0,0,9.725,19.325,-10.2782892,97.89252392,0.3,22.37859548,270,22.7196,75.8577,19.5,0,54,0,2,0
Year 1 Oct 23 07:00,8.75,21.25,10.275,21,3.307920634,103.5763826,0.625,22.6986634,270,22.7196,75.8577,21.5,0,49,0,3,0
Year 1 Oct 23 08:00,33,309,10.775,23.675,16.5443572,110.1281166,0.625,24.43644726,270,22.7196,75.8577,24.4,44,43,85,5,35
Year 1 Oct 23 09:00,33.5,973.5,11.125,26.65,29.15803084,118.3933312,0.6,26.93900807,270,22.7196,75.8577,27.4,357,37,981,5,27
Year 1 Oct 23 10:00,49.5,986.75,11.275,29.275,40.63382981,129.7004666,0.6,29.37943305,270,22.7196,75.8577,29.9,559,32,951,3,53
Year 1 Oct 23 11:00,58.75,1040.5,11.225,31.175,49.95334456,146.0098624,0.975,31.37403319,270,22.7196,75.8577,31.6,787,29,1094,3,39
Year 1 Oct 23 12:00,159.25,782.75,11.2,32.35,55.33338169,168.6698199,1.475,33.14755386,270,22.7196,75.8577,32.6,808,27,880,3,118
Year 1 Oct 23 13:00,260.5,542,10.975,32.9,54.95571354,194.4193081,2.05,37.50181444,270,22.7196,75.8577,33,689,26,491,3,283
Year 1 Oct 23 14:00,201.5,652,10.975,33.15,48.97475023,216.3396819,2.2,43.82344104,270,22.7196,75.8577,33.2,754,26,695,5,193
Year 1 Oct 23 15:00,215.5,515.75,11.075,33.05,39.30900846,231.918698,1.975,48.20989369,270,22.7196,75.8577,33,607,26,523,5,227
Year 1 Oct 23 16:00,167.5,383.75,11.4,32.625,27.65147392,242.756301,1.15,49.45695345,270,22.7196,75.8577,32.5,474,28,494,5,181
Year 1 Oct 23 17:00,105.5,44,11.725,31.675,14.93999619,250.7512279,0.225,41.10828213,270,22.7196,75.8577,31.4,149,30,53,5,127
Year 1 Oct 23 18:00,20.5,8.5,12.325,30.2,1.648795664,257.1569513,0,36.79586255,270,22.7196,75.8577,29.8,45,35,17,5,41
Year 1 Oct 23 19:00,0,0,12.725,28.3,-11.96779407,262.7796254,0,33.2929844,270,22.7196,75.8577,27.8,0,40,0,3,0
Year 1 Oct 23 20:00,0,0,12.95,26.45,-25.7520933,268.2511621,0,31.20376079,270,22.7196,75.8577,26,0,45,0,3,0
Year 1 Oct 23 21:00,0,0,12.85,24.95,-39.57397981,274.3041725,0.975,29.42386466,270,22.7196,75.8577,24.6,0,48,0,3,0
Year 1 Oct 23 22:00,0,0,12.575,24.075,-53.25440334,282.3125122,2.05,27.94573798,270,22.7196,75.8577,23.9,0,49,0,3,0
Year 1 Oct 23 23:00,0,0,11.9,23.825,-66.32188684,296.311835,2.675,27.03735435,270,22.7196,75.8577,23.8,0,47,0,2,0
Year 1 Oct 24 00:00,0,0,11.1,23.8,-76.46133907,332.1389412,2.35,26.43944715,270,22.7196,75.8577,23.8,0,44,0,1,0
Year 1 Oct 24 01:00,0,0,10.375,23.5,-75.87434154,35.3457179,1.45,26.15256114,270,22.7196,75.8577,23.4,0,43,0,1,0
Year 1 Oct 24 02:00,0,0,9.675,22.65,-64.932301,66.81903813,0.3,25.90468203,270,22.7196,75.8577,22.4,0,44,0,0,0
Year 1 Oct 24 03:00,0,0,9.2,21.2,-51.68994198,79.41354838,0,25.22962378,270,22.7196,75.8577,20.8,0,47,0,0,0
Year 1 Oct 24 04:00,0,0,8.95,19.75,-37.96274764,86.94241017,0,24.1863012,270,22.7196,75.8577,19.4,0,51,0,0,0
Year 1 Oct 24 05:00,0,0,11.525,19.1,-24.13722528,92.81180439,1.275,23.20743718,270,22.7196,75.8577,19,0,66,0,2,0
Year 1 Oct 24 06:00,0,0,13,19.975,-10.37453365,98.23811733,1.4,22.9499895,270,22.7196,75.8577,20.3,0,64,0,2,0
Year 1 Oct 24 07:00,8,14,14.175,21.5,3.196285356,103.9120648,0.625,23.21619684,270,22.7196,75.8577,21.9,0,63,0,2,0
Year 1 Oct 24 08:00,37.75,229.75,14.725,24.225,16.40905107,110.4683146,0.1,25.05049755,270,22.7196,75.8577,25,38,53,56,2,32
Year 1 Oct 24 09:00,53.5,805.5,15.475,26.425,28.98832876,118.7475099,0,27.64494738,270,22.7196,75.8577,26.9,306,50,751,2,55
Year 1 Oct 24 10:00,109.5,803.5,15.475,28.7,40.41563349,130.0647001,0.45,29.94727886,270,22.7196,75.8577,29.3,561,43,969,2,49
Year 1 Oct 24 11:00,234.25,490.25,15.325,30.125,49.67286805,146.3379849,1.425,32.55880693,270,22.7196,75.8577,30.4,500,40,307,3,291
Year 1 Oct 24 12:00,81.5,995,14.325,31.825,54.99631474,168.8392366,2.825,33.2299575,270,22.7196,75.8577,32.3,876,33,1040,5,64
Year 1 Oct 24 13:00,141.25,837.5,13.625,32.9,54.60816921,194.3363574,3.725,37.32191971,270,22.7196,75.8577,33.1,842,31,860,5,134
Year 1 Oct 24 14:00,177,712.75,13.125,33.925,48.66473016,216.0880691,3.9,43.54161108,270,22.7196,75.8577,34.2,782,28,770,5,163
Year 1 Oct 24 15:00,208.25,532.5,13.975,33.675,39.04747242,231.6139814,3,47.66397192,270,22.7196,75.8577,33.5,611,32,541,5,219
Year 1 Oct 24 16:00,169.75,415.5,14.9,33.2,27.4299152,242.4465335,1.725,49.65950893,270,22.7196,75.8577,33.1,475,34,507,3,176
Year 1 Oct 24 17:00,117.25,106,16,31.825,14.74773758,250.4448708,0.35,43.78918302,270,22.7196,75.8577,31.4,209,40,141,3,151
Year 1 Oct 24 18:00,8,0.5,16.15,30.65,1.477058943,256.848236,0,36.57330372,270,22.7196,75.8577,30.4,16,42,1,3,16
Year 1 Oct 24 19:00,0,0,16.025,28.825,-12.12619794,262.4567241,0,33.75304314,270,22.7196,75.8577,28.3,0,47,0,5,0
Year 1 Oct 24 20:00,0,0,15.4,27.175,-25.90398558,267.8965141,0,31.98954511,270,22.7196,75.8577,26.8,0,49,0,5,0
Year 1 Oct 24 21:00,0,0,15.2,24.925,-39.72769361,273.8901101,0.075,30.24919583,270,22.7196,75.8577,24.3,0,57,0,5,0
Year 1 Oct 24 22:00,0,0,14.6,23.475,-53.42380903,281.7907593,0.25,28.98225444,270,22.7196,75.8577,23.2,0,58,0,5,0
Year 1 Oct 24 23:00,0,0,14.175,22.3,-66.53821267,295.6100152,0.075,27.628323,270,22.7196,75.8577,22,0,61,0,3,0
Year 1 Oct 25 00:00,0,0,12.675,22.45,-76.78261185,331.6489548,0.15,26.89971016,270,22.7196,75.8577,22.6,0,52,0,2,0
Year 1 Oct 25 01:00,0,0,11.225,22.45,-76.14272598,36.21011604,0.35,26.33784374,270,22.7196,75.8577,22.4,0,48,0,1,0
Year 1 Oct 25 02:00,0,0,9.7,22.55,-65.0784398,67.57893735,0.925,25.80360206,270,22.7196,75.8577,22.6,0,43,0,0,0
