Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs,[1] Dry Bulb Temperature (C),[1] Global Horizontal Radiation (Wh/m2),[1] Relative Humidity (),DNR,SC,hdi
Year 1 Aug 17 01:00,0,0,21.725,24.275,-53.27837916,6.074646783,6.95,24.86085896,270,22.7196,75.8577,24.3,0,85,0,8,0
Year 1 Aug 17 02:00,0,0,21.3,24.075,-49.22786855,28.06279628,7.225,24.7109921,270,22.7196,75.8577,24,0,84,0,8,0
Year 1 Aug 17 03:00,0,0,21.125,23.625,-40.94035189,45.13530467,7.725,24.17695003,270,22.7196,75.8577,23.5,0,86,0,8,0
Year 1 Aug 17 04:00,0,0,21.175,22.975,-30.14270109,57.23612596,7.525,23.62515935,270,22.7196,75.8577,22.8,0,91,0,10,0
Year 1 Aug 17 05:00,0,0,21.725,22.95,-17.96411261,66.04274956,6.875,23.35956251,270,22.7196,75.8577,23,0,93,0,10,0
Year 1 Aug 17 06:00,0,0,21.825,23.075,-5.010574609,72.88120891,6.925,23.44248876,270,22.7196,75.8577,23.1,0,93,0,10,0
Year 1 Aug 17 07:00,11,5,22.1,23.475,8.393812995,78.62148043,8.05,23.71550855,270,22.7196,75.8577,23.6,0,92,0,8,0
Year 1 Aug 17 08:00,72.75,47,22.575,24.2,22.06118405,83.88627855,8.325,24.87865747,270,22.7196,75.8577,24.4,48,90,20,8,44
Year 1 Aug 17 09:00,167.25,223,23.3,25.45,35.86316464,89.27300232,9.275,26.81499688,270,22.7196,75.8577,25.8,213,87,128,7,159
Year 1 Aug 17 10:00,178,590.75,23.725,27.075,49.67509432,95.70057249,9.3,28.61383069,270,22.7196,75.8577,27.5,514,81,508,7,192
Year 1 Aug 17 11:00,142,843,24.025,28.775,63.26601307,105.5518394,9.8,30.06705374,270,22.7196,75.8577,29.2,806,74,839,7,136
Year 1 Aug 17 12:00,166.5,850,23.725,30.1,75.62786985,129.5167331,9.475,31.31886569,270,22.7196,75.8577,30.4,944,67,855,7,160
Year 1 Aug 17 13:00,204,799,23.3,30.925,79.78097351,198.4225339,9.825,33.14321978,270,22.7196,75.8577,31.1,1003,63,835,8,186
Year 1 Aug 17 14:00,254.75,685.5,22.675,31.025,70.19048536,245.0951442,10,37.41448189,270,22.7196,75.8577,31,934,61,691,8,258
Year 1 Aug 17 15:00,257,611.75,22.425,30.625,56.9876079,259.7649426,11.5,39.97571617,270,22.7196,75.8577,30.5,861,62,669,8,245
Year 1 Aug 17 16:00,287.5,396,22.325,29.825,43.24778355,267.5147297,11.25,40.10105137,270,22.7196,75.8577,29.6,646,65,440,8,293
Year 1 Aug 17 17:00,239,214.25,22.75,28.85,29.42244503,273.2967854,10.25,37.79907407,270,22.7196,75.8577,28.6,440,71,264,8,271
Year 1 Aug 17 18:00,114.25,49.75,23.05,27.775,15.66883104,278.543525,6.85,33.82944679,270,22.7196,75.8577,27.5,172,77,65,8,143
Year 1 Aug 17 19:00,14,2,23.325,26.975,2.105735047,283.959491,3.55,30.16056425,270,22.7196,75.8577,26.8,28,82,4,8,28
Year 1 Aug 17 20:00,0,0,23.325,26.2,-11.11789947,290.1240518,0.7,29.11821699,270,22.7196,75.8577,26,0,85,0,8,0
Year 1 Aug 17 21:00,0,0,23.075,25.625,-23.76325965,297.7479789,0.825,28.28695334,270,22.7196,75.8577,25.5,0,86,0,7,0
Year 1 Aug 17 22:00,0,0,22.775,25.05,-35.39914323,307.891787,2.15,27.23604974,270,22.7196,75.8577,24.9,0,88,0,7,0
Year 1 Aug 17 23:00,0,0,22.55,24.525,-45.20898395,322.1113246,4.825,26.25309205,270,22.7196,75.8577,24.4,0,89,0,7,0
Year 1 Aug 18 00:00,0,0,22.2,23.95,-51.75467304,341.8350814,5.9,25.44608316,270,22.7196,75.8577,23.8,0,90,0,8,0
Year 1 Aug 18 01:00,0,0,22.025,23.5,-53.58894545,6.126342236,6.375,24.75585864,270,22.7196,75.8577,23.4,0,92,0,8,0
Year 1 Aug 18 02:00,0,0,21.925,23.1,-49.48870998,28.35053054,5.375,24.36074229,270,22.7196,75.8577,23,0,93,0,10,0
Year 1 Aug 18 03:00,0,0,21.9,23,-41.14073821,45.46969765,5.225,24.00033507,270,22.7196,75.8577,23,0,93,0,10,0
Year 1 Aug 18 04:00,0,0,21.825,22.925,-30.29319066,57.56645403,5.075,23.82282477,270,22.7196,75.8577,22.9,0,93,0,10,0
Year 1 Aug 18 05:00,0,0,22.025,23.125,-18.07790474,66.36050008,6.65,23.68319098,270,22.7196,75.8577,23.2,0,93,0,6,0
Year 1 Aug 18 06:00,0,0,22.1,23.425,-5.098111583,73.19329252,7.2,23.78112175,270,22.7196,75.8577,23.5,0,92,0,6,0
Year 1 Aug 18 07:00,16.25,57,22.25,24.175,8.324637257,78.94043482,8.025,24.35102737,270,22.7196,75.8577,24.4,0,88,0,6,0
Year 1 Aug 18 08:00,74.75,316.75,22.525,25.15,22.00376926,84.22946339,8.3,25.79777004,270,22.7196,75.8577,25.4,111,85,228,7,65
Year 1 Aug 18 09:00,145,479.75,23.05,26.3,35.81062791,89.66698173,9.05,27.49001182,270,22.7196,75.8577,26.6,354,82,583,7,104
Year 1 Aug 18 10:00,276.5,230,23.575,27.35,49.6174467,96.19390443,9.15,29.34865338,270,22.7196,75.8577,27.6,375,79,170,8,268
Year 1 Aug 18 11:00,298.75,450.75,23.775,28.2,63.18167569,106.2519925,9.325,30.35127637,270,22.7196,75.8577,28.4,629,76,410,8,302
Year 1 Aug 18 12:00,300,564.75,23.575,28.7,75.44736045,130.5835436,8.875,31.04792401,270,22.7196,75.8577,28.8,814,73,573,8,289
Year 1 Aug 18 13:00,361.25,433,23.2,28.95,79.47827133,198.2427736,9.15,32.25414643,270,22.7196,75.8577,29,862,71,540,8,333
Year 1 Aug 18 14:00,448,140.25,22.8,29,69.98277534,244.3634956,9.375,34.36284063,270,22.7196,75.8577,29,555,69,112,8,446
Year 1 Aug 18 15:00,414.75,275.5,22.475,28.925,56.8245965,259.2507907,9.85,36.99718016,270,22.7196,75.8577,28.9,660,68,225,8,454
Year 1 Aug 18 16:00,280.25,417,22.4,28.675,43.09720167,267.1217453,10,39.49988224,270,22.7196,75.8577,28.6,639,69,427,8,297
Year 1 Aug 18 17:00,213.25,326.5,22.475,28.15,29.27162409,272.9687502,10,38.86167694,270,22.7196,75.8577,28,476,72,387,8,230
Year 1 Aug 18 18:00,124,108.75,22.575,27.325,15.51063242,278.2511336,7.825,34.73866575,270,22.7196,75.8577,27.1,226,76,145,10,163
Year 1 Aug 18 19:00,3.5,0,22.675,26.35,1.934524307,283.6855703,5.45,29.59227561,270,22.7196,75.8577,26.1,7,81,0,8,7
Year 1 Aug 18 20:00,0,0,22.475,25.425,-11.30788378,289.8580409,3.325,28.17487769,270,22.7196,75.8577,25.2,0,85,0,8,0
Year 1 Aug 18 21:00,0,0,22.25,24.825,-23.97878758,297.4854868,3.325,27.11598883,270,22.7196,75.8577,24.7,0,86,0,6,0
Year 1 Aug 18 22:00,0,0,22.05,24.475,-35.64800257,307.6402711,4.4,26.32683126,270,22.7196,75.8577,24.4,0,87,0,5,0
Year 1 Aug 18 23:00,0,0,21.925,24.4,-45.49676084,321.907097,6.575,25.70559941,270,22.7196,75.8577,24.4,0,86,0,3,0
Year 1 Aug 19 00:00,0,0,21.9,24.325,-52.07259153,341.7629055,7.725,25.16061558,270,22.7196,75.8577,24.3,0,87,0,3,0
Year 1 Aug 19 01:00,0,0,21.975,24.225,-53.9025993,6.179254245,8.275,24.79662568,270,22.7196,75.8577,24.2,0,87,0,5,0
Year 1 Aug 19 02:00,0,0,22.075,23.9,-49.75094002,28.64686015,7.5,24.48675734,270,22.7196,75.8577,23.8,0,90,0,6,0
Year 1 Aug 19 03:00,0,0,22.175,23.575,-41.34122186,45.8115167,7.125,24.11822334,270,22.7196,75.8577,23.5,0,93,0,6,0
Year 1 Aug 19 04:00,0,0,22.125,23.2,-30.44316288,57.90263375,6.575,23.93736686,270,22.7196,75.8577,23.1,0,94,0,6,0
Year 1 Aug 19 05:00,0,0,22.025,23.325,-18.19097653,66.68305605,9.1,23.80416519,270,22.7196,75.8577,23.4,0,92,0,8,0
Year 1 Aug 19 06:00,0,0,22.375,23.175,-5.184949281,73.50961761,10,23.67937464,270,22.7196,75.8577,23.1,0,97,0,8,0
Year 1 Aug 19 07:00,16.25,30.5,22.8,23.4,8.255989967,79.26341942,10,23.85021314,270,22.7196,75.8577,23.5,0,97,0,10,0
Year 1 Aug 19 08:00,79,214.25,22.9,23.875,21.94656727,84.57675726,10,24.70893933,270,22.7196,75.8577,24,89,94,122,10,65
Year 1 Aug 19 09:00,144,477,22.6,24.975,35.75778739,90.0654368,10,26.32587365,270,22.7196,75.8577,25.3,330,85,491,10,121
Year 1 Aug 19 10:00,200.5,518,22.2,25.9,49.55861538,96.69233161,10.75,27.56612258,270,22.7196,75.8577,26.1,488,79,435,10,213
Year 1 Aug 19 11:00,235,645.25,21.875,26.625,63.0944825,106.9569927,11,28.68814917,270,22.7196,75.8577,26.8,774,74,767,10,163
Year 1 Aug 19 12:00,454.5,245,21.875,26.5,75.26134851,131.637824,11,29.76242606,270,22.7196,75.8577,26.4,708,77,280,10,451
Year 1 Aug 19 13:00,463,136.75,22.275,26.1,79.17070694,198.0748286,11,30.1093351,270,22.7196,75.8577,26,603,81,140,10,465
Year 1 Aug 19 14:00,454,140.5,22.85,25.4,69.768435,243.6421281,11,31.19163266,270,22.7196,75.8577,25.2,582,88,127,10,457
Year 1 Aug 19 15:00,427.5,199.5,23.225,25.2,56.65612743,258.7368013,11.75,32.56226738,270,22.7196,75.8577,25.2,611,89,181,10,445
Year 1 Aug 19 16:00,349.25,247.25,23.3,25.125,42.94202495,266.7271695,11.25,34.00926982,270,22.7196,75.8577,25.1,578,90,255,10,375
Year 1 Aug 19 17:00,245,218.5,23,25.325,29.11674877,272.6387096,11,34.01263652,270,22.7196,75.8577,25.4,414,86,224,10,272
Year 1 Aug 19 18:00,139,174.75,22.6,25.025,15.34873174,277.9565743,9.575,33.06653518,270,22.7196,75.8577,24.9,251,87,202,8,164
Year 1 Aug 19 19:00,32,46.5,22.275,24.75,1.75984043,283.4093319,7.825,29.83338021,270,22.7196,75.8577,24.7,83,86,93,8,64
Year 1 Aug 19 20:00,0,0,22.275,24.175,-11.50121407,289.5895016,6.05,26.47529055,270,22.7196,75.8577,24,0,90,0,8,0
Year 1 Aug 19 21:00,0,0,22.525,24,-24.19764682,297.2201855,5.45,25.77830555,270,22.7196,75.8577,24,0,92,0,10,0
Year 1 Aug 19 22:00,0,0,22.9,23.85,-35.90033165,307.3857358,5.625,25.0773109,270,22.7196,75.8577,23.8,0,95,0,10,0
Year 1 Aug 19 23:00,0,0,23.075,24.025,-45.78831583,321.7004347,6.825,24.70275812,270,22.7196,75.8577,24.1,0,94,0,10,0
Year 1 Aug 20 00:00,0,0,22.95,23.95,-52.39445019,341.6915172,8.025,24.59303881,270,22.7196,75.8577,23.9,0,94,0,8,0
Year 1 Aug 20 01:00,0,0,22.6,23.975,-54.21923736,6.23340158,9.275,24.42095256,270,22.7196,75.8577,24,0,91,0,8,0
Year 1 Aug 20 02:00,0,0,22.05,23.7,-50.01444241,28.95184992,9.9,24.15357025,270,22.7196,75.8577,23.6,0,90,0,7,0
Year 1 Aug 20 03:00,0,0,21.675,23.675,-41.54170585,46.16072764,10,24.01508882,270,22.7196,75.8577,23.7,0,88,0,7,0
Year 1 Aug 20 04:00,0,0,21.6,23.4,-30.59255352,58.24458506,10,23.73922105,270,22.7196,75.8577,23.3,0,90,0,7,0
Year 1 Aug 20 05:00,0,0,22.2,23.225,-18.30329398,67.01032518,10.75,23.5363027,270,22.7196,75.8577,23.2,0,95,0,10,0
Year 1 Aug 20 06:00,0,0,22.325,23.05,-5.271079002,73.83008956,11,23.3436653,270,22.7196,75.8577,23,0,96,0,10,0
Year 1 Aug 20 07:00,13.5,11.5,22.15,22.925,8.187857931,79.59033718,11,23.32069373,270,22.7196,75.8577,22.9,0,95,0,10,0
Year 1 Aug 20 08:00,80.5,91.75,22.1,23.125,21.88954437,84.9280554,11,24.07828858,270,22.7196,75.8577,23.2,63,93,46,10,54
Year 1 Aug 20 09:00,170.75,288.5,21.95,23.5,35.70458821,90.46824207,11,25.2699281,270,22.7196,75.8577,23.6,258,90,229,10,160
Year 1 Aug 20 10:00,222,466.75,22.05,24.125,49.49852167,97.19567026,11,26.30204198,270,22.7196,75.8577,24.3,498,87,467,10,203
Year 1 Aug 20 11:00,322.25,408.75,22.175,24.825,63.00433492,107.6664449,11.75,27.33146101,270,22.7196,75.8577,25,650,85,466,10,279
Year 1 Aug 20 12:00,419.75,317.25,22.5,25.6,75.06984219,132.6790182,12,28.4318139,270,22.7196,75.8577,25.8,669,83,237,10,452
Year 1 Aug 20 13:00,314,576.25,22.825,26.1,78.85842752,197.9181376,12.75,29.32329586,270,22.7196,75.8577,26.2,868,82,558,10,323
Year 1 Aug 20 14:00,328.25,531.5,23.05,26.35,69.54757876,242.9314073,13,32.4135733,270,22.7196,75.8577,26.4,902,82,631,10,287
Year 1 Aug 20 15:00,432.25,240.5,23.025,26.025,56.48224968,258.2232811,13.75,32.91183451,270,22.7196,75.8577,25.9,665,84,233,8,452
Year 1 Aug 20 16:00,347.5,252.25,22.85,25.45,42.78229836,266.3311842,13.25,33.56391699,270,22.7196,75.8577,25.3,582,86,263,8,373
Year 1 Aug 20 17:00,244,213.75,22.575,24.625,28.95787172,272.3067842,12.25,32.84128885,270,22.7196,75.8577,24.4,409,89,220,8,271
Year 1 Aug 20 18:00,124.75,146.25,22.2,23.95,15.18319204,277.6599334,10.5,30.93660764,270,22.7196,75.8577,23.8,246,90,195,10,163
Year 1 Aug 20 19:00,5,0,21.875,23.275,1.581757802,283.1308378,8.425,25.87703063,270,22.7196,75.8577,23.1,10,93,0,8,10
Year 1 Aug 20 20:00,0,0,21.725,22.875,-11.69780421,289.318474,6.55,24.81994877,270,22.7196,75.8577,22.8,0,93,0,8,0
Year 1 Aug 20 21:00,0,0,21.475,22.575,-24.41974003,296.9520879,5.725,24.11494264,270,22.7196,75.8577,22.5,0,93,0,6,0
Year 1 Aug 20 22:00,0,0,21.475,22.5,-36.15602517,307.1281556,5.825,23.84031925,270,22.7196,75.8577,22.5,0,94,0,6,0
Year 1 Aug 20 23:00,0,0,21.65,22.575,-46.08354489,321.4912724,6.875,23.40811283,270,22.7196,75.8577,22.6,0,95,0,5,0
Year 1 Aug 21 00:00,0,0,22.15,22.975,-52.72015475,341.6208906,8.25,23.34944855,270,22.7196,75.8577,23.1,0,95,0,6,0
Year 1 Aug 21 01:00,0,0,22.525,23.325,-54.53875555,6.288803382,9.575,23.53884203,270,22.7196,75.8577,23.4,0,95,0,7,0
Year 1 Aug 21 02:00,0,0,22.9,23.7,-50.27910066,29.26556256,9.975,23.72365586,270,22.7196,75.8577,23.8,0,95,0,10,0
Year 1 Aug 21 03:00,0,0,22.925,23.725,-41.7420945,46.51729207,10.75,23.7181235,270,22.7196,75.8577,23.7,0,95,0,10,0
Year 1 Aug 21 04:00,0,0,22.825,23.625,-30.74130054,58.5922247,11,23.6220466,270,22.7196,75.8577,23.6,0,95,0,10,0
Year 1 Aug 21 05:00,0,0,21.825,22.7,-18.41482553,67.3422131,8.15,23.20887006,270,22.7196,75.8577,22.4,0,95,0,8,0
Year 1 Aug 21 06:00,0,0,21.575,22.55,-5.356494454,74.15461234,7.725,22.83893553,270,22.7196,75.8577,22.6,0,94,0,8,0
Year 1 Aug 21 07:00,8,1.75,21.75,22.825,8.120225757,79.92108994,8.275,22.94124572,270,22.7196,75.8577,22.9,0,93,0,8,0
Year 1 Aug 21 08:00,64.25,52.5,22.1,22.975,21.83266502,85.28325183,8.325,23.75060866,270,22.7196,75.8577,23,33,95,7,8,32
Year 1 Aug 21 09:00,188,195.5,22.5,23.225,35.65097412,90.87527033,7.85,25.22698692,270,22.7196,75.8577,23.3,241,96,189,10,161
Year 1 Aug 21 10:00,294.5,212.25,22.975,23.45,49.43708651,97.70373321,7.25,26.47760868,270,22.7196,75.8577,23.5,404,98,215,8,269
Year 1 Aug 21 11:00,387.5,193.25,23.325,23.875,62.91113693,108.3799487,7.175,27.76586189,270,22.7196,75.8577,24,533,97,204,10,371
Year 1 Aug 21 12:00,436.25,146,23.475,24.45,74.87285732,133.7066216,8.25,28.45302013,270,22.7196,75.8577,24.6,584,94,161,8,437
Year 1 Aug 21 13:00,444.25,116,23.425,25.275,78.5415783,197.7721325,9.65,29.30636259,270,22.7196,75.8577,25.5,532,88,101,10,434
Year 1 Aug 21 14:00,408.75,306.25,23.25,26.025,69.32032798,242.2316453,12.25,31.87713402,270,22.7196,75.8577,26.2,631,84,161,8,475
Year 1 Aug 21 15:00,226,676,23.125,26.65,56.30301846,257.710525,13.75,35.80002712,270,22.7196,75.8577,26.8,888,80,742,8,210
Year 1 Aug 21 16:00,270.75,433.25,23.025,26.8,42.61807154,265.933967,14,36.25189956,270,22.7196,75.8577,26.8,655,80,478,8,274
Year 1 Aug 21 17:00,231.75,243.5,23.075,26.5,28.79504939,271.9730924,11.75,35.06963102,270,22.7196,75.8577,26.4,450,82,299,8,261
Year 1 Aug 21 18:00,118.75,62.5,23.175,25.725,15.01407966,277.3612951,8,31.23014198,270,22.7196,75.8577,25.5,177,87,77,7,144
Year 1 Aug 21 19:00,21.5,9.5,23.35,24.825,1.400353714,282.8501486,3.85,28.81328032,270,22.7196,75.8577,24.6,47,93,19,7,43
Year 1 Aug 21 20:00,0,0,23.25,24,-11.89756546,289.0449966,0.7,27.02264802,270,22.7196,75.8577,23.8,0,97,0,6,0
Year 1 Aug 21 21:00,0,0,23.125,23.575,-24.64496738,296.6812053,0,26.29374859,270,22.7196,75.8577,23.5,0,98,0,7,0
Year 1 Aug 21 22:00,0,0,22.8,23.425,-36.41497541,306.8675018,0.075,25.81351356,270,22.7196,75.8577,23.4,0,96,0,7,0
Year 1 Aug 21 23:00,0,0,22.4,23.4,-46.38234194,321.2795399,1.675,25.18661391,270,22.7196,75.8577,23.4,0,93,0,8,0
Year 1 Aug 22 00:00,0,0,22.075,23.175,-53.04960984,341.5509957,3.925,24.49060255,270,22.7196,75.8577,23.1,0,93,0,7,0
Year 1 Aug 22 01:00,0,0,21.7,22.95,-54.861049,6.395269622,5.625,23.85749871,270,22.7196,75.8577,22.9,0,93,0,7,0
Year 1 Aug 22 02:00,0,0,21.525,22.525,-50.54479818,29.5880585,6.525,23.29851241,270,22.7196,75.8577,22.4,0,95,0,6,0
Year 1 Aug 22 03:00,0,0,21.5,22.25,-41.9422935,46.88116734,6.7,23.09380881,270,22.7196,75.8577,22.2,0,96,0,7,0
Year 1 Aug 22 04:00,0,0,21.5,22.125,-30.88934416,58.94546617,6.85,22.80873339,270,22.7196,75.8577,22.1,0,97,0,7,0
Year 1 Aug 22 05:00,0,0,21.35,22.325,-18.5255421,67.6786234,5.925,22.80293643,270,22.7196,75.8577,22.4,0,93,0,10,0
Year 1 Aug 22 06:00,0,0,21.375,22.7,-5.441191719,74.48308854,6.725,22.89288014,270,22.7196,75.8577,22.8,0,92,0,10,0
Year 1 Aug 22 07:00,16.25,42.75,21.85,23.025,8.053075909,80.25557838,7.625,23.19988061,270,22.7196,75.8577,23.1,0,93,0,10,0
Year 1 Aug 22 08:00,80.5,139.75,22.15,23.475,21.77589186,85.64223938,7.8,24.17035458,270,22.7196,75.8577,23.6,99,92,171,10,65
Year 1 Aug 22 09:00,162.25,87.75,22.5,23.825,35.59688762,91.28639257,7.425,25.43165481,270,22.7196,75.8577,23.9,146,93,46,10,127
Year 1 Aug 22 10:00,291.75,200.5,22.6,24.275,49.3742306,98.21632985,7.225,27.00228831,270,22.7196,75.8577,24.4,402,90,213,10,268
Year 1 Aug 22 11:00,348.75,255.5,22.75,24.85,62.81479536,109.097099,7.65,27.88812966,270,22.7196,75.8577,25,493,88,163,10,363
Year 1 Aug 22 12:00,322.5,514.75,22.725,25.75,74.67041708,134.7201792,8.85,28.60081465,270,22.7196,75.8577,26,792,82,533,10,306
Year 1 Aug 22 13:00,353.25,497,23,26.675,78.22030254,197.6362444,9.8,30.08950559,270,22.7196,75.8577,26.9,820,80,460,10,372
Year 1 Aug 22 14:00,327.5,488,23.325,27.575,69.08681029,241.5431026,10.75,33.58884839,270,22.7196,75.8577,27.8,889,77,608,10,297
Year 1 Aug 22 15:00,405.25,173.25,23.925,27.95,56.11849507,257.1988152,10.25,34.69167275,270,22.7196,75.8577,28,537,79,128,10,419
Year 1 Aug 22 16:00,339.5,276.25,24.25,27.85,42.44939871,265.5356908,9.1,37.42970965,270,22.7196,75.8577,27.8,609,81,309,10,364
Year 1 Aug 22 17:00,231.5,145.5,24.3,27.2,28.62834194,271.6377498,7.225,35.55671347,270,22.7196,75.8577,27,378,85,178,8,266
Year 1 Aug 22 18:00,107,41.75,23.85,26.325,14.84146409,277.0607422,5.65,31.74391126,270,22.7196,75.8577,26.1,149,86,48,7,128
Year 1 Aug 22 19:00,22,11.5,23.175,25.35,1.215708301,282.5673234,5,29.00749479,270,22.7196,75.8577,25.1,49,88,23,6,44
Year 1 Aug 22 20:00,0,0,22.625,24.575,-12.10040643,288.7691066,5.425,26.59686897,270,22.7196,75.8577,24.4,0,89,0,6,0
Year 1 Aug 22 21:00,0,0,22.5,23.95,-24.87322654,296.4075471,6.275,25.6164649,270,22.7196,75.8577,23.8,0,93,0,7,0
Year 1 Aug 22 22:00,0,0,22.5,23.65,-36.67707225,306.6037434,6.95,25.08097199,270,22.7196,75.8577,23.6,0,94,0,7,0
Year 1 Aug 22 23:00,0,0,22.725,23.45,-46.68459893,321.0651623,6.8,24.42901663,270,22.7196,75.8577,23.4,0,97,0,8,0
Year 1 Aug 23 00:00,0,0,22.65,23.325,-53.38271899,341.4817987,5.725,24.33248769,270,22.7196,75.8577,23.3,0,96,0,8,0
Year 1 Aug 23 01:00,0,0,22.375,23.075,-55.18601211,6.562704388,4.2,23.9681261,270,22.7196,75.8577,23,0,96,0,8,0
Year 1 Aug 23 02:00,0,0,21.85,22.85,-50.81141832,29.91939585,3.05,23.64972924,270,22.7196,75.8577,22.8,0,93,0,8,0
Year 1 Aug 23 03:00,0,0,21.475,22.5,-42.14220999,47.25230644,2.725,23.53913636,270,22.7196,75.8577,22.4,0,94,0,8,0
Year 1 Aug 23 04:00,0,0,21.1,22.4,-31.03662685,59.30421983,3.6,23.43248206,270,22.7196,75.8577,22.4,0,92,0,8,0
Year 1 Aug 23 05:00,0,0,22.05,22.85,-18.63541707,68.01945766,6.375,23.34854796,270,22.7196,75.8577,23,0,97,0,10,0
Year 1 Aug 23 06:00,0,0,22.325,22.7,-5.52516923,74.81541939,7.275,23.06198589,270,22.7196,75.8577,22.6,0,98,0,10,0
Year 1 Aug 23 07:00,15.5,26,22.3,22.675,7.986388766,80.59370212,7.45,23.23629325,270,22.7196,75.8577,22.7,0,97,0,10,0
Year 1 Aug 23 08:00,84.5,152.25,22.375,22.925,21.71918582,86.00490964,7.725,24.01238273,270,22.7196,75.8577,23,82,97,104,10,62
Year 1 Aug 23 09:00,174,245,22.7,23.75,35.54227003,91.70147795,8.175,25.380059,270,22.7196,75.8577,24,277,93,297,10,152
Year 1 Aug 23 10:00,250.75,179.75,23.1,24.525,49.30987462,98.73326616,8.675,26.7829038,270,22.7196,75.8577,24.7,295,91,89,8,240
Year 1 Aug 23 11:00,323.5,415.75,23.425,25.225,62.71522016,109.8174859,9.25,27.96347357,270,22.7196,75.8577,25.4,642,89,452,8,283
Year 1 Aug 23 12:00,455.75,282.25,23.65,25.25,74.46255178,135.7192834,9.775,28.72973357,270,22.7196,75.8577,25.2,725,91,307,8,445
Year 1 Aug 23 13:00,482.25,192,23.7,24.9,77.89474161,197.5099084,9.975,29.2936288,270,22.7196,75.8577,24.8,690,94,208,10,488
Year 1 Aug 23 14:00,457.5,148.25,23.55,24.2,68.84715913,240.8659911,10,30.32608385,270,22.7196,75.8577,24,605,97,144,10,465
Year 1 Aug 23 15:00,417.5,165.25,23.125,23.7,55.92874669,256.6884217,10,31.45776542,270,22.7196,75.8577,23.6,581,97,161,10,435
Year 1 Aug 23 16:00,339.5,175,22.775,23.375,42.27633855,265.1365238,10,32.01543308,270,22.7196,75.8577,23.3,506,97,178,10,365
Year 1 Aug 23 17:00,233.5,145.75,22.625,23.375,28.45781319,271.3008695,10,31.27913017,270,22.7196,75.8577,23.4,367,95,166,10,263
Year 1 Aug 23 18:00,124.5,96.5,22.525,23.325,14.66541797,276.7583553,10,29.47102982,270,22.7196,75.8577,23.3,181,95,85,10,145
Year 1 Aug 23 19:00,31.5,65.5,22.5,23.3,1.027904476,282.2824199,9.925,28.11135458,270,22.7196,75.8577,23.3,88,95,131,10,63
Year 1 Aug 23 20:00,0,0,22.425,23.075,-12.30623319,288.4908397,9.525,24.54845127,270,22.7196,75.8577,23,0,97,0,10,0
Year 1 Aug 23 21:00,0,0,22.325,23,-25.10441277,296.1311214,9.175,24.03059768,270,22.7196,75.8577,23,0,96,0,10,0
Year 1 Aug 23 22:00,0,0,22.225,22.85,-36.94220328,306.3368465,8.8,23.60957407,270,22.7196,75.8577,22.8,0,97,0,10,0
Year 1 Aug 23 23:00,0,0,22.2,22.95,-46.99020577,320.8480599,8.4,23.50496697,270,22.7196,75.8577,23,0,95,0,10,0
Year 1 Aug 24 00:00,0,0,22.275,23,-53.71938468,341.4132613,8,23.42369762,270,22.7196,75.8577,23,0,96,0,10,0
Year 1 Aug 24 01:00,0,0,22.45,23.15,-55.51353859,6.736930225,7.6,23.56774282,270,22.7196,75.8577,23.2,0,96,0,10,0
Year 1 Aug 24 02:00,0,0,22.575,23.2,-51.07884437,30.25963022,7.275,23.46016945,270,22.7196,75.8577,23.2,0,97,0,10,0
Year 1 Aug 24 03:00,0,0,22.675,23.35,-42.3417526,47.63065799,7.2,23.48379449,270,22.7196,75.8577,23.4,0,96,0,10,0
Year 1 Aug 24 04:00,0,0,22.7,23.175,-31.18309343,59.66839287,7.125,23.18339078,270,22.7196,75.8577,23.1,0,98,0,10,0
Year 1 Aug 24 05:00,0,0,22.475,23.025,-18.74442629,68.36461555,7.175,23.01260311,270,22.7196,75.8577,23,0,97,0,10,0
Year 1 Aug 24 06:00,0,0,22.4,23,-5.60842773,75.15150483,7.2,22.99717403,270,22.7196,75.8577,23,0,97,0,10,0
Year 1 Aug 24 07:00,15.25,23.25,22.475,22.925,7.920142681,80.9353597,7.5,23.00631313,270,22.7196,75.8577,22.9,0,98,0,10,0
Year 1 Aug 24 08:00,85,132.75,22.425,22.975,21.6625062,86.37115305,8.125,23.76011108,270,22.7196,75.8577,23,79,97,93,10,61
Year 1 Aug 24 09:00,183.5,258.25,22.475,23.075,35.4870617,92.12039385,8.825,24.91079672,270,22.7196,75.8577,23.1,263,97,252,10,157
Year 1 Aug 24 10:00,286.75,245.25,22.725,23.325,49.24393938,99.25434474,9.375,25.96841775,270,22.7196,75.8577,23.4,436,97,277,10,263
Year 1 Aug 24 11:00,380.25,164.5,22.95,23.55,62.61232463,110.5406963,9.425,26.95809522,270,22.7196,75.8577,23.6,477,97,150,10,358
Year 1 Aug 24 12:00,457,208,23.15,23.75,74.24929855,136.7035716,9.175,27.7635832,270,22.7196,75.8577,23.8,636,97,208,10,447
