Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Direction  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs
Year 1 Jun 04 05:00,0,0,24.95,26.775,-16.89989997,56.147008,238.5,3.875,27.80333387,270,23.242,69.6669
Year 1 Jun 04 06:00,0,0,24.775,27.35,-4.925374821,63.28540362,226.5,4.65,27.85984156,270,23.242,69.6669
Year 1 Jun 04 07:00,14.75,65.5,24.95,28.425,7.748750075,68.92456214,236.75,5.725,28.62108528,270,23.242,69.6669
Year 1 Jun 04 08:00,82.25,253.25,25.15,29.825,20.87263646,73.5559683,246,7.35,30.3404077,270,23.242,69.6669
Year 1 Jun 04 09:00,178,234.25,25.35,30.95,34.29241383,77.50963504,258.5,8.7,32.18836785,270,23.242,69.6669
Year 1 Jun 04 10:00,254.25,322.5,25.475,31.875,47.90853564,81.01585986,263.5,9.75,33.75826802,270,23.242,69.6669
Year 1 Jun 04 11:00,233,589.5,25.5,32.475,61.65267004,84.25727399,268.5,10.75,34.29122655,270,23.242,69.6669
Year 1 Jun 04 12:00,225.75,722.75,25.35,33.125,75.47439244,87.48619715,268.5,11.75,34.81464494,270,23.242,69.6669
Year 1 Jun 04 13:00,311,590.75,25,33.525,86.53111272,179.4652883,276.25,12,35.65294231,270,23.242,69.6669
Year 1 Jun 04 14:00,215,781,24.75,33.9,76.80389463,272.176626,289.5,12,38.98179886,270,23.242,69.6669
Year 1 Jun 04 15:00,264.25,639,24.775,33.775,62.97698192,275.4384088,312.5,11.25,42.4080664,270,23.242,69.6669
Year 1 Jun 04 16:00,277.5,430,24.95,33.4,49.22341397,278.664251,329.5,11,43.03052822,270,23.242,69.6669
Year 1 Jun 04 17:00,259.5,144.75,25.225,32.625,35.59240011,282.1374143,336.75,10.25,39.98369538,270,23.242,69.6669
Year 1 Jun 04 18:00,178.25,275.5,25.375,31.8,22.15008067,286.0392767,320,10,41.38769641,270,23.242,69.6669
Year 1 Jun 04 19:00,83,77.25,25.325,30.85,8.992208706,290.5932907,292.25,10,36.67166916,270,23.242,69.6669
Year 1 Jun 04 20:00,0,0,25,30.15,-3.73398565,296.1174624,257.25,10,32.34973209,270,23.242,69.6669
Year 1 Jun 04 21:00,0,0,24.675,29.475,-15.79045201,303.0847294,233.75,9.25,31.31930545,270,23.242,69.6669
Year 1 Jun 04 22:00,0,0,24.375,29.075,-26.77837268,312.1889536,220.75,8.1,30.57258482,270,23.242,69.6669
Year 1 Jun 04 23:00,0,0,24.3,28.7,-36.02901806,324.3280678,223.25,6.525,29.99757616,270,23.242,69.6669
Year 1 Jun 05 00:00,0,0,24.3,28.525,-42.51222959,340.188124,225.75,5.575,29.70933933,270,23.242,69.6669
Year 1 Jun 05 01:00,0,0,24.45,28.125,-44.90815264,4.894647092,229.75,4.8,29.3334998,270,23.242,69.6669
Year 1 Jun 05 02:00,0,0,24.65,27.7,-42.84286191,18.00099096,226.5,4.525,28.88702345,270,23.242,69.6669
Year 1 Jun 05 03:00,0,0,24.775,27,-36.71461587,34.19249932,225,4.05,28.38408682,270,23.242,69.6669
Year 1 Jun 05 04:00,0,0,24.725,26.65,-27.70213867,46.66524537,221.25,3.9,27.94449485,270,23.242,69.6669
Year 1 Jun 05 05:00,0,0,24.925,26.6,-16.86558467,56.02193589,223.75,3.075,27.79803896,270,23.242,69.6669
Year 1 Jun 05 06:00,0,0,25.6,27.2,-4.906147968,63.16188387,226.5,3.925,27.70737521,270,23.242,69.6669
Year 1 Jun 05 07:00,13.25,83.25,26.025,28.3,7.755845178,68.79901355,232.25,5.5,28.3443168,270,23.242,69.6669
Year 1 Jun 05 08:00,69.5,365.75,26.475,29.65,20.86973196,73.4225738,244.5,7.325,30.02929188,270,23.242,69.6669
Year 1 Jun 05 09:00,112.25,558.5,26.375,31.05,34.28101978,77.35919321,260.75,8.55,31.7289857,270,23.242,69.6669
Year 1 Jun 05 10:00,111.75,814,26.225,32.225,47.8897187,80.83131296,277,9.55,33.30368719,270,23.242,69.6669
Year 1 Jun 05 11:00,239.75,606.25,25.675,33.175,61.62719396,83.99727565,290,9.95,34.74155821,270,23.242,69.6669
Year 1 Jun 05 12:00,410,327.25,25.5,33.85,75.44291321,86.97865069,296,10.75,36.14617785,270,23.242,69.6669
Year 1 Jun 05 13:00,285,641,24.975,34.075,86.53477247,179.8461966,296.25,11.75,36.31906173,270,23.242,69.6669
Year 1 Jun 05 14:00,261,690,24.725,34.025,76.84839334,272.7245481,293.75,12,39.18235259,270,23.242,69.6669
Year 1 Jun 05 15:00,351.5,406,24.175,33.625,63.0271092,275.693444,291.5,12,40.80233819,270,23.242,69.6669
Year 1 Jun 05 16:00,362.5,119,24.075,32.975,49.279605,278.835523,291,11.25,39.47921974,270,23.242,69.6669
Year 1 Jun 05 17:00,275.75,118,24.175,32.2,35.65508617,282.2701423,292.5,10.25,39.11090886,270,23.242,69.6669
Year 1 Jun 05 18:00,158.75,87.5,25.1,31.4,22.21985958,286.1507894,291.5,9.7,37.19720396,270,23.242,69.6669
Year 1 Jun 05 19:00,90.5,146.75,25.775,30.675,9.06989376,290.6918509,285.75,8.625,38.01199135,270,23.242,69.6669
Year 1 Jun 05 20:00,0,0,26.425,30.125,-3.647350481,296.2070223,273.5,7.925,32.4225056,270,23.242,69.6669
Year 1 Jun 05 21:00,0,0,26.225,29.7,-15.69367604,303.1659358,257.25,7.2,31.21026624,270,23.242,69.6669
Year 1 Jun 05 22:00,0,0,25.725,29.45,-26.67052574,312.2581246,240.25,6.85,30.71186951,270,23.242,69.6669
Year 1 Jun 05 23:00,0,0,24.7,29.1,-35.91069679,324.3745458,227.75,6.275,30.17626456,270,23.242,69.6669
Year 1 Jun 06 00:00,0,0,24.25,28.625,-42.38823807,340.1933566,222,5.875,29.57943526,270,23.242,69.6669
Year 1 Jun 06 01:00,0,0,23.9,28.05,-44.79606481,4.88106425,221.75,4.975,29.21869008,270,23.242,69.6669
Year 1 Jun 06 02:00,0,0,24.1,27.375,-42.74900436,17.9030712,224.25,4.1,28.93085258,270,23.242,69.6669
Year 1 Jun 06 03:00,0,0,24.275,26.75,-36.64445938,34.07357874,226.5,3,28.22784282,270,23.242,69.6669
Year 1 Jun 06 04:00,0,0,24.675,26.45,-27.65420699,46.54275112,226.25,2.55,27.81491933,270,23.242,69.6669
Year 1 Jun 06 05:00,0,0,24.725,26.7,-16.83591613,55.90184704,208.75,3.775,27.74331347,270,23.242,69.6669
Year 1 Jun 06 06:00,0,0,24.625,27.25,-4.890996212,63.04367262,210.5,4.95,27.81922931,270,23.242,69.6669
Year 1 Jun 06 07:00,15.5,81.25,24.3,28.15,7.759345791,68.67917709,219.75,5.95,28.39143615,270,23.242,69.6669
Year 1 Jun 06 08:00,70.5,393,24.65,29.3,20.86363655,73.29554003,241.5,7.4,29.9072778,270,23.242,69.6669
Year 1 Jun 06 09:00,99,642.75,24.875,30.575,34.26677231,77.2162311,257.75,8.85,31.4379685,270,23.242,69.6669
Year 1 Jun 06 10:00,103.5,824,25.2,31.95,47.86831876,80.65632275,278.25,10.55,32.92024183,270,23.242,69.6669
Year 1 Jun 06 11:00,147,841.75,25,33.125,61.59930243,83.75137751,290.75,11.75,34.28075521,270,23.242,69.6669
Year 1 Jun 06 12:00,278,598,24.825,34.075,75.40883836,86.50092104,305.75,13.5,35.62782697,270,23.242,69.6669
Year 1 Jun 06 13:00,149,916,24.05,34.525,86.53436272,180.2526581,311.5,14,36.08894813,270,23.242,69.6669
Year 1 Jun 06 14:00,148,919.5,23.5,34.45,76.89281944,273.2453077,314.25,14.75,39.06491356,270,23.242,69.6669
Year 1 Jun 06 15:00,266.25,586.25,23.025,33.8,63.07742417,275.934458,302.25,14.25,41.06008156,270,23.242,69.6669
Year 1 Jun 06 16:00,368.5,128.5,23.725,32.925,49.3358091,278.9968777,291.25,13.25,39.27490014,270,23.242,69.6669
Year 1 Jun 06 17:00,286.25,139.5,24.975,31.875,35.71748603,282.3948243,274.75,11.5,38.88742935,270,23.242,69.6669
Year 1 Jun 06 18:00,170.75,88.75,26.8,31,22.2889663,286.2552062,267.75,10.25,36.72309228,270,23.242,69.6669
Year 1 Jun 06 19:00,51,10,27.975,30.35,9.146428457,290.7837731,257.25,9.925,33.15832585,270,23.242,69.6669
Year 1 Jun 06 20:00,0,0,28.425,30.05,-3.562460094,296.2900982,249.5,9.375,31.41102116,270,23.242,69.6669
Year 1 Jun 06 21:00,0,0,27.45,29.85,-15.59939276,303.2406377,231.5,8.15,30.86514504,270,23.242,69.6669
Year 1 Jun 06 22:00,0,0,25.9,29.65,-26.56611245,312.3207831,218.5,6.825,30.62586969,270,23.242,69.6669
Year 1 Jun 06 23:00,0,0,24.225,29.3,-35.79693999,324.4149144,206.25,5.375,30.17484987,270,23.242,69.6669
Year 1 Jun 07 00:00,0,0,23.575,28.825,-42.26996689,340.19397,209,4.4,29.86321791,270,23.242,69.6669
Year 1 Jun 07 01:00,0,0,23.65,28.175,-44.69050294,4.868312657,213.25,3.75,29.16877135,270,23.242,69.6669
Year 1 Jun 07 02:00,0,0,24.45,27.55,-42.66169379,17.80662319,222.25,3.6,28.56748131,270,23.242,69.6669
Year 1 Jun 07 03:00,0,0,24.925,27.025,-36.58031638,33.95821812,218.25,3.525,28.28699692,270,23.242,69.6669
Year 1 Jun 07 04:00,0,0,25.15,26.75,-27.61157615,46.42483153,213.75,3.8,28.06648753,270,23.242,69.6669
Year 1 Jun 07 05:00,0,0,24.675,26.475,-16.81086941,55.78680505,255.75,3.075,27.7093125,270,23.242,69.6669
Year 1 Jun 07 06:00,0,0,24.725,27.3,-4.879879991,62.93083453,245.25,4.075,27.69060006,270,23.242,69.6669
Year 1 Jun 07 07:00,12.75,89,24.725,28.65,7.759305535,68.565119,226.5,5.625,28.51130122,270,23.242,69.6669
Year 1 Jun 07 08:00,58.25,439,24.4,30.5,20.8544181,73.17493659,208,7.35,30.36793591,270,23.242,69.6669
Year 1 Jun 07 09:00,78.25,745,23.7,31.975,34.24975512,77.08082496,223.25,8.325,32.43655483,270,23.242,69.6669
Year 1 Jun 07 10:00,143,764.75,23.05,33.2,47.84443994,80.49097812,246.5,9.25,34.20573183,270,23.242,69.6669
Year 1 Jun 07 11:00,297.25,462.75,22.675,33.875,61.56913318,83.51969411,282.75,9.875,35.76728466,270,23.242,69.6669
Year 1 Jun 07 12:00,152,881.25,22.825,34.375,75.37239922,86.05319276,292.25,11.5,35.84163312,270,23.242,69.6669
Year 1 Jun 07 13:00,203.5,803.25,23.275,34.425,86.53049417,180.6808892,294.25,12.75,36.3255867,270,23.242,69.6669
Year 1 Jun 07 14:00,172.75,867.75,23.85,34.4,76.93726807,273.7384535,276.25,14.5,39.09564738,270,23.242,69.6669
Year 1 Jun 07 15:00,262.75,637.5,24.15,33.875,63.12792793,276.161309,272.25,15,41.30754323,270,23.242,69.6669
Year 1 Jun 07 16:00,374,295.25,24.2,33.175,49.39199479,279.1482356,263.25,14.25,41.10326278,270,23.242,69.6669
Year 1 Jun 07 17:00,231.75,437.5,23.825,32.25,35.7795496,282.5114091,267.5,12.5,42.76085624,270,23.242,69.6669
Year 1 Jun 07 18:00,179.75,307.25,23.175,31.55,22.3573377,286.3524935,255.75,10.5,41.76135271,270,23.242,69.6669
Year 1 Jun 07 19:00,92,160.25,22.625,30.875,9.221739639,290.8690383,249.5,9.025,39.14118725,270,23.242,69.6669
Year 1 Jun 07 20:00,0,0,22.5,30.475,-3.479395374,296.3666865,231,8.025,33.04355443,270,23.242,69.6669
Year 1 Jun 07 21:00,0,0,22.65,30.025,-15.50768799,303.3088508,228.75,7.05,31.97134713,270,23.242,69.6669
Year 1 Jun 07 22:00,0,0,23,29.825,-26.46521891,312.3769708,220.25,6.725,31.36368426,270,23.242,69.6669
Year 1 Jun 07 23:00,0,0,23.325,29.5,-35.68782626,324.4492463,223,6.25,30.67907641,270,23.242,69.6669
Year 1 Jun 08 00:00,0,0,23.55,29.325,-42.15747741,340.1900577,213.75,6.025,30.20945451,270,23.242,69.6669
Year 1 Jun 08 01:00,0,0,23.6,28.775,-44.59150421,4.856387615,219.75,5.25,29.99915191,270,23.242,69.6669
Year 1 Jun 08 02:00,0,0,23.675,28.15,-42.58094878,17.71171561,224.5,4.4,29.51186985,270,23.242,69.6669
Year 1 Jun 08 03:00,0,0,23.775,27.175,-36.52218972,33.8464795,249,3.15,28.89374084,270,23.242,69.6669
Year 1 Jun 08 04:00,0,0,24.025,26.6,-27.5742335,46.3115491,260,2.65,28.60065868,270,23.242,69.6669
Year 1 Jun 08 05:00,0,0,24.4,27.625,-16.79041666,55.67687314,234,4.4,28.37915569,270,23.242,69.6669
Year 1 Jun 08 06:00,0,0,24.725,28.3,-4.87275716,62.82343301,231,4.925,28.41264412,270,23.242,69.6669
Year 1 Jun 08 07:00,13.75,80,24.65,29.075,7.755780193,68.45690345,235.25,5.95,29.19110519,270,23.242,69.6669
Year 1 Jun 08 08:00,59.25,424.25,24.45,30.425,20.84214612,73.06083002,227.75,7.425,30.71891321,270,23.242,69.6669
Year 1 Jun 08 09:00,66.5,806.5,23.8,31.85,34.23005288,76.95304651,224.25,9.45,32.35010988,270,23.242,69.6669
Year 1 Jun 08 10:00,44.75,1036.25,23,33.1,47.81818633,80.33536067,226.25,12.25,33.75688557,270,23.242,69.6669
Year 1 Jun 08 11:00,43.25,1081.25,22.2,33.85,61.53682213,83.30232499,242.75,14.5,34.66443515,270,23.242,69.6669
Year 1 Jun 08 12:00,102.5,995.25,21.7,34.3,75.3338199,85.63558435,261.5,15,35.46853729,270,23.242,69.6669
Year 1 Jun 08 13:00,186,841.25,21.75,34.325,86.52375757,181.1270237,282.5,15,36.02425149,270,23.242,69.6669
Year 1 Jun 08 14:00,280.5,653.75,22.325,34.225,76.98182578,274.2035442,291.75,14.25,38.87637598,270,23.242,69.6669
Year 1 Jun 08 15:00,258.25,652.5,23.1,33.9,63.17861658,276.3738578,290.75,13.25,41.91578663,270,23.242,69.6669
Year 1 Jun 08 16:00,274.75,507.25,23.825,33.575,49.44812712,279.2895207,273.5,12.25,43.55175575,270,23.242,69.6669
Year 1 Jun 08 17:00,292.75,279,24.225,32.975,35.84122436,282.6198485,253,12,42.10525015,270,23.242,69.6669
Year 1 Jun 08 18:00,182.75,298,24.375,32.275,22.42490905,286.4426208,230,11.25,41.83674929,270,23.242,69.6669
Year 1 Jun 08 19:00,92.25,175.5,24.1,31.275,9.295753284,290.9476303,221.75,10.25,39.35853406,270,23.242,69.6669
Year 1 Jun 08 20:00,0,0,23.85,30.25,-3.398237304,296.4367864,224,9.4,32.98485074,270,23.242,69.6669
Year 1 Jun 08 21:00,0,0,23.5,29.325,-15.41864684,303.3705934,239.25,8.975,31.26365417,270,23.242,69.6669
Year 1 Jun 08 22:00,0,0,23.4,28.875,-26.36792976,312.4267311,248.5,8.225,30.53649529,270,23.242,69.6669
Year 1 Jun 08 23:00,0,0,23.4,28.8,-35.58343212,324.4776147,248.5,7.85,30.15435505,270,23.242,69.6669
Year 1 Jun 09 00:00,0,0,23.55,29.175,-42.05082864,340.1817133,228.5,6.9,30.26509658,270,23.242,69.6669
Year 1 Jun 09 01:00,0,0,23.6,29.525,-44.49910343,4.845284754,205.5,6.225,30.13209009,270,23.242,69.6669
Year 1 Jun 09 02:00,0,0,23.825,29.6,-42.50678532,17.61841864,185,5.275,30.24600408,270,23.242,69.6669
Year 1 Jun 09 03:00,0,0,23.975,29.15,-36.47007932,33.73842629,184.5,5,29.77400487,270,23.242,69.6669
Year 1 Jun 09 04:00,0,0,24.3,28.55,-27.54216334,46.20296681,196.5,4.7,29.24197181,270,23.242,69.6669
Year 1 Jun 09 05:00,0,0,24.925,28.1,-16.77452721,55.57211401,218.75,7,28.74373402,270,23.242,69.6669
Year 1 Jun 09 06:00,0,0,25.025,28.675,-4.869583047,62.72153014,221.25,8.1,29.07547101,270,23.242,69.6669
Year 1 Jun 09 07:00,15.25,85,25.075,29.725,7.748827638,68.35459244,220,9.1,29.78957609,270,23.242,69.6669
Year 1 Jun 09 08:00,81.25,333,24.95,30.75,20.82689162,72.95328373,223.75,9.85,31.1283273,270,23.242,69.6669
Year 1 Jun 09 09:00,139.25,407.75,24.975,31.675,34.20775107,76.83296294,231,11.5,32.68281365,270,23.242,69.6669
Year 1 Jun 09 10:00,119.5,764.5,24.925,32.425,47.78966183,80.1895447,239,13.5,33.53455636,270,23.242,69.6669
Year 1 Jun 09 11:00,98.5,953.75,24.675,33.2,61.50250321,83.09935523,246.25,14.75,34.36979031,270,23.242,69.6669
Year 1 Jun 09 12:00,142,899.5,23.925,34,75.29331681,85.24815389,250.25,15.75,35.29068911,270,23.242,69.6669
Year 1 Jun 09 13:00,135.25,946,23.025,34.875,86.51471845,181.5872229,250.25,16,36.2413481,270,23.242,69.6669
Year 1 Jun 09 14:00,86.25,1054.75,21.9,35.475,77.02657025,274.6401456,248.5,15.25,40.00089493,270,23.242,69.6669
Year 1 Jun 09 15:00,101,997.75,21.375,35.6,63.22948117,276.5719686,243.5,14.25,43.9534263,270,23.242,69.6669
Year 1 Jun 09 16:00,180.25,735.25,21.075,35.225,49.50416774,279.4206595,236.75,12.5,46.39335643,270,23.242,69.6669
Year 1 Jun 09 17:00,231,391.75,21.45,34.275,35.9024554,282.7200971,227.5,10.5,45.28718557,270,23.242,69.6669
Year 1 Jun 09 18:00,186.5,127.5,22.05,33.025,22.49161405,286.5255603,217.5,8.725,41.33454823,270,23.242,69.6669
Year 1 Jun 09 19:00,90.5,104.5,22.725,31.8,9.36839459,291.0195359,209,7.25,39.70010988,270,23.242,69.6669
Year 1 Jun 09 20:00,0,0,23.2,30.825,-3.319066884,296.5003996,204,6.3,34.04397291,270,23.242,69.6669
Year 1 Jun 09 21:00,0,0,23.675,30.225,-15.33235365,303.4258859,204.5,6.475,32.56147635,270,23.242,69.6669
Year 1 Jun 09 22:00,0,0,23.8,29.95,-26.27432811,312.4701096,211,7.125,31.63605356,270,23.242,69.6669
Year 1 Jun 09 23:00,0,0,23.875,29.675,-35.48383199,324.5000937,222,8.05,30.8981489,270,23.242,69.6669
Year 1 Jun 10 00:00,0,0,23.75,29.225,-41.9500773,340.1690297,234,8.45,30.33130537,270,23.242,69.6669
Year 1 Jun 10 01:00,0,0,23.775,28.65,-44.41333303,4.835000019,243.75,8.425,29.86637714,270,23.242,69.6669
Year 1 Jun 10 02:00,0,0,23.725,27.975,-42.4392168,17.52680386,247.5,7.95,29.31403368,270,23.242,69.6669
Year 1 Jun 10 03:00,0,0,24.15,27.5,-36.42398221,33.63412325,244.25,7.65,28.73550274,270,23.242,69.6669
Year 1 Jun 10 04:00,0,0,24.525,27.4,-27.515347,46.09914806,236.25,7.375,28.58467634,270,23.242,69.6669
Year 1 Jun 10 05:00,0,0,23.85,27.4,-16.76316755,55.47258987,227.25,6.4,28.36503251,270,23.242,69.6669
Year 1 Jun 10 06:00,0,0,24.125,27.925,-4.870310508,62.62518659,225,5.8,28.48086631,270,23.242,69.6669
Year 1 Jun 10 07:00,14,101,24.525,29.075,7.738507747,68.25824574,225.75,6.15,29.27411589,270,23.242,69.6669
Year 1 Jun 10 08:00,62.5,471.5,24.825,30.6,20.80872709,72.85235797,225.25,7.425,31.04401884,270,23.242,69.6669
Year 1 Jun 10 09:00,87.75,703.5,24.225,32.2,34.18293586,76.72063682,230.25,9.45,32.73424841,270,23.242,69.6669
Year 1 Jun 10 10:00,87.25,869,23.7,33.575,47.75896998,80.05359735,236.5,12.25,34.36691563,270,23.242,69.6669
Year 1 Jun 10 11:00,36.5,1100,22.775,34.725,61.46630804,82.91085591,245.5,14.5,35.4532156,270,23.242,69.6669
Year 1 Jun 10 12:00,60,1075.75,22.65,35.6,75.25109814,84.89090469,249.5,15.75,36.44183712,270,23.242,69.6669
Year 1 Jun 10 13:00,146.25,927,22.625,36.25,86.50391283,182.0577564,251.5,16,37.49033258,270,23.242,69.6669
Year 1 Jun 10 14:00,279,655,23.05,36.55,77.07157,275.0478287,249,15.25,40.48457121,270,23.242,69.6669
Year 1 Jun 10 15:00,297,580.25,22.9,36.45,63.28050769,276.7555084,247.25,13.5,43.69269666,270,23.242,69.6669
Year 1 Jun 10 16:00,201.75,683.5,22.725,35.875,49.56007489,279.5415823,244.75,12.25,46.57599412,270,23.242,69.6669
Year 1 Jun 10 17:00,234.5,403.5,22.25,34.725,35.96318549,282.812113,247,10.5,45.66694745,270,23.242,69.6669
Year 1 Jun 10 18:00,191.25,158.25,22.475,33.2,22.55738494,286.6012873,247.25,9.55,41.74635294,270,23.242,69.6669
Year 1 Jun 10 19:00,85,70,22.75,31.6,9.439588047,291.0847448,249.25,8.95,38.07818961,270,23.242,69.6669
Year 1 Jun 10 20:00,0,0,23.325,30.3,-3.241965049,296.5575308,248.5,8.425,33.11358932,270,23.242,69.6669
Year 1 Jun 10 21:00,0,0,23.575,29.475,-15.24889193,303.4747514,245.75,8.225,31.66109473,270,23.242,69.6669
Year 1 Jun 10 22:00,0,0,23.975,29.15,-26.18449546,312.5071531,237.5,8.05,30.97128462,270,23.242,69.6669
Year 1 Jun 10 23:00,0,0,23.95,29.175,-35.38909811,324.516758,227.5,8.075,30.40954665,270,23.242,69.6669
Year 1 Jun 11 00:00,0,0,24.275,29.2,-41.85527772,340.1521,214.5,8.025,30.18018507,270,23.242,69.6669
Year 1 Jun 11 01:00,0,0,24.25,29.05,-44.33422305,4.825529666,206.5,8,29.81225662,270,23.242,69.6669
Year 1 Jun 11 02:00,0,0,24.35,28.55,-42.37825399,17.43694422,203.5,7.85,29.28771632,270,23.242,69.6669
Year 1 Jun 11 03:00,0,0,23.95,27.875,-36.38389246,33.5336364,208.25,7.575,28.69243705,270,23.242,69.6669
Year 1 Jun 11 04:00,0,0,23.8,27.4,-27.49376282,46.00015662,215.25,6.9,28.36950966,270,23.242,69.6669
Year 1 Jun 11 05:00,0,0,24.025,27.525,-16.75630138,55.37836227,206.5,7.525,28.38636092,270,23.242,69.6669
Year 1 Jun 11 06:00,0,0,24.325,28.425,-4.874889988,62.53446157,199.25,7.2,28.71252679,270,23.242,69.6669
Year 1 Jun 11 07:00,14.25,73,24.4,29.6,7.724882326,68.16792084,203.25,7.525,29.44145018,270,23.242,69.6669
Year 1 Jun 11 08:00,56,431.5,24.475,30.875,20.7877263,72.75810972,220,8.15,30.95884646,270,23.242,69.6669
Year 1 Jun 11 09:00,60,858.25,24.275,31.875,34.15569398,76.61612615,236.25,10.325,32.53123042,270,23.242,69.6669
Year 1 Jun 11 10:00,74,930.5,24.05,32.925,47.72621375,79.92757868,248.25,12.5,33.78083843,270,23.242,69.6669
Year 1 Jun 11 11:00,49.75,1079.75,23.625,33.8,61.42836578,82.73688464,248.75,14.5,34.73995306,270,23.242,69.6669
Year 1 Jun 11 12:00,52.5,1086,23.425,34.9,75.20736351,84.56379078,242.75,15,35.78360748,270,23.242,69.6669
Year 1 Jun 11 13:00,93.25,1038,23.175,35.875,86.49184416,182.5350537,232.75,14.25,37.13441776,270,23.242,69.6669
Year 1 Jun 11 14:00,197.75,835.75,23.1,36.625,77.1168841,275.4261672,226.25,12.5,40.89088036,270,23.242,69.6669
Year 1 Jun 11 15:00,428,355.75,23.025,36.725,63.33167698,276.9243475,222,12,43.60439978,270,23.242,69.6669
Year 1 Jun 11 16:00,261.5,544.25,22.925,36.175,49.61580338,279.6522225,223.25,10.5,46.54900251,270,23.242,69.6669
Year 1 Jun 11 17:00,238.5,416.5,22.975,34.95,36.02335507,282.8958573,224.75,10,46.27471645,270,23.242,69.6669
Year 1 Jun 11 18:00,187.25,268.75,23.15,33.55,22.6221525,286.6697803,227.25,9.1,44.00681829,270,23.242,69.6669
Year 1 Jun 11 19:00,92.75,130,23.425,32.075,9.509257517,291.1432493,225.75,8.125,40.40212282,270,23.242,69.6669
Year 1 Jun 11 20:00,0,0,23.725,31.025,-3.167012585,296.6081871,225,6.55,34.40857055,270,23.242,69.6669
Year 1 Jun 11 21:00,0,0,23.8,30.2,-15.16834425,303.5172152,224.25,6.1,32.88466221,270,23.242,69.6669
Year 1 Jun 11 22:00,0,0,23.875,29.85,-26.09851168,312.5379106,231.5,5.575,32.20334497,270,23.242,69.6669
Year 1 Jun 11 23:00,0,0,23.75,29.5,-35.29930054,324.5276829,244.5,5.925,31.36461001,270,23.242,69.6669
Year 1 Jun 12 00:00,0,0,23.7,29.25,-41.76648184,340.1310168,261.5,5.725,30.64128376,270,23.242,69.6669
Year 1 Jun 12 01:00,0,0,23.625,28.675,-44.2618011,4.816870257,271.25,6.125,30.0110365,270,23.242,69.6669
Year 1 Jun 12 02:00,0,0,23.675,28.125,-42.323905,17.348914,270.75,6.15,29.35761697,270,23.242,69.6669
Year 1 Jun 12 03:00,0,0,23.775,27.475,-36.34980128,33.43703295,254.25,7,28.77934489,270,23.242,69.6669
Year 1 Jun 12 04:00,0,0,23.875,27.3,-27.4773862,45.90605653,231,7.225,28.36650315,270,23.242,69.6669
Year 1 Jun 12 05:00,0,0,24.65,27.675,-16.75388968,55.28949207,225,4.5,28.54740386,270,23.242,69.6669
Year 1 Jun 12 06:00,0,0,24.975,28.1,-4.883269576,62.44941271,219,4.2,28.62766428,270,23.242,69.6669
Year 1 Jun 12 07:00,15.25,28.75,25.3,28.65,7.708015023,68.08367287,223,4.7,29.10919151,270,23.242,69.6669
Year 1 Jun 12 08:00,72.5,219.25,25.25,29.7,20.76396428,72.67059272,225,5.775,30.33501798,270,23.242,69.6669
Year 1 Jun 12 09:00,114.25,567.75,25.2,30.975,34.12611259,76.51948436,242.25,6.175,32.15626323,270,23.242,69.6669
Year 1 Jun 12 10:00,150.25,673.5,24.825,32.425,47.69149544,79.81154177,254,7.025,33.82056686,270,23.242,69.6669
Year 1 Jun 12 11:00,199.75,679.75,24.475,33.7,61.38880283,82.57748618,266.5,7.675,35.44814615,270,23.242,69.6669
Year 1 Jun 12 12:00,250.5,665.5,24.025,34.75,75.16230359,84.26672225,261,9.3,36.35453305,270,23.242,69.6669
Year 1 Jun 12 13:00,334.5,544.5,23.975,35.15,86.47898122,183.0157274,257.25,10.7,37.42168584,270,23.242,69.6669
Year 1 Jun 12 14:00,354,502.25,24.075,35.05,77.16256195,275.7747359,250.25,11.75,39.79861987,270,23.242,69.6669
Year 1 Jun 12 15:00,464.5,224,24.55,34.25,63.38296469,277.0783597,260.75,12,40.89868198,270,23.242,69.6669
Year 1 Jun 12 16:00,386.75,226.25,25.075,33.325,49.67130469,279.7525168,271.75,12,41.21895377,270,23.242,69.6669
Year 1 Jun 12 17:00,272.5,148.5,25.35,32.275,36.08290236,282.9712943,288.25,10.5,39.65402426,270,23.242,69.6669
Year 1 Jun 12 18:00,180,233,25.1,31.55,22.68584619,286.7310206,284.75,9.925,40.47086219,270,23.242,69.6669
Year 1 Jun 12 19:00,69.25,25.5,24.625,30.95,9.577326314,291.1950451,276,8.775,35.4607798,270,23.242,69.6669
Year 1 Jun 12 20:00,8,3,24.05,30.5,-3.094290045,296.6523785,254.5,7.95,33.10589591,270,23.242,69.6669
Year 1 Jun 12 21:00,0,0,23.9,29.95,-15.09079218,303.5533051,242,6.6,31.71466481,270,23.242,69.6669
Year 1 Jun 12 22:00,0,0,23.9,29.425,-26.01645488,312.5624322,228,5.9,30.8904146,270,23.242,69.6669
Year 1 Jun 12 23:00,0,0,24.125,28.925,-35.21450705,324.532944,224.75,5.2,30.35565769,270,23.242,69.6669
