1,"eplusout.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Convection Heat Transfer Coefficient  (W/m2-K)","[1] Surface Outside Face Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Aug 25 12:00","458.5","268.75","24.475","24.4013411246104","20.4201009102179","27.9998808749398","-18.5329785797752"
"Year 1 Aug 25 13:00","489","239.25","24.65","24.6050158672637","24.1885957672713","28.0990230966305","-1.52707332844411"
"Year 1 Aug 25 14:00","447.25","273.5","24.625","24.8280558528678","26.5874984480293","28.0620881879079","15.4803472720612"
"Year 1 Aug 25 15:00","315.75","474.5","24.825","25.0372849319658","28.5604448744722","27.587904522923","31.4870705754982"
"Year 1 Aug 25 16:00","254.5","468.25","24.9","25.2155455506322","27.6475354111627","27.3342752730589","43.3195358452592"
"Year 1 Aug 25 17:00","194.25","390","24.975","25.3514216515203","24.300469093673","27.2935893325172","51.3954426899315"
"Year 1 Aug 25 18:00","124.5","193.75","24.775","25.4532346735316","20.7992496485945","26.8568161069606","56.1400717814389"
"Year 1 Aug 25 19:00","19.5","9.5","24.55","25.5251932222344","18.1281584178393","25.3629703111952","58.771480033255"
"Year 1 Aug 25 20:00","0","0","24.125","25.545805325758","17.325735321886","24.4897074339683","56.9465345673967"
"Year 1 Aug 25 21:00","0","0","23.925","25.4976999159081","17.9907903093481","24.049380309517","49.9485764187373"
"Year 1 Aug 25 22:00","0","0","23.75","25.4007138872344","19.4537376558625","23.9608828233209","39.0611025205678"
"Year 1 Aug 25 23:00","0","0","23.775","25.2820849131516","20.5907729504282","23.7365655284618","27.3567657322503"
"Year 1 Aug 26 00:00","0","0","23.575","25.1615873668046","21.2870716159972","23.6158258016335","16.3194009367816"
"Year 1 Aug 26 01:00","0","0","23.5","25.0429823002667","21.1415839206962","23.463437844409","6.74845090598329"
"Year 1 Aug 26 02:00","0","0","23.275","24.930799373629","20.8506413107333","23.1907916879624","-1.79781163509902"
"Year 1 Aug 26 03:00","0","0","23.275","24.8214089387606","20.8689498843877","23.198177824034","-9.19494607862077"
"Year 1 Aug 26 04:00","0","0","23.15","24.7156485629879","21.847042972785","23.0442665745825","-15.9150691539311"
"Year 1 Aug 26 05:00","0","0","22.875","24.6155293296629","16.3151814147863","22.7177729143238","-21.3933356455019"
"Year 1 Aug 26 06:00","0","0","22.8","24.5169144029827","16.2653144492243","22.5161621274018","-26.6198017879042"
"Year 1 Aug 26 07:00","15.5","29.5","22.875","24.4159685367752","15.4646960631705","22.866004776838","-32.085741243179"
"Year 1 Aug 26 08:00","83.75","164.25","23.275","24.3225538418395","23.3869504367571","24.0591126971808","-36.954822374696"
"Year 1 Aug 26 09:00","159","354.25","23.925","24.270512435534","22.1145826366763","25.2983219296587","-38.8254930957006"
"Year 1 Aug 26 10:00","183.75","568","24.775","24.2875192410536","21.5464912968439","26.3648222200459","-35.4676097059639"
"Year 1 Aug 26 11:00","166.75","771.5","25.75","24.3784340062108","23.0200517827714","27.3979642664426","-27.0186804349961"
"Year 1 Aug 26 12:00","215.25","745","26.75","24.5345134651503","24.9729843121531","28.3632833578065","-14.8036959120395"
"Year 1 Aug 26 13:00","366.75","464.25","27.525","24.7428222608473","26.8419337226992","29.5518845982808","0.770168629598049"
"Year 1 Aug 26 14:00","374","443.5","28.075","24.9964221729983","27.2695626856184","30.1733626918711","19.0968461861755"
"Year 1 Aug 26 15:00","421","297.25","28.125","25.286578362648","25.7465187880879","30.5973665083979","38.3457655959931"
"Year 1 Aug 26 16:00","331.75","292.75","27.8","25.5839985356575","23.7664457392567","30.3357584585289","59.1412067723359"
"Year 1 Aug 26 17:00","235","197","27.025","25.8610642822975","20.9056240366058","29.3807961078434","78.201381413685"
"Year 1 Aug 26 18:00","123.5","132.25","26.05","26.0837168551289","18.1825753353428","28.228562722804","92.6196181349113"
"Year 1 Aug 26 19:00","16","5","24.975","26.2254922030702","15.158034135622","26.1509508306122","99.7963414083409"
"Year 1 Aug 26 20:00","0","0","24.025","26.2629847020519","13.8204245385692","24.8384255198861","97.9282583948947"
"Year 1 Aug 26 21:00","0","0","23.275","26.1922196443194","11.6232394533449","24.3002245134266","86.851321029902"
"Year 1 Aug 26 22:00","0","0","22.875","26.0460011297708","10.7558009868753","23.6214285000114","70.3752474655869"
"Year 1 Aug 26 23:00","0","0","22.8","25.8646479567232","11.5666417434014","23.2191079097928","51.6169902659815"
"Year 1 Aug 27 00:00","0","0","22.95","25.6660448364861","13.2466410790228","23.2015480004845","32.6373129991381"
"Year 1 Aug 27 01:00","0","0","23.225","25.4704738589975","17.8994631846546","23.3257906001712","15.053542403367"
"Year 1 Aug 27 02:00","0","0","23.375","25.2950306543647","23.4657138493497","23.4203337520293","0.52065659299449"
"Year 1 Aug 27 03:00","0","0","23.325","25.1458496085484","23.9928257837475","23.2671191937851","-10.3568776495557"
"Year 1 Aug 27 04:00","0","0","23.15","25.0180496260367","20.291878627975","23.1178935650839","-18.3339019492952"
"Year 1 Aug 27 05:00","0","0","22.575","24.9011028228297","13.3375094217478","22.674581881506","-24.602181703156"
"Year 1 Aug 27 06:00","0","0","22.475","24.7856687348349","11.8607625261385","22.3622047825032","-30.308813963947"
"Year 1 Aug 27 07:00","15.75","36.25","22.8","24.6660058945373","11.9420693545015","22.8957983812044","-36.9052742203366"
"Year 1 Aug 27 08:00","83","194","23.125","24.5553022981977","12.252490464889","24.2933992736813","-42.9936538869541"
"Year 1 Aug 27 09:00","162","356.5","23.8","24.4940108038733","13.6534794514517","25.6217034375782","-44.8065074676347"
"Year 1 Aug 27 10:00","231.5","423.25","24.525","24.5122354509455","17.9702137397429","26.6374062651705","-40.7343361169413"
"Year 1 Aug 27 11:00","280.25","490.75","25.525","24.6088078569309","22.9430180318902","27.6885138469052","-30.8673300651744"
"Year 1 Aug 27 12:00","315.25","523.25","26.4","24.7700369761614","23.3850378451089","28.6865304377671","-17.5508897293658"
"Year 1 Aug 27 13:00","289.5","619","27.275","24.984409797927","24.859491090388","29.1888387076306","-1.174645407939"
"Year 1 Aug 27 14:00","198.25","791.5","27.875","25.2334642964131","25.3921069795153","29.6309678185133","16.7903705203283"
"Year 1 Aug 27 15:00","215.25","687.75","28.225","25.4958518818418","28.2588886882508","29.9562396953664","33.9929143468556"
"Year 1 Aug 27 16:00","266.75","431.75","27.925","25.7534642577129","27.7050475953638","29.8012058647122","51.1981202847531"
"Year 1 Aug 27 17:00","183.75","410.5","27.2","25.9899771403504","25.7615074124701","29.1632514085362","67.2358511276091"
"Year 1 Aug 27 18:00","126.25","170","25.95","26.1814839195047","21.7016538204407","28.034448149925","79.5776873407783"
"Year 1 Aug 27 19:00","23","19","24.775","26.3043598915355","12.4178527402746","26.2169096486402","86.7631928937954"
"Year 1 Aug 27 20:00","0","0","23.675","26.336446238033","9.10924813072978","24.7331527902351","85.6880212691315"
"Year 1 Aug 27 21:00","0","0","23.1","26.2630407681477","7.7813906692745","23.950785959298","76.0596820744877"
"Year 1 Aug 27 22:00","0","0","22.925","26.1137712910206","7.79046522254488","23.6305949696454","59.5497825687258"
"Year 1 Aug 27 23:00","0","0","22.975","25.926434872074","9.84212936077608","23.3517089795607","40.8512596356503"
"Year 1 Aug 28 00:00","0","0","22.925","25.7309997154081","11.1731588942043","23.0509527064534","22.7833123530043"
"Year 1 Aug 28 01:00","0","0","22.825","25.5383530275781","12.4449623754876","23.0744689530657","6.73861201638985"
"Year 1 Aug 28 02:00","0","0","22.5","25.3559732728514","12.3687259187116","22.8861626471013","-6.96816562489805"
"Year 1 Aug 28 03:00","0","0","22.325","25.1886834087782","12.7235845496693","22.7176821670624","-17.9477566401363"
"Year 1 Aug 28 04:00","0","0","22.225","25.0331459106301","12.3036575516321","22.5037416534976","-27.1299479163186"
"Year 1 Aug 28 05:00","0","0","22.35","24.886767209088","12.4794843720325","22.4547898404719","-35.1872289752486"
"Year 1 Aug 28 06:00","0","0","22.25","24.7508041722931","13.016247895867","22.3314172309902","-42.6829125125393"
"Year 1 Aug 28 07:00","15.5","32.75","22.5","24.6241789310191","15.5404920596106","22.5791728876218","-48.7639792656456"
"Year 1 Aug 28 08:00","86","149","23.05","24.5139487278479","18.3811170319848","23.9003518293153","-54.0608015641424"
"Year 1 Aug 28 09:00","162","291.75","24.1","24.4487640639206","18.590007892116","25.4476618038432","-55.9767655429748"
"Year 1 Aug 28 10:00","170.5","610.5","25.15","24.4633361802942","19.9216867726447","26.7605372883143","-52.2282669375244"
"Year 1 Aug 28 11:00","194","713.25","26.3","24.5657376085506","21.2657094654761","27.9447860545857","-41.7958777368268"
"Year 1 Aug 28 12:00","275.75","603.75","27.05","24.7457436928564","24.4180382078814","28.7588930571366","-26.6960990313754"
"Year 1 Aug 28 13:00","237.5","722.25","27.65","24.9801139042183","26.8790029621039","29.2752836716308","-7.62366144262185"
"Year 1 Aug 28 14:00","338.5","488.5","27.95","25.2417910458354","27.284964291936","30.0086083358029","12.2280501123084"
"Year 1 Aug 28 15:00","419","221","28.3","25.5204520261235","25.7640592217277","30.9700099283384","31.2146534632327"
"Year 1 Aug 28 16:00","330.5","297.25","28.175","25.8121826785436","22.2922075308084","30.6398836977618","51.1621909782654"
"Year 1 Aug 28 17:00","221.5","284.5","27.725","26.0965914468353","18.8019780579801","30.0815547789299","70.9552353578706"
"Year 1 Aug 28 18:00","122","119.25","26.55","26.3374612593962","15.036350599853","28.8657967342594","86.780580267575"
"Year 1 Aug 28 19:00","17.5","7.5","25.15","26.5037424676506","11.7824248882994","26.5993496902463","97.0083686043023"
"Year 1 Aug 28 20:00","0","0","23.6","26.5618167893274","10.2547805716461","25.0427109792065","97.9687197077049"
"Year 1 Aug 28 21:00","0","0","22.6","26.4955460558255","9.69070738769373","23.9856420086413","88.9607194459651"
"Year 1 Aug 28 22:00","0","0","22.025","26.3369288192096","9.92923133558055","23.2390601834075","71.804024705924"
"Year 1 Aug 28 23:00","0","0","22.125","26.1230078226539","8.88611907914064","23.0164622789281","50.7253022805488"
"Year 1 Aug 29 00:00","0","0","22.275","25.8905184638009","9.31319318732912","22.8794825196464","28.570620211876"
"Year 1 Aug 29 01:00","0","0","22.6","25.6633415217891","9.73478324687603","23.064327260092","8.98643285039989"
"Year 1 Aug 29 02:00","0","0","22.625","25.458440778912","10.3138381637928","22.8143753973954","-7.26844684438805"
"Year 1 Aug 29 03:00","0","0","22.675","25.2778534498417","11.1003615662968","22.6303069153138","-19.5798028185376"
"Year 1 Aug 29 04:00","0","0","22.475","25.1116511346953","11.7526907273154","22.5096204019938","-29.5500732122908"
"Year 1 Aug 29 05:00","0","0","21.95","24.9571899223211","15.8445274566831","22.1208581063133","-38.0800853614577"
"Year 1 Aug 29 06:00","0","0","22.025","24.8086241465824","17.4148155210557","22.0269624640134","-45.4860718707587"
"Year 1 Aug 29 07:00","11.75","8.5","22.325","24.6655066745598","17.4631799450294","22.2770721674417","-53.1264974507022"
"Year 1 Aug 29 08:00","74.5","74.5","22.55","24.5362650429367","18.2606138785599","23.1909041859784","-59.3867828237884"
"Year 1 Aug 29 09:00","184","203","22.825","24.4425517795889","17.7133719854879","24.461504506291","-62.3226225210822"
"Year 1 Aug 29 10:00","288","248.5","23.2","24.4120885375412","18.4866473256587","25.6577701900015","-59.9888285597626"
"Year 1 Aug 29 11:00","343.25","375","23.825","24.4566979826556","19.064347647947","26.821246436036","-51.8896407556683"
"Year 1 Aug 29 12:00","309.75","533","24.675","24.5745042756144","20.8056247068253","27.4240014877242","-39.0527654099029"
"Year 1 Aug 29 13:00","303.75","588.75","25.65","24.7472704494076","21.380846501642","28.0732597931603","-23.4900521700459"
"Year 1 Aug 29 14:00","269.75","616.5","26.575","24.9549904625978","21.4371778590068","28.8172417252785","-7.258208537329"
"Year 1 Aug 29 15:00","380.75","271","27.175","25.1847857622019","20.1653824057219","30.0865113038394","9.40693614915021"
"Year 1 Aug 29 16:00","233.25","510.75","27.3","25.4442548295728","18.2467221857152","29.7427155985841","27.2570592060123"
"Year 1 Aug 29 17:00","219.5","285.75","26.925","25.7105000310664","15.4735041299959","29.2828913477281","46.187504647384"
"Year 1 Aug 29 18:00","122.25","122.5","26.125","25.9411658836283","14.413408656886","28.0961110695865","62.5269397419565"
"Year 1 Aug 29 19:00","21","15.5","25.225","26.1035191644465","13.1206505383615","26.276815568314","73.1620329472416"
"Year 1 Aug 29 20:00","0","0","24.4","26.1705983938451","12.6762601910917","25.0007703698104","75.1961544634337"
"Year 1 Aug 29 21:00","0","0","23.825","26.1323922376829","10.2768232416356","24.5479029682678","68.1839273660889"
"Year 1 Aug 29 22:00","0","0","23.4","26.0207791981674","8.1714152981923","24.0451029702084","55.506844166311"
"Year 1 Aug 29 23:00","0","0","23.075","25.8735547487527","5.94784458232516","23.6651612570248","40.8796368356463"
"Year 1 Aug 30 00:00","0","0","22.7","25.7089935364406","6.66142578895464","23.2621145718859","26.0484142751775"
"Year 1 Aug 30 01:00","0","0","22.3","25.536930104508","8.2496434766637","22.9205138297553","11.9192373296223"
"Year 1 Aug 30 02:00","0","0","21.9","25.3609514723207","11.6637189228136","22.4724555749773","-1.26664750347584"
"Year 1 Aug 30 03:00","0","0","21.65","25.1819806821766","13.8228000568636","21.9947608280737","-13.5741808436374"
"Year 1 Aug 30 04:00","0","0","21.6","24.9976337496872","15.8585628895121","21.8544921437632","-25.410820565032"
"Year 1 Aug 30 05:00","0","0","21.6","24.8106091736059","11.0365786280004","22.0117970111496","-36.3452983738856"
"Year 1 Aug 30 06:00","0","0","21.6","24.6379442779074","11.2028679676148","21.9028052809254","-46.2153982591731"
"Year 1 Aug 30 07:00","15.25","39.75","22.05","24.4866993790627","12.2056385992679","22.3908399473831","-54.0935369753015"
"Year 1 Aug 30 08:00","78.75","221.75","22.8","24.3627542012857","16.195598196912","23.4815750664788","-60.2920877320821"
"Year 1 Aug 30 09:00","148.25","426.75","23.825","24.2905759029722","16.8671785248129","25.1155861818012","-62.5080105517299"
"Year 1 Aug 30 10:00","229.5","382","24.55","24.2968740383593","17.2058464800959","26.5047435115698","-58.673451864442"
"Year 1 Aug 30 11:00","344.5","98.75","24.925","24.3906380373421","17.7962016897146","27.6867105032077","-47.386574612698"
"Year 1 Aug 30 12:00","413.5","115.5","24.625","24.5601574866567","17.7342966486142","28.2676275940408","-30.2981004728343"
"Year 1 Aug 30 13:00","459.5","144.75","24.2","24.7792850649347","17.3312672026212","28.5137652206238","-9.99223738370131"
"Year 1 Aug 30 14:00","443","136.25","23.725","25.0173709093948","16.0014626666431","28.450484065746","9.92839108809803"
"Year 1 Aug 30 15:00","402.75","148.75","23.75","25.2389374194325","13.2394730063793","28.6825774546471","28.9072750141544"
"Year 1 Aug 30 16:00","313.75","123.75","23.95","25.4402460563559","13.2272629745692","28.1103365092881","43.882355563726"
"Year 1 Aug 30 17:00","221.75","131.75","24.3","25.6138881220809","12.506245029371","27.6334880926278","55.1575221641542"
"Year 1 Aug 30 18:00","121.75","114.25","24.175","25.744798133902","11.9681528972082","26.6470559428","61.5291787635594"
"Year 1 Aug 30 19:00","24.5","32","23.875","25.8160646634981","12.4891199820746","25.2496530507473","64.0030032414417"
"Year 1 Aug 30 20:00","0","0","23.2","25.8145979239567","13.4350188131039","23.8735497806176","60.6437001725416"
"Year 1 Aug 30 21:00","0","0","22.775","25.7270335362473","14.8142670788763","23.3237581024666","51.0525306423229"
"Year 1 Aug 30 22:00","0","0","22.475","25.5766779605522","14.8855043825039","22.9527975395709","36.2923032428698"
"Year 1 Aug 30 23:00","0","0","22.55","25.3969149615824","11.2731580292393","22.8555458210428","20.1435125568879"
"Year 1 Aug 31 00:00","0","0","22.6","25.2133320094429","9.9129602929035","22.6837276902338","4.54412333502391"
"Year 1 Aug 31 01:00","0","0","22.675","25.0381159040027","8.52811939563065","22.6753856308431","-8.75906708240923"
"Year 1 Aug 31 02:00","0","0","22.475","24.8760221945146","7.26092000624682","22.5073124046466","-19.7329760430929"
"Year 1 Aug 31 03:00","0","0","22.25","24.7268920141741","7.67632547324566","22.262799899838","-28.2287852082405"
"Year 1 Aug 31 04:00","0","0","21.825","24.5876854000825","9.16604911626644","22.1290771851488","-35.830412754934"
"Year 1 Aug 31 05:00","0","0","22.075","24.4537928705128","10.7127557908448","22.2834339526652","-42.4643258268377"
"Year 1 Aug 31 06:00","0","0","22.275","24.3337603233984","11.0480484545581","22.2099174136912","-48.7221725036589"
"Year 1 Aug 31 07:00","12","9.5","22.6","24.2290058900649","10.5704104813117","22.523987005461","-53.1878495710787"
"Year 1 Aug 31 08:00","74.5","89.75","22.925","24.1421704537498","10.6502137579366","23.5468543156144","-56.4346727435779"
"Year 1 Aug 31 09:00","179.5","219","23.3","24.0925677889757","10.453355854817","25.1496188349685","-56.4428190390444"
"Year 1 Aug 31 10:00","279.25","139.75","23.625","24.1113288521393","10.9689132792202","26.602009705113","-50.9208103603459"
"Year 1 Aug 31 11:00","362.75","130.25","23.925","24.2135463814916","12.2442873423201","27.5306573497963","-38.8660079861995"
"Year 1 Aug 31 12:00","424.25","146.75","24.15","24.3895782178676","14.0967148091002","28.347800409233","-21.9334208186865"
"Year 1 Aug 31 13:00","452","306.5","24.5","24.6146368562303","16.0887169299473","28.6918424706615","-3.0624238583003"
"Year 1 Aug 31 14:00","345.75","480.5","24.75","24.8656633039738","17.270904499998","28.492553563141","16.1609029128191"
