1,"eplusout.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Convection Heat Transfer Coefficient  (W/m2-K)","[1] Surface Outside Face Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Aug 15 18:00","139","121.5","25.45","27.3620998028658","14.4486726783079","28.6114805762303","80.229341814664"
"Year 1 Aug 15 19:00","27.5","18","25.325","27.4399519217184","13.1866113426983","26.7871213131301","81.9311458287921"
"Year 1 Aug 15 20:00","0","0","25.375","27.4392301188163","12.816515784082","25.8186212509898","76.4228308956286"
"Year 1 Aug 15 21:00","0","0","25.325","27.3534411319741","12.63704175137","25.6050485405453","63.722449064661"
"Year 1 Aug 15 22:00","0","0","25.075","27.2164750754867","12.7206732373412","25.3571030567987","48.226172383432"
"Year 1 Aug 15 23:00","0","0","24.55","27.0624848872083","12.7154121525769","24.9057295522788","33.3293867287783"
"Year 1 Aug 16 00:00","0","0","24.025","26.90224777332","12.7086241948447","24.4410744213377","19.8231501801659"
"Year 1 Aug 16 01:00","0","0","23.375","26.7362807655213","12.5119624735871","23.8844988272429","6.79094505610252"
"Year 1 Aug 16 02:00","0","0","22.9","26.5605164804214","12.6238068455399","23.5764681617973","-5.69299885978747"
"Year 1 Aug 16 03:00","0","0","22.5","26.3768846943816","12.801705837299","23.2225813146379","-18.0157319814677"
"Year 1 Aug 16 04:00","0","0","22.25","26.1902078875617","13.5098692529873","22.8701726181993","-29.4310458593326"
"Year 1 Aug 16 05:00","0","0","22.35","26.0016246578842","16.4732711643114","22.6320512548879","-39.9910817693937"
"Year 1 Aug 16 06:00","0","0","22.4","25.8174400274861","16.1966717025721","22.6948669499159","-50.5940079379996"
"Year 1 Aug 16 07:00","16.5","54.75","22.85","25.6439505728299","16.6575073464131","23.2219400921133","-59.917586420043"
"Year 1 Aug 16 08:00","89","195","23.75","25.5008684944029","16.2915341881983","24.9180075546957","-67.4137700044351"
"Year 1 Aug 16 09:00","182.5","176.5","24.825","25.424676627199","17.531632650898","26.3476477892447","-69.6230819349005"
"Year 1 Aug 16 10:00","279.25","283","25.7","25.4398158620228","17.2705869991056","27.9961042585322","-64.4111930688219"
"Year 1 Aug 16 11:00","354","108.5","26.275","25.5501755619445","16.9741358603177","29.1596239068973","-51.4501807719119"
"Year 1 Aug 16 12:00","399.5","104","26.4","25.7423140598638","14.4705519327817","30.1595670798423","-32.4679450332406"
"Year 1 Aug 16 13:00","453.75","162.25","26.4","25.9917369359758","12.8290040571304","30.8556426727047","-10.0997161855894"
"Year 1 Aug 16 14:00","342.25","43.25","26.4","26.2807768028009","11.5038995583186","30.6558067597536","12.8335164017642"
"Year 1 Aug 16 15:00","350.75","112.25","26.55","26.5649841571885","12.9851208377188","30.916464683478","34.9255318081933"
"Year 1 Aug 16 16:00","347.25","293.75","26.75","26.8261549641918","14.2044875854207","30.9618635756329","53.730980971221"
"Year 1 Aug 16 17:00","232","238.75","26.8","27.0622677189802","15.345620012026","30.1463627505562","69.5348512305204"
"Year 1 Aug 16 18:00","107.25","35.5","26.5","27.2548240955144","13.2616911210087","28.8279362841134","81.0836748827535"
"Year 1 Aug 16 19:00","24","11","25.875","27.3728885495707","10.285182566264","27.226039653743","86.2839275017466"
"Year 1 Aug 16 20:00","0","0","25.025","27.3994358487913","6.4469507748728","25.8724584769874","83.8330259401243"
"Year 1 Aug 16 21:00","0","0","24.35","27.3263702937028","5.92586133516415","25.5377624920472","73.667879408196"
"Year 1 Aug 16 22:00","0","0","23.975","27.1870974056076","6.57848295257024","24.9879432750367","58.5025108305648"
"Year 1 Aug 16 23:00","0","0","23.975","27.020688079271","8.99040213255065","24.7260771716937","41.8967358667462"
"Year 1 Aug 17 00:00","0","0","24.15","26.8450649189029","10.5650880028639","24.4837419226343","25.1562024420279"
"Year 1 Aug 17 01:00","0","0","24.275","26.6720658802414","15.7763459288285","24.358845792165","9.89658325357451"
"Year 1 Aug 17 02:00","0","0","24.075","26.5065480446229","16.2279268472678","24.2804778389012","-3.23098172411275"
"Year 1 Aug 17 03:00","0","0","23.625","26.35145796267","17.1443545098035","23.8045882665094","-13.8568522073573"
"Year 1 Aug 17 04:00","0","0","22.975","26.2019316110472","16.715315346156","23.2885261319294","-22.8073554450871"
"Year 1 Aug 17 05:00","0","0","22.95","26.0449775230542","15.5712699698537","23.0438424575592","-31.3323352054264"
"Year 1 Aug 17 06:00","0","0","23.075","25.8831911837649","15.8908475748318","23.1526811699941","-40.7295114441341"
"Year 1 Aug 17 07:00","11","5","23.475","25.7284611459048","17.941900565625","23.4785548452554","-49.5487634344968"
"Year 1 Aug 17 08:00","72.75","47","24.2","25.598159603778","18.471207187704","24.7455294244135","-56.6217614832658"
"Year 1 Aug 17 09:00","167.25","223","25.45","25.5184416258234","20.3571920535736","26.6742571189489","-59.9409037982201"
"Year 1 Aug 17 10:00","178","590.75","27.075","25.53001154523","20.3105704077989","28.4410522956118","-56.7306562377713"
"Year 1 Aug 17 11:00","142","843","28.775","25.652197803219","21.3519959076454","29.9049440345254","-45.8672907750084"
"Year 1 Aug 17 12:00","166.5","850","30.1","25.8745349672157","20.6772576542578","31.1632866053726","-28.3619412770392"
"Year 1 Aug 17 13:00","204","799","30.925","26.1675287504148","21.2835693825066","32.0833898045035","-4.89985044088058"
"Year 1 Aug 17 14:00","254.75","685.5","31.025","26.5082601031358","21.4876320457567","32.631819194858","20.8581406618232"
"Year 1 Aug 17 15:00","257","611.75","30.625","26.8711617701012","24.3336182163126","32.5471930776536","46.1795349173939"
"Year 1 Aug 17 16:00","287.5","396","29.825","27.2165283012396","23.780836787986","32.1642624614166","70.8271495519817"
"Year 1 Aug 17 17:00","239","214.25","28.85","27.5145003551266","21.7842019964629","31.3687094663226","91.6271253174107"
"Year 1 Aug 17 18:00","114.25","49.75","27.775","27.7467135025621","11.5856793501755","30.1449545989912","106.199465920342"
"Year 1 Aug 17 19:00","14","2","26.975","27.8953653407535","7.62093736612322","28.0387986895036","112.983314228988"
"Year 1 Aug 17 20:00","0","0","26.2","27.9408650893894","2.52071457958502","27.3042461466822","110.019647267133"
"Year 1 Aug 17 21:00","0","0","25.625","27.8859511818584","2.50801570416842","26.7717771155229","98.7068310094532"
"Year 1 Aug 17 22:00","0","0","25.05","27.7728235411022","5.58862599430215","26.0067910373813","83.329606831876"
"Year 1 Aug 17 23:00","0","0","24.525","27.6238671502798","10.5039800287184","25.3691728863486","66.7683173806531"
"Year 1 Aug 18 00:00","0","0","23.95","27.4489003206265","13.2402676730614","24.7433425157238","49.3592649165469"
"Year 1 Aug 18 01:00","0","0","23.5","27.2534246792478","14.2536377915895","24.1678718820829","32.0152401328174"
"Year 1 Aug 18 02:00","0","0","23.1","27.0448254531639","12.1856609020074","23.8152645151442","14.5231146136033"
"Year 1 Aug 18 03:00","0","0","23","26.829033279817","11.9131566562291","23.5025396719811","-2.16330764625795"
"Year 1 Aug 18 04:00","0","0","22.925","26.615600263452","9.83128905830933","23.3928784975812","-17.6054715740557"
"Year 1 Aug 18 05:00","0","0","23.125","26.4094631241053","13.6871320716903","23.3198067866083","-30.8576870246447"
"Year 1 Aug 18 06:00","0","0","23.425","26.2197201498255","16.3358753843839","23.4558759118375","-42.2822403453476"
"Year 1 Aug 18 07:00","16.25","57","24.175","26.0552782720209","17.736606797399","24.2946902291318","-52.1417831483592"
"Year 1 Aug 18 08:00","74.75","316.75","25.15","25.9322157810722","18.4801376700765","26.1967393237061","-59.1019572292602"
"Year 1 Aug 18 09:00","145","479.75","26.3","25.8887403731061","19.7772973445717","27.5276425611773","-59.5542623594525"
"Year 1 Aug 18 10:00","276.5","230","27.35","25.9451269359179","19.8831890333725","29.218432963818","-52.2305868293747"
"Year 1 Aug 18 11:00","298.75","450.75","28.2","26.0953132441737","20.1112033737465","30.2061119310412","-37.9496249762054"
"Year 1 Aug 18 12:00","300","564.75","28.7","26.3233971655127","19.1954364355717","30.8970395555777","-18.3666854379265"
"Year 1 Aug 18 13:00","361.25","433","28.95","26.5945781238077","19.6761957417807","31.5622125467152","3.74021135345618"
"Year 1 Aug 18 14:00","448","140.25","29","26.8900987315129","20.0646118999579","32.3369582062376","25.4183781992747"
"Year 1 Aug 18 15:00","414.75","275.5","28.925","27.1945776091464","20.9473882767693","32.2376870675853","47.4460118028567"
"Year 1 Aug 18 16:00","280.25","417","28.675","27.4897468340474","21.2832677939343","31.4269890195239","68.6435926234105"
"Year 1 Aug 18 17:00","213.25","326.5","28.15","27.7400564643185","21.2932540157309","30.8477106726357","85.2494753165389"
"Year 1 Aug 18 18:00","124","108.75","27.325","27.9238949157452","16.9523248046692","29.6312078901973","95.7824611712023"
"Year 1 Aug 18 19:00","3.5","0","26.35","28.0319905352266","12.1855993251115","27.5634942142528","99.8760807429048"
"Year 1 Aug 18 20:00","0","0","25.425","28.0398019903921","7.7302695231616","26.5513076199158","95.3851198840904"
"Year 1 Aug 18 21:00","0","0","24.825","27.9504550232612","7.75929313284862","25.8089329449586","82.9934059191555"
"Year 1 Aug 18 22:00","0","0","24.475","27.7959707400399","10.0882207145542","25.3130432551321","65.6212128161734"
"Year 1 Aug 18 23:00","0","0","24.4","27.6076278048283","14.7142277078863","24.9563708674564","46.5253447480681"
"Year 1 Aug 19 00:00","0","0","24.325","27.4075637886987","17.1572906265878","24.5727037092674","27.7268420267298"
"Year 1 Aug 19 01:00","0","0","24.225","27.2065509304419","18.410682170624","24.3084786698187","10.4589713695314"
"Year 1 Aug 19 02:00","0","0","23.9","27.0086041299589","16.7706663531268","24.0435507700972","-4.96325133849612"
"Year 1 Aug 19 03:00","0","0","23.575","26.8159284120145","15.9901483452586","23.7124657694467","-18.2383343227387"
"Year 1 Aug 19 04:00","0","0","23.2","26.6281956987761","14.8190638230757","23.5574441390256","-29.8242592091638"
"Year 1 Aug 19 05:00","0","0","23.325","26.4454178070475","20.0706954914892","23.4977677618421","-40.0242342245513"
"Year 1 Aug 19 06:00","0","0","23.175","26.2778472261154","21.8010302134686","23.4174771910025","-49.756110418807"
"Year 1 Aug 19 07:00","16.25","30.5","23.4","26.1234720646688","21.9795925076075","23.7254684542407","-57.3516488230749"
"Year 1 Aug 19 08:00","79","214.25","23.875","25.9911671703772","21.7522631582581","24.8784281472031","-63.6531639827962"
"Year 1 Aug 19 09:00","144","477","24.975","25.9053923966556","21.6655730604949","26.3088122779744","-66.2301965884651"
"Year 1 Aug 19 10:00","200.5","518","25.9","25.8962766179798","23.0334005732218","27.4303223528556","-63.439588886584"
"Year 1 Aug 19 11:00","235","645.25","26.625","25.9666159877277","23.4857569104049","28.5475770644754","-53.9218056940504"
"Year 1 Aug 19 12:00","454.5","245","26.5","26.1038610614828","23.2781818807073","29.6231436927374","-39.4260744956075"
"Year 1 Aug 19 13:00","463","136.75","26.1","26.2952554275388","23.1988911366497","29.6556442354951","-20.3261326514694"
"Year 1 Aug 19 14:00","454","140.5","25.4","26.5162106804019","23.157056517857","29.332269424717","-0.912400888451308"
"Year 1 Aug 19 15:00","427.5","199.5","25.2","26.7202762416597","24.6262391310312","28.9442043645054","17.2535171517455"
"Year 1 Aug 19 16:00","349.25","247.25","25.125","26.8864140348485","23.6827103885574","28.5661445260379","30.5744601510529"
"Year 1 Aug 19 17:00","245","218.5","25.325","27.0075225228335","23.249163465616","28.2381147302312","39.1294197358227"
"Year 1 Aug 19 18:00","139","174.75","25.025","27.087804191946","20.4520084835343","27.5921340162649","43.2234408426981"
"Year 1 Aug 19 19:00","32","46.5","24.75","27.1251781995093","17.0108765633516","26.3500477464116","44.6806715668709"
"Year 1 Aug 19 20:00","0","0","24.175","27.1107202314439","13.5255871928063","25.0501693103733","41.502598905728"
"Year 1 Aug 19 21:00","0","0","24","27.0227032970991","11.3082913113509","24.7208051110474","32.8746715658247"
"Year 1 Aug 19 22:00","0","0","23.85","26.8828261344723","10.4508152515476","24.261362651892","19.6966237378332"
"Year 1 Aug 19 23:00","0","0","24.025","26.7187938882399","12.1101707924431","24.0557049089935","5.83015694173764"
"Year 1 Aug 20 00:00","0","0","23.95","26.5473269930308","15.8228806612151","24.0811375394896","-7.85134641070391"
"Year 1 Aug 20 01:00","0","0","23.975","26.3805898432671","20.5406568700412","24.0050774784707","-19.3463726073232"
"Year 1 Aug 20 02:00","0","0","23.7","26.2277840567405","21.6470867823879","23.8024507100036","-28.5764239910206"
"Year 1 Aug 20 03:00","0","0","23.675","26.0879715436703","22.0396607951213","23.7073194963667","-36.3200365537161"
"Year 1 Aug 20 04:00","0","0","23.4","25.9581582794279","21.8432574777474","23.46326646954","-43.2413481427261"
"Year 1 Aug 20 05:00","0","0","23.225","25.8330980329594","19.6188767378851","23.3014526570439","-48.8639622257327"
"Year 1 Aug 20 06:00","0","0","23.05","25.710700267451","16.274047848527","23.1444823800609","-54.1968590784109"
"Year 1 Aug 20 07:00","13.5","11.5","22.925","25.5903187877896","23.8842370238959","23.1633789857784","-58.9368576465684"
"Year 1 Aug 20 08:00","80.5","91.75","23.125","25.4755565740211","23.7406515598767","24.0594196066414","-63.1340768865962"
"Year 1 Aug 20 09:00","170.75","288.5","23.5","25.3876559322434","23.4933411730478","25.1811394607065","-65.3975151204602"
"Year 1 Aug 20 10:00","222","466.75","24.125","25.3556228704343","23.434638871879","26.1618877330007","-63.1164164503577"
"Year 1 Aug 20 11:00","322.25","408.75","24.825","25.3892368581575","24.8487113944516","27.1970798084718","-56.0938174329724"
"Year 1 Aug 20 12:00","419.75","317.25","25.6","25.484892891757","25.2776612103444","28.3040056958698","-44.7809196666239"
"Year 1 Aug 20 13:00","314","576.25","26.1","25.6389193565361","26.7115784904486","28.4858632839467","-29.9136327063443"
"Year 1 Aug 20 14:00","328.25","531.5","26.35","25.8285092835113","27.2139132332855","28.8032079118588","-13.2518150556657"
"Year 1 Aug 20 15:00","432.25","240.5","26.025","26.0257491015748","28.5503878667894","28.9965598020048","2.57168534235582"
"Year 1 Aug 20 16:00","347.5","252.25","25.45","26.2166271571999","27.5764240854144","28.3827689964975","17.8789829641455"
"Year 1 Aug 20 17:00","244","213.75","24.625","26.3745578909894","25.6486898787818","27.3893329727846","31.3966585224194"
"Year 1 Aug 20 18:00","124.75","146.25","23.95","26.4756839701718","22.2714778987031","26.3442246632377","39.7649618006184"
"Year 1 Aug 20 19:00","5","0","23.275","26.5060820235719","18.267476867627","24.4678642556006","41.4175558464499"
"Year 1 Aug 20 20:00","0","0","22.875","26.4488574929728","14.5604060329838","23.785548678703","35.5563277470413"
"Year 1 Aug 20 21:00","0","0","22.575","26.313600557313","12.9059771227945","23.2772750149549","23.0985929353616"
"Year 1 Aug 20 22:00","0","0","22.5","26.1326139355036","13.1750341434155","23.1523298548458","7.88599931194608"
"Year 1 Aug 20 23:00","0","0","22.575","25.9364298908671","15.4086679621774","22.857314759037","-7.51265396155877"
"Year 1 Aug 21 00:00","0","0","22.975","25.7433361678871","18.3837788602418","22.9127589716431","-21.308681428375"
"Year 1 Aug 21 01:00","0","0","23.325","25.5608442182987","14.844246685358","23.1622335503759","-33.0217267401364"
"Year 1 Aug 21 02:00","0","0","23.7","25.4057157578382","15.1791916780848","23.366719619949","-42.8319897274104"
"Year 1 Aug 21 03:00","0","0","23.725","25.2822844741518","15.9636768620481","23.3938613359162","-49.5880289178188"
"Year 1 Aug 21 04:00","0","0","23.625","25.1835616551482","16.2304257001666","23.3296084329493","-53.3549951233213"
"Year 1 Aug 21 05:00","0","0","22.7","25.0990598231584","15.1863123279603","22.9593434497216","-55.3536212774142"
"Year 1 Aug 21 06:00","0","0","22.55","25.0129631836398","15.0769942477069","22.5957373833913","-56.1536691048908"
"Year 1 Aug 21 07:00","8","1.75","22.825","24.9216177282798","18.3637489158701","22.7313093836834","-59.0146713868237"
"Year 1 Aug 21 08:00","64.25","52.5","22.975","24.8267023325864","18.5690287116092","23.6294358536498","-62.2648892049965"
"Year 1 Aug 21 09:00","188","195.5","23.225","24.7531004723509","17.222675964096","25.1004311330058","-63.4011950711103"
"Year 1 Aug 21 10:00","294.5","212.25","23.45","24.7398325151558","15.8717988089354","26.3050431635473","-59.619410581101"
"Year 1 Aug 21 11:00","387.5","193.25","23.875","24.8020731295252","15.6469801010919","27.5954690380356","-49.7858169824645"
"Year 1 Aug 21 12:00","436.25","146","24.45","24.9385364938187","15.2438830409558","28.5540297120654","-35.1421016439072"
"Year 1 Aug 21 13:00","444.25","116","25.275","25.1366534876534","20.5604732360978","28.8917834527218","-17.2366510133875"
"Year 1 Aug 21 14:00","408.75","306.25","26.025","25.3734356047742","25.6517994896012","29.208349658252","1.34462828255598"
"Year 1 Aug 21 15:00","226","676","26.65","25.6222851958977","28.641414132646","28.8770888243082","18.7703155451798"
"Year 1 Aug 21 16:00","270.75","433.25","26.8","25.848806858731","29.128808676203","28.9978348926094","34.4625194757077"
"Year 1 Aug 21 17:00","231.75","243.5","26.5","26.0419110778655","24.7684291320582","28.6637978834343","47.5165814819571"
"Year 1 Aug 21 18:00","118.75","62.5","25.725","26.2000740318357","12.8476588784934","27.6667191683742","57.7991937249736"
"Year 1 Aug 21 19:00","21.5","9.5","24.825","26.3051627000513","8.00051125052887","26.1397501284361","64.1086033442555"
"Year 1 Aug 21 20:00","0","0","24","26.3337106709885","2.55996457416269","25.2044926754806","63.9670742805157"
"Year 1 Aug 21 21:00","0","0","23.575","26.2789439665537","1.45673451385753","24.6955290840834","56.9552628906182"
"Year 1 Aug 21 22:00","0","0","23.425","26.170177524613","1.44546433599948","24.4199607730796","45.1686281489472"
"Year 1 Aug 21 23:00","0","0","23.4","26.0353964502152","4.76421247657852","24.0258012789621","31.8036475656499"
"Year 1 Aug 22 00:00","0","0","23.175","25.8907044938904","9.13317201915817","23.6374856200566","18.6837033205177"
"Year 1 Aug 22 01:00","0","0","22.95","25.7384182028039","12.8050901682138","23.2087600997722","6.4299268542161"
"Year 1 Aug 22 02:00","0","0","22.525","25.5797845810127","14.687908666714","22.7727880701475","-5.33291787289804"
"Year 1 Aug 22 03:00","0","0","22.25","25.4129366089896","15.0751030387535","22.6408172449134","-16.4359193257925"
"Year 1 Aug 22 04:00","0","0","22.125","25.2431629967085","11.9270850746664","22.4407922773082","-26.9423738364951"
"Year 1 Aug 22 05:00","0","0","22.325","25.0783069204156","11.1506786921666","22.4422544370035","-36.2097335517108"
"Year 1 Aug 22 06:00","0","0","22.7","24.9273045081252","11.908259466777","22.5559318931566","-45.1386130868648"
"Year 1 Aug 22 07:00","16.25","42.75","23.025","24.7951305090108","12.7950594294636","23.0761104879799","-52.3294807582878"
"Year 1 Aug 22 08:00","80.5","139.75","23.475","24.6908273109175","17.3832016847271","24.2570706416142","-56.9425565126225"
"Year 1 Aug 22 09:00","162.25","87.75","23.825","24.639672911097","16.4548616391887","25.265808683817","-57.1735826643609"
"Year 1 Aug 22 10:00","291.75","200.5","24.275","24.6523029864194","15.8619250552277","26.811889309813","-51.9961193601759"
"Year 1 Aug 22 11:00","348.75","255.5","24.85","24.7406577391863","16.6531144606255","27.7030236479159","-41.3402670220179"
"Year 1 Aug 22 12:00","322.5","514.75","25.75","24.9005859420778","19.0904992470588","28.4326891275625","-26.1587895928445"
"Year 1 Aug 22 13:00","353.25","497","26.675","25.1095772775377","20.9827513998333","29.182474819121","-9.34335216937493"
"Year 1 Aug 22 14:00","327.5","488","27.575","25.3507550545442","22.8918600496584","29.8348020822866","8.3588902185345"
"Year 1 Aug 22 15:00","405.25","173.25","27.95","25.6132863559159","21.8400105697032","30.8570657858451","26.1402998549719"
"Year 1 Aug 22 16:00","339.5","276.25","27.85","25.8924183611023","19.5009011175661","30.7469083450159","45.3972311360786"
"Year 1 Aug 22 17:00","231.5","145.5","27.2","26.171054599337","15.741397896344","29.8277241134739","65.2111230011733"
"Year 1 Aug 22 18:00","107","41.75","26.325","26.4063812657967","12.5521878699107","28.2339311426384","81.434445121722"
"Year 1 Aug 22 19:00","22","11.5","25.35","26.557220864345","11.2450834968625","26.5761515099162","89.9702387049454"
"Year 1 Aug 22 20:00","0","0","24.575","26.6007967708339","12.2362963923566","25.3474711724325","89.0323851800258"
"Year 1 Aug 22 21:00","0","0","23.95","26.5409347497348","14.0262181324731","24.7108562466464","79.0679911978662"
"Year 1 Aug 22 22:00","0","0","23.65","26.4094149085218","15.4575797429065","24.3797246294598","64.0350430467901"
"Year 1 Aug 22 23:00","0","0","23.45","26.245049520835","15.1830379579927","23.840388049558","46.9102036024535"
"Year 1 Aug 23 00:00","0","0","23.325","26.0673229964569","13.0536217087396","23.7916909193666","30.3188287403975"
"Year 1 Aug 23 01:00","0","0","23.075","25.8876555327797","9.72938396313209","23.4354480919567","14.766983837778"
"Year 1 Aug 23 02:00","0","0","22.85","25.714999632204","7.28740921802735","23.116964419121","1.35428161795871"
"Year 1 Aug 23 03:00","0","0","22.5","25.5459959326777","6.52938999054769","23.0259285640787","-10.6787266616861"
"Year 1 Aug 23 04:00","0","0","22.4","25.3816503813079","7.85070527442548","22.9916431832325","-21.1250618418961"
"Year 1 Aug 23 05:00","0","0","22.85","25.2292078952003","14.5778112938164","23.0035586879623","-29.9745368013995"
"Year 1 Aug 23 06:00","0","0","22.7","25.0952005929614","16.3311808712519","22.7713271416552","-37.83697486996"
"Year 1 Aug 23 07:00","15.5","26","22.675","24.9726576999316","16.9023384527205","23.0617609654835","-43.6341644161995"
"Year 1 Aug 23 08:00","84.5","152.25","22.925","24.8639710744528","17.0902283889567","24.087027789697","-48.5894590605961"
"Year 1 Aug 23 09:00","174","245","23.75","24.7945359376964","17.9326985383373","25.2879801910693","-50.5509960628664"
"Year 1 Aug 23 10:00","250.75","179.75","24.525","24.7909615539518","18.8572336983128","26.6267438498425","-47.9863243400902"
"Year 1 Aug 23 11:00","323.5","415.75","25.225","24.8613295911755","19.9074309427246","27.810438199228","-39.493117323687"
"Year 1 Aug 23 12:00","455.75","282.25","25.25","25.0053917582","20.844188903521","28.5847003297908","-25.6544424761218"
"Year 1 Aug 23 13:00","482.25","192","24.9","25.2037427976842","21.1754909585651","28.7649990116422","-7.77145986406633"
"Year 1 Aug 23 14:00","457.5","148.25","24.2","25.4257628570913","21.1860972552121","28.309168871777","10.7162435559078"
"Year 1 Aug 23 15:00","417.5","165.25","23.7","25.6256551253036","21.1843914135389","27.8603032877471","28.4854675892511"
"Year 1 Aug 23 16:00","339.5","175","23.375","25.7838092459642","21.1988842975993","27.1684550564427","41.1561198083339"
"Year 1 Aug 23 17:00","233.5","145.75","23.375","25.8895362092545","21.2604496385713","26.3554608372831","48.400601221767"
"Year 1 Aug 23 18:00","124.5","96.5","23.325","25.9387049221636","21.3306850943445","25.6681663421349","49.7107031417604"
"Year 1 Aug 23 19:00","31.5","65.5","23.3","25.9318524986726","21.2151137629736","24.8279636265789","46.4129203843116"
"Year 1 Aug 23 20:00","0","0","23.075","25.8785188742873","20.6698761099956","23.5319016970925","39.4572680565426"
"Year 1 Aug 23 21:00","0","0","23","25.7656847836141","20.131265157587","23.3086123508153","28.3866033188966"
"Year 1 Aug 23 22:00","0","0","22.85","25.6098775570168","19.3674515570149","23.0391880685917","14.3271180837189"
"Year 1 Aug 23 23:00","0","0","22.95","25.4398343629329","18.8883830759771","23.0261007352443","0.565375060341651"
"Year 1 Aug 24 00:00","0","0","23","25.2736684698147","18.0229699735745","23.0056579079034","-11.9781180582082"
"Year 1 Aug 24 01:00","0","0","23.15","25.1207775981357","17.121572474096","23.193430647573","-21.950948203135"
"Year 1 Aug 24 02:00","0","0","23.2","24.9888043520972","16.5429521628545","23.1201043954961","-29.8924398950046"
"Year 1 Aug 24 03:00","0","0","23.35","24.87950398209","16.1772730417278","23.1753797669161","-35.8365269744384"
"Year 1 Aug 24 04:00","0","0","23.175","24.786067735568","16.2160544140295","22.9021002401706","-40.317031998826"
"Year 1 Aug 24 05:00","0","0","23.025","24.7001001573954","16.126145463803","22.7539094632629","-43.4052920012845"
"Year 1 Aug 24 06:00","0","0","23","24.6142973094507","16.1798462347622","22.7589612592638","-46.5360481265447"
"Year 1 Aug 24 07:00","15.25","23.25","22.925","24.5302399754551","16.8239340787945","22.8683704765531","-49.466650877713"
"Year 1 Aug 24 08:00","85","132.75","22.975","24.4533548665911","18.0564523972122","23.8324974581472","-51.5500703002321"
"Year 1 Aug 24 09:00","183.5","258.25","23.075","24.4043827386057","19.172729201184","24.8343772908685","-51.4182133002298"
"Year 1 Aug 24 10:00","286.75","245.25","23.325","24.406930863223","20.160403257765","25.8381790041624","-47.0628807597186"
"Year 1 Aug 24 11:00","380.25","164.5","23.55","24.469121235661","20.1808623537904","26.8265562815679","-38.3966294275926"
"Year 1 Aug 24 12:00","457","208","23.75","24.5872072368045","19.6171669695868","27.6332863138001","-25.896744152599"
"Year 1 Aug 24 13:00","485.75","203.25","23.8","24.7542222472105","18.6864293269851","28.1200134098039","-10.8609568915707"
"Year 1 Aug 24 14:00","461.75","168.25","23.65","24.9509978552069","17.9595523272238","28.1840959611403","5.65883647733652"
"Year 1 Aug 24 15:00","391.25","122.25","23.375","25.1497660425763","17.6591076204446","27.8167000976691","22.6567007404287"
"Year 1 Aug 24 16:00","327","145","23.075","25.3258192019164","17.7643108835745","27.1502602279281","37.0168501931173"
"Year 1 Aug 24 17:00","205.75","101.25","22.85","25.4583905166184","17.8696366942777","26.1167503328206","46.8871937825342"
"Year 1 Aug 24 18:00","130","162.75","22.8","25.5295807375591","17.9023650668883","25.64962493217","50.6468295644445"
"Year 1 Aug 24 19:00","24.5","19.5","22.95","25.5436628445833","17.2541122702994","24.3038632923509","48.8891160916845"
"Year 1 Aug 24 20:00","0","0","23.15","25.501705567682","16.3390642537046","23.6088274105758","42.1188122161627"
"Year 1 Aug 24 21:00","0","0","23.275","25.4011204697729","15.2557780268662","23.4828014840809","30.8806070330411"
"Year 1 Aug 24 22:00","0","0","23.3","25.2680655051232","11.6976332767","23.2427753573015","18.1229311012951"
"Year 1 Aug 24 23:00","0","0","23.225","25.1273728641664","11.9221724577271","23.172211953697","6.08713880332664"
"Year 1 Aug 25 00:00","0","0","23.125","24.9889988236793","12.6065166365444","22.9424091140106","-4.52662346916693"
"Year 1 Aug 25 01:00","0","0","23.025","24.8575281306847","15.4285241486753","22.8519014766468","-13.5820326951399"
"Year 1 Aug 25 02:00","0","0","23","24.7315259274396","18.4089960532672","22.9998781321275","-21.2341807361906"
"Year 1 Aug 25 03:00","0","0","23","24.618727719721","18.4123035716611","22.9629403784837","-27.7800301526255"
"Year 1 Aug 25 04:00","0","0","23","24.5226783432328","17.5002110706521","22.7166818259856","-32.77223205217"
"Year 1 Aug 25 05:00","0","0","23.15","24.4355973886987","20.5705995455935","22.7543382144163","-36.8629554134317"
"Year 1 Aug 25 06:00","0","0","22.975","24.3529892679655","21.85476511477","22.6838303834306","-40.5784014344917"
"Year 1 Aug 25 07:00","14.75","21","22.975","24.2752188154682","21.778502231735","22.8343983585885","-43.1710864648788"
"Year 1 Aug 25 08:00","80.75","84.5","23","24.2065613221834","20.9949026463327","23.6751835357215","-45.3132735984481"
"Year 1 Aug 25 09:00","174","98.25","23.375","24.164165337275","18.6207502700435","24.8538048442955","-45.1894585640418"
"Year 1 Aug 25 10:00","286","158.75","23.8","24.1740560935985","17.2453241411509","26.1406273835776","-41.4262104815438"
"Year 1 Aug 25 11:00","389.5","241.25","24.275","24.2522131123472","17.71205994704","27.4249991805081","-32.4013366181385"
