1,"Building 1.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Jul 27 12:00","449.75","138.75","28.675","22.8302761672528","28.7085039624233","36.8081788739444"
"Year 1 Jul 27 13:00","462","223.25","29.25","55.3582011919302","29.1166952911337","38.2320797368711"
"Year 1 Jul 27 14:00","423.75","305.75","29.85","90.8777913905474","29.5775334685344","39.0294377238681"
"Year 1 Jul 27 15:00","371","339","30.45","126.721244817188","30.0612662302389","39.0175136853755"
"Year 1 Jul 27 16:00","329.25","266.5","30.975","159.254120588455","30.5335494108935","38.5134519949198"
"Year 1 Jul 27 17:00","263","156.5","31.4","185.060592168013","30.9554495569164","37.5717429122511"
"Year 1 Jul 27 18:00","143.25","77","31.875","201.901769187418","31.3012388803939","35.8265730245034"
"Year 1 Jul 27 19:00","48","3.75","31.325","207.966353963328","31.5439966801443","33.6534678649645"
"Year 1 Jul 27 20:00","0","0","30.5","203.182248774591","31.6540065042008","31.9192590779272"
"Year 1 Jul 27 21:00","0","0","29.625","186.897777664385","31.6352694395401","30.9208910519408"
"Year 1 Jul 27 22:00","0","0","29.175","163.553148430213","31.519126580555","30.1900027468497"
"Year 1 Jul 27 23:00","0","0","28.8","136.727286729369","31.3488117344712","29.6023964938993"
"Year 1 Jul 28 00:00","0","0","28.475","110.22564223671","31.1507365723631","29.062876609654"
"Year 1 Jul 28 01:00","0","0","28.1","85.3087641233232","30.940912885007","28.6041395156943"
"Year 1 Jul 28 02:00","0","0","27.7","62.434833125836","30.7274856464173","28.1940138160251"
"Year 1 Jul 28 03:00","0","0","27.3","41.786424693492","30.5151975210299","27.7965920283063"
"Year 1 Jul 28 04:00","0","0","27.125","23.3041893077639","30.3060063339691","27.5530236825259"
"Year 1 Jul 28 05:00","0","0","27.1","6.33986401272739","30.1050213704381","27.3905532231319"
"Year 1 Jul 28 06:00","0","0","27.025","-8.36386041188834","29.9154649124348","27.2278508689038"
"Year 1 Jul 28 07:00","35","14.25","27.225","-20.6541487951192","29.7390225831261","27.7611241134649"
"Year 1 Jul 28 08:00","131","81.25","27.6","-30.1007199888872","29.5867391242181","29.5376148316786"
"Year 1 Jul 28 09:00","257.25","145.25","27.925","-34.3113004722493","29.5017988516293","31.8606670271906"
"Year 1 Jul 28 10:00","383.75","117.5","28.525","-28.8734127919557","29.5286294119822","34.1788304826783"
"Year 1 Jul 28 11:00","437.75","111","29.15","-13.2689249393718","29.6906034257959","35.8001031146578"
"Year 1 Jul 28 12:00","448.5","115","29.825","10.2117032859464","29.9744286255604","36.8163549701497"
"Year 1 Jul 28 13:00","493","133.75","30.45","39.3189243594432","30.3309338098559","38.1920365947836"
"Year 1 Jul 28 14:00","540","105.25","30.975","70.3546258505557","30.7336211614048","39.6208633118496"
"Year 1 Jul 28 15:00","487.5","126","31.55","103.514653803935","31.1701052097689","39.9201237767315"
"Year 1 Jul 28 16:00","393","136","32.15","135.753739253221","31.6209427230742","39.5035659197798"
"Year 1 Jul 28 17:00","277","113.75","32.675","163.113952587944","32.0420975065032","38.5922128630547"
"Year 1 Jul 28 18:00","142.5","69","33.25","182.248566123284","32.3965018688109","36.9147120146493"
"Year 1 Jul 28 19:00","41","0","32.725","190.775434161673","32.6518448732664","34.8300695620389"
"Year 1 Jul 28 20:00","0","0","31.9","188.531099749164","32.7765367969621","33.3176170747086"
"Year 1 Jul 28 21:00","0","0","31.025","175.023981453178","32.7773754779193","32.4799037489399"
"Year 1 Jul 28 22:00","0","0","30.35","154.938789382086","32.6873010889814","31.6949764506414"
"Year 1 Jul 28 23:00","0","0","29.75","131.734188928295","32.5445709036217","30.9046452966963"
"Year 1 Jul 29 00:00","0","0","29.15","107.939553865267","32.3675842878239","30.1583084105166"
"Year 1 Jul 29 01:00","0","0","28.625","84.4214948119441","32.1655601758872","29.5554496899898"
"Year 1 Jul 29 02:00","0","0","28.05","61.3938616646647","31.9475452541843","28.9391846287854"
"Year 1 Jul 29 03:00","0","0","27.525","39.9179238036315","31.7177652215982","28.3857072313141"
"Year 1 Jul 29 04:00","0","0","27.175","19.2734321983648","31.4821871278846","27.9795932137035"
"Year 1 Jul 29 05:00","0","0","26.95","-0.0288359664394875","31.2455894459141","27.7531643593858"
"Year 1 Jul 29 06:00","0","0","26.675","-17.237239953081","31.0143743027638","27.5515494493093"
"Year 1 Jul 29 07:00","30","0","26.675","-31.7797577413533","30.7943192020459","28.0137431052218"
"Year 1 Jul 29 08:00","81.75","0","26.7","-43.1635496110109","30.5981585612198","29.1470029507244"
"Year 1 Jul 29 09:00","86.5","0","26.775","-49.7652891704093","30.4592112681621","29.5650221764243"
"Year 1 Jul 29 10:00","130.5","0.5","27.175","-50.8616313489406","30.3828074346754","30.6572310567245"
"Year 1 Jul 29 11:00","165","2.25","27.6","-47.3264305714211","30.3672647898171","31.6566505824591"
"Year 1 Jul 29 12:00","240","16.5","28.075","-38.9137259055297","30.4146004046576","33.3393383951252"
"Year 1 Jul 29 13:00","429.75","84","28.575","-25.7104969453272","30.5320448561811","37.1713355539937"
"Year 1 Jul 29 14:00","464.5","206.5","29.15","-3.65057547277964","30.7756141725107","39.3391747219408"
"Year 1 Jul 29 15:00","388","304.75","29.675","30.401830209768","31.1597323043998","39.5040469806313"
"Year 1 Jul 29 16:00","332","194.75","29.65","69.290608546823","31.6170493269576","38.6903571727937"
"Year 1 Jul 29 17:00","240","80.75","29.525","104.066223313269","32.0512661597373","37.2013127062628"
"Year 1 Jul 29 18:00","116","15","29.35","128.262438596643","32.3965711447593","34.929995110735"
"Year 1 Jul 29 19:00","24.25","0","29.15","138.826667251015","32.6063046667502","32.7588405957848"
"Year 1 Jul 29 20:00","0","0","29.025","134.397698473054","32.6641975088934","31.564021973191"
"Year 1 Jul 29 21:00","0","0","28.85","118.325669017531","32.591283013233","27.4610895461101"
"Year 1 Jul 29 22:00","0","0","28.725","91.5162320997651","32.3834124291014","28.1742534763734"
"Year 1 Jul 29 23:00","0","0","28.55","57.9256224216968","32.0747717666467","29.1439790358932"
"Year 1 Jul 30 00:00","0","0","28.425","29.7263433222242","31.7803718039006","29.0523712491231"
"Year 1 Jul 30 01:00","0","0","28.175","8.65488280942326","31.5391334023662","28.8949281721699"
"Year 1 Jul 30 02:00","0","0","27.8","-7.00914725621115","31.3358471842949","28.6816780986589"
"Year 1 Jul 30 03:00","0","0","27.475","-19.265520363641","31.1552792522201","28.4235092303018"
"Year 1 Jul 30 04:00","0","0","27.25","-29.4771992637185","30.987510491916","28.1291689223777"
"Year 1 Jul 30 05:00","0","0","27.05","-38.2876706644933","30.824978587548","27.8301027039435"
"Year 1 Jul 30 06:00","0","0","26.85","-46.7735375128069","30.6654965673938","27.5429145046747"
"Year 1 Jul 30 07:00","9.5","0","27.175","-54.9593983914762","30.5075363698687","27.6450490185156"
"Year 1 Jul 30 08:00","40.25","0","27.6","-62.8507010538932","30.3588600797226","28.3020237431969"
"Year 1 Jul 30 09:00","85.75","0","28.075","-68.0564455618178","30.2376095464459","29.4201932498582"
"Year 1 Jul 30 10:00","130.5","0.5","28.575","-68.5992527114635","30.1693772003023","30.6629812278837"
"Year 1 Jul 30 11:00","165","2.25","29","-63.0948196235318","30.1715476156298","31.8365724542447"
"Year 1 Jul 30 12:00","219.25","6.5","29.475","-51.7577740847868","30.2465565540257","33.3123438899198"
"Year 1 Jul 30 13:00","352","21.75","30.125","-35.5376214300126","30.3935385189289","36.0107610310888"
"Year 1 Jul 30 14:00","424.5","49.5","30.9","-12.9820287313465","30.6379685308358","37.9772541470565"
"Year 1 Jul 30 15:00","411.25","82.5","31.625","15.718515655471","30.994966063394","38.7451184953371"
"Year 1 Jul 30 16:00","342.75","52.75","31.725","49.6858307552792","31.4197818956287","38.4411001241089"
"Year 1 Jul 30 17:00","238.5","27.5","31.7","83.4405236424906","31.8387104499995","37.6071321988604"
"Year 1 Jul 30 18:00","115.75","12.75","31.625","109.79202260384","32.2005703630354","35.6789504063958"
"Year 1 Jul 30 19:00","23.5","0","30.775","125.285447545062","32.4577986221653","33.4210757319441"
"Year 1 Jul 30 20:00","0","0","29.6","128.165663940761","32.5709010868491","31.9638766646148"
"Year 1 Jul 30 21:00","0","0","28.475","119.069225862859","32.547037678944","31.0157275134228"
"Year 1 Jul 30 22:00","0","0","28.125","102.303944691014","32.4257435015116","30.397204886303"
"Year 1 Jul 30 23:00","0","0","27.95","80.8151269407512","32.2543058081251","29.9497720348402"
"Year 1 Jul 31 00:00","0","0","27.825","59.5016273107117","32.0581423379119","29.5979904851435"
"Year 1 Jul 31 01:00","0","0","27.575","39.4113112968136","31.8563013626102","29.2663465287224"
"Year 1 Jul 31 02:00","0","0","27.35","21.4441537301118","31.6567714561997","28.919718125882"
"Year 1 Jul 31 03:00","0","0","27.075","5.38320062090538","31.4623498085283","28.5730825205165"
"Year 1 Jul 31 04:00","0","0","26.775","-8.85789139914194","31.2716584275383","28.2992233996082"
"Year 1 Jul 31 05:00","0","0","26.55","-21.5472195887161","31.0847096499492","28.0216931431047"
"Year 1 Jul 31 06:00","0","0","26.275","-32.7864014297651","30.9019593034529","27.6967479504892"
"Year 1 Jul 31 07:00","27.5","0","26.65","-42.6530766330859","30.7217224823172","28.0989437396577"
"Year 1 Jul 31 08:00","110.25","11.25","27.25","-51.9289198553246","30.5591824597674","29.8301915970444"
"Year 1 Jul 31 09:00","221.5","48","27.85","-56.1354228648371","30.4555220605086","32.4799586487616"
"Year 1 Jul 31 10:00","334.5","58.75","28.6","-50.4540037257032","30.4654130977451","35.1946270605605"
"Year 1 Jul 31 11:00","415.5","74.25","29.4","-32.848353185616","30.6244825779473","37.572643753447"
"Year 1 Jul 31 12:00","445","105.5","30.2","-5.3659360644836","30.9329622227","39.240597494767"
"Year 1 Jul 31 13:00","463.75","106.75","30.325","30.5906838591147","31.3512396234574","40.7920401415963"
"Year 1 Jul 31 14:00","446.25","105.25","30.15","72.0861694331062","31.8320633746419","41.3699485517652"
"Year 1 Jul 31 15:00","402","92.25","30.025","113.204032000922","32.3378077309853","41.2883252742427"
"Year 1 Jul 31 16:00","341.75","52.75","30.075","150.297332208785","32.820039284108","40.2647058144158"
"Year 1 Jul 31 17:00","237.5","27.5","30.1","178.536352035218","33.2357399991557","38.4066549346496"
"Year 1 Jul 31 18:00","119.25","12.75","30.175","194.357547622741","33.5408685210844","35.9764607691286"
"Year 1 Jul 31 19:00","36.5","0","29.75","195.14727164061","33.7012878936206","33.5269787560346"
"Year 1 Jul 31 20:00","0","0","29.3","181.894790537207","33.7025648502699","31.6664498894261"
"Year 1 Jul 31 21:00","0","0","28.9","156.663748273054","33.5647242671976","30.5954954242621"
"Year 1 Jul 31 22:00","0","0","28.425","125.340915510825","33.3302543186013","29.8296394971835"
"Year 1 Jul 31 23:00","0","0","27.925","92.5237254555924","33.0460851631529","29.1979207603354"
"Year 1 Aug 01 00:00","0","0","27.35","61.4898935775299","32.7418661991929","28.5820098128575"
"Year 1 Aug 01 01:00","0","0","26.675","33.194139089181","32.4331545136537","28.4392793389725"
"Year 1 Aug 01 02:00","0","0","26.125","8.14260740231636","32.1327477021304","28.1365318950824"
"Year 1 Aug 01 03:00","0","0","25.7","-13.3112369621908","31.8496468154779","25.2115710421317"
"Year 1 Aug 01 04:00","0","0","25.45","-35.2820522197728","31.540357147536","25.7012656527555"
"Year 1 Aug 01 05:00","0","0","25.325","-58.277895533603","31.1894653069216","26.4332699434793"
"Year 1 Aug 01 06:00","0","0","25.225","-78.0511861488975","30.8729541634186","26.386368456202"
"Year 1 Aug 01 07:00","9.75","0","25.575","-92.4059099430578","30.61045144166","26.6112390169121"
"Year 1 Aug 01 08:00","41.5","0","25.85","-102.709949771217","30.3933263574893","27.2649549126725"
"Year 1 Aug 01 09:00","87.5","0","26.125","-108.082916996521","30.2226063121703","28.3279332059132"
"Year 1 Aug 01 10:00","131.5","0.5","26.35","-107.954711017399","30.1124937291776","29.4280626018469"
"Year 1 Aug 01 11:00","166","2.25","26.55","-101.663822372059","30.072373823948","30.3900297440712"
"Year 1 Aug 01 12:00","220.25","6.5","26.75","-90.6847480821217","30.0927632449077","25.5004184385229"
"Year 1 Aug 01 13:00","353.25","22","27.625","-84.7884921592786","30.074053508004","29.1009287116121"
"Year 1 Aug 01 14:00","426.25","51","28.65","-86.1068549213431","29.998987666617","34.9936654401649"
"Year 1 Aug 01 15:00","398.75","78.25","29.725","-72.6144117094764","30.0868102121777","36.3991295754739"
"Year 1 Aug 01 16:00","277.75","28.5","29.4","-42.1826139227748","30.3775023843636","35.4700863336582"
"Year 1 Aug 01 17:00","140","9","28.6","-7.80315654675066","30.7397150346728","33.5404975515106"
"Year 1 Aug 01 18:00","43","0","27.8","19.7040216527355","31.0304856011487","26.6114868590214"
"Year 1 Aug 01 19:00","9.75","0","26.925","26.5115755329295","31.1033631587932","27.2444218679437"
"Year 1 Aug 01 20:00","0","0","26.025","13.0743130057354","30.9516993583014","25.968727593707"
"Year 1 Aug 01 21:00","0","0","26.55","-7.32699351909414","30.7049199655206","26.5064031466143"
"Year 1 Aug 01 22:00","0","0","26.725","-29.2572531821084","30.4319707938486","27.1010840190764"
"Year 1 Aug 01 23:00","0","0","26.55","-45.0466588628273","30.1867445014254","27.0917975044638"
"Year 1 Aug 02 00:00","0","0","26.425","-56.7652363037187","29.9904498329802","27.0076497234494"
"Year 1 Aug 02 01:00","0","0","26.25","-64.8681370757471","29.8255214606762","26.8623487638257"
"Year 1 Aug 02 02:00","0","0","26.05","-70.7702516488251","29.6785180719819","26.69070346888"
"Year 1 Aug 02 03:00","0","0","25.85","-75.5892422050628","29.5394842175504","25.3600579560923"
"Year 1 Aug 02 04:00","0","0","25.725","-81.4660079583527","29.3857480213338","25.6023486255529"
"Year 1 Aug 02 05:00","0","0","25.7","-88.914348185998","29.2123042413261","25.9722677378377"
"Year 1 Aug 02 06:00","0","0","25.625","-94.7338449688145","29.0525526381213","25.9036001397206"
"Year 1 Aug 02 07:00","32.25","1.75","25.75","-98.1764438513086","28.9146170823078","26.399510192589"
"Year 1 Aug 02 08:00","121","16.5","25.95","-99.6846237552624","28.8011798480573","28.0723334998992"
"Year 1 Aug 02 09:00","216.5","38","26.15","-96.3463226240172","28.7423655727128","30.078871381664"
"Year 1 Aug 02 10:00","275.5","16.25","26.425","-85.0690087789529","28.776572195747","31.7163058563061"
"Year 1 Aug 02 11:00","246.25","12","26.725","-65.859494330208","28.9137386820217","32.120752732353"
"Year 1 Aug 02 12:00","218","8.75","27.025","-42.6370739249766","29.1207020066139","32.1077763345976"
"Year 1 Aug 02 13:00","353","22","27.775","-20.8316663771469","29.3454990148934","34.6622724391102"
"Year 1 Aug 02 14:00","425.5","50.75","28.6","1.12096723631478","29.6072294140663","36.7883255058583"
"Year 1 Aug 02 15:00","413.75","82.75","29.475","29.0898802585489","29.9443678824663","37.915785055061"
"Year 1 Aug 02 16:00","348.5","49.5","29.55","61.1622121459503","30.3527201682446","37.6001158631044"
"Year 1 Aug 02 17:00","240.25","30","29.275","93.9417685046481","30.7681611095493","36.3875735042754"
"Year 1 Aug 02 18:00","118.25","15.75","29.05","119.989073522981","31.1226401737984","34.3146080567096"
"Year 1 Aug 02 19:00","28.75","0","28.625","133.663950739212","31.3638478183222","32.0172039431748"
"Year 1 Aug 02 20:00","0","0","28.2","133.386256013862","31.4579989198684","30.5073117026391"
"Year 1 Aug 02 21:00","0","0","27.725","120.754735370651","31.4153584733057","29.6469798201223"
"Year 1 Aug 02 22:00","0","0","27.525","101.202338542744","31.2773183955207","29.0881081914801"
"Year 1 Aug 02 23:00","0","0","27.5","78.3602773012032","31.0922018489649","28.7249575655473"
"Year 1 Aug 03 00:00","0","0","27.425","56.0963465558705","30.889249558457","28.4220203225499"
"Year 1 Aug 03 01:00","0","0","27.175","36.1188953377577","30.6847063344254","28.1011277535467"
"Year 1 Aug 03 02:00","0","0","26.95","18.481801682179","30.4860698778925","27.8109241658201"
"Year 1 Aug 03 03:00","0","0","26.675","2.88919548462571","30.2950416652199","27.5173041521021"
"Year 1 Aug 03 04:00","0","0","26.525","-10.7293266752061","30.1105408120612","27.2521974798446"
"Year 1 Aug 03 05:00","0","0","26.35","-22.8265123553262","29.9321541754669","27.0128674912718"
"Year 1 Aug 03 06:00","0","0","26.225","-33.2468342935264","29.7582679910265","26.7854617723867"
"Year 1 Aug 03 07:00","33.5","16.5","26.575","-42.7226095170031","29.5909541197003","27.3389481877577"
"Year 1 Aug 03 08:00","128","90.75","27","-51.0461941405828","29.4462886251583","29.2753069418482"
"Year 1 Aug 03 09:00","251","144.5","27.475","-53.3832764914097","29.3665004461619","32.1165916431737"
"Year 1 Aug 03 10:00","349.75","71.5","27.975","-45.228559292076","29.4090611309894","34.4004501734967"
"Year 1 Aug 03 11:00","307","29.5","28.4","-25.4753471400869","29.5981892808517","34.7866902005667"
"Year 1 Aug 03 12:00","218","9.5","28.875","0.134980139388955","29.8889116393574","33.9910597138674"
"Year 1 Aug 03 13:00","353","22","29.525","24.9704831796854","30.1835944254745","36.3552782035725"
"Year 1 Aug 03 14:00","425.25","50.75","30.3","47.831958754277","30.4842510604364","38.3130332172065"
"Year 1 Aug 03 15:00","409","108","31.025","73.8689113304614","30.8418476936614","39.2124034382507"
"Year 1 Aug 03 16:00","345","144.25","31.5","104.014554002973","31.2501486000704","38.9450935334441"
"Year 1 Aug 03 17:00","272","107","31.9","132.885699308202","31.660981228739","38.2086540943146"
"Year 1 Aug 03 18:00","139.5","75.75","32.3","155.30803779239","32.0239439195276","36.3692438205173"
"Year 1 Aug 03 19:00","36.25","0","31.275","167.741064685331","32.2915273880484","33.9585003430841"
"Year 1 Aug 03 20:00","0","0","29.85","168.87353070095","32.4157466929357","32.2351341885549"
"Year 1 Aug 03 21:00","0","0","28.375","157.249732209042","32.3979199732776","31.1352738750716"
"Year 1 Aug 03 22:00","0","0","27.85","137.464355128685","32.272455408458","30.2918710384832"
"Year 1 Aug 03 23:00","0","0","27.725","112.264163254489","32.0872732605738","29.6778662847489"
"Year 1 Aug 04 00:00","0","0","27.55","86.1903966176756","31.8707433197699","29.1480682289295"
"Year 1 Aug 04 01:00","0","0","27.35","61.6609070034905","31.6397258084263","28.6543944704828"
"Year 1 Aug 04 02:00","0","0","27.225","38.9802512786727","31.4050478580746","28.2430033401924"
"Year 1 Aug 04 03:00","0","0","27.05","18.1086581784989","31.1731612265948","27.8407986836827"
"Year 1 Aug 04 04:00","0","0","26.625","-0.417773077488408","30.9451145634492","27.4791959394067"
"Year 1 Aug 04 05:00","0","0","26.2","-16.6697288075535","30.720631970776","27.1656124136245"
"Year 1 Aug 04 06:00","0","0","25.725","-30.9934978994959","30.5009782792525","26.8230635268425"
"Year 1 Aug 04 07:00","31.25","1.25","25.825","-43.2148466250164","30.2849479447089","27.1733981361858"
"Year 1 Aug 04 08:00","120","15","26.2","-54.6497918233085","30.0891764081061","28.7715517230113"
"Year 1 Aug 04 09:00","224.5","48.25","26.525","-60.892888446468","29.9526136288924","31.0615235741549"
"Year 1 Aug 04 10:00","337","60","27.35","-57.6582003954341","29.9221030667266","33.4284827818835"
"Year 1 Aug 04 11:00","416.5","76.5","28.35","-43.8770351743909","30.0290375940767","35.3831058205239"
"Year 1 Aug 04 12:00","447","129.25","29.35","-20.7590616528633","30.2668768548678","36.6871878889333"
"Year 1 Aug 04 13:00","462.75","217","29.075","7.89165280602921","30.6033780650108","37.7854305608207"
"Year 1 Aug 04 14:00","431.25","297.5","28.45","42.7363689449798","30.9832995968889","38.2707203396649"
"Year 1 Aug 04 15:00","395.5","301","27.775","77.2902232235723","31.3751105513362","37.9702529209453"
"Year 1 Aug 04 16:00","329.25","203","28.05","107.5633957703","31.7437980868956","36.8811162799867"
"Year 1 Aug 04 17:00","238","86","28.65","127.495619228679","32.0557441703318","35.5626547387736"
"Year 1 Aug 04 18:00","117","17.25","29.25","137.047369311355","32.2779884463786","33.7455983776417"
"Year 1 Aug 04 19:00","31.75","0","29.175","136.305555586475","32.3870974589266","31.9235797184688"
"Year 1 Aug 04 20:00","0","0","28.8","126.001239421539","32.3741567701068","30.6288670081384"
"Year 1 Aug 04 21:00","0","0","28.475","107.506955917031","32.2577334803022","29.9388781283077"
"Year 1 Aug 04 22:00","0","0","28.175","84.6808721045392","32.0747086642592","29.4119849427367"
"Year 1 Aug 04 23:00","0","0","27.8","61.2819901740544","31.8595636567504","28.9121859520273"
"Year 1 Aug 05 00:00","0","0","27.475","39.275253969445","31.6316806786816","28.4444704485711"
"Year 1 Aug 05 01:00","0","0","27.1","18.7081617660296","31.4017559084614","28.0172988194755"
"Year 1 Aug 05 02:00","0","0","26.7","0.140614722476375","31.1721299652776","27.6043662649236"
"Year 1 Aug 05 03:00","0","0","26.3","-16.5837808650571","30.9443105451717","27.2078220513262"
"Year 1 Aug 05 04:00","0","0","26.05","-31.503851322153","30.7179929788196","26.9298346848249"
"Year 1 Aug 05 05:00","0","0","25.85","-44.6554540474722","30.4943376601145","26.6896580767599"
"Year 1 Aug 05 06:00","0","0","25.65","-56.8572921941902","30.2797623756956","26.4680636642656"
"Year 1 Aug 05 07:00","9.5","0","25.675","-67.7332954196931","30.0760116120715","26.4950348346192"
"Year 1 Aug 05 08:00","40.5","0","25.85","-77.1394464984565","29.8871518861281","26.994871860363"
"Year 1 Aug 05 09:00","120.5","11.75","25.975","-83.7242960371053","29.7263520103759","28.3837096324916"
"Year 1 Aug 05 10:00","287.75","81.25","26.6","-85.1873127132217","29.621269827898","31.5711766258177"
"Year 1 Aug 05 11:00","389.25","225.5","27.475","-77.2191066308914","29.6335545679453","34.856852625288"
"Year 1 Aug 05 12:00","422.75","345","28.3","-55.5344787110089","29.812629906535","37.6065763049688"
"Year 1 Aug 05 13:00","472.5","286.25","28.65","-21.5739432430914","30.1624531164026","39.0961052082088"
"Year 1 Aug 05 14:00","548.5","154.25","28.925","19.7208015805662","30.6361614742494","40.0074180242449"
"Year 1 Aug 05 15:00","452.25","153.25","29.15","65.3982073932833","31.1556303924156","39.3483357228126"
"Year 1 Aug 05 16:00","335.75","134.75","29.425","105.715503172553","31.6575645509567","37.8946506244236"
"Year 1 Aug 05 17:00","239.25","56.5","29.65","134.84771249543","32.0730235236905","36.3257684139472"
"Year 1 Aug 05 18:00","118.25","16.5","29.925","151.075816052058","32.3609292376345","34.3162829631613"
"Year 1 Aug 05 19:00","38","0","29.475","153.175848366183","32.5104874093091","32.2893607765267"
"Year 1 Aug 05 20:00","0","0","28.85","143.67918446349","32.5168426239968","30.6871432204791"
"Year 1 Aug 05 21:00","0","0","28.175","124.064728505795","32.4010492805429","29.6898988051864"
"Year 1 Aug 05 22:00","0","0","28.15","98.7972911027562","32.1996470147812","29.2263216830232"
"Year 1 Aug 05 23:00","0","0","28.35","70.8414772758756","31.9605324452948","29.0444885598153"
"Year 1 Aug 06 00:00","0","0","28.55","45.1626517303533","31.7158282294013","28.9721689382726"
"Year 1 Aug 06 01:00","0","0","28.075","23.4187290766229","31.4857616741252","28.6011554220621"
"Year 1 Aug 06 02:00","0","0","27.3","6.07080098185735","31.2709890936859","28.0478542774343"
"Year 1 Aug 06 03:00","0","0","26.575","-9.08159931779234","31.062198412285","27.4749760510822"
"Year 1 Aug 06 04:00","0","0","26.175","-23.3534272341842","30.8497566666175","27.0554656975949"
"Year 1 Aug 06 05:00","0","0","25.95","-37.004175930787","30.631102494107","26.7561795279446"
"Year 1 Aug 06 06:00","0","0","25.675","-49.4771593167343","30.4097663065853","26.4664483428553"
"Year 1 Aug 06 07:00","37.75","28.25","25.825","-61.646749806298","30.1959955075225","26.9687132751257"
"Year 1 Aug 06 08:00","128.5","172.5","26.2","-71.9907386140684","30.0038157072471","28.8445044056363"
"Year 1 Aug 06 09:00","200.75","377.25","26.525","-76.2034068850618","29.8779003069473","31.1490723699254"
"Year 1 Aug 06 10:00","276","420.25","26","-69.9104589559312","29.8641408869797","32.7993216638623"
"Year 1 Aug 06 11:00","387.25","268","25.125","-52.5581743613044","29.9683616040893","34.0022369858345"
"Year 1 Aug 06 12:00","427.75","127.25","24.3","-29.1313495842797","30.1680703693737","34.0503916295858"
"Year 1 Aug 06 13:00","463.75","109.75","25.45","-2.98811829503171","30.4068630931801","35.3070048184498"
"Year 1 Aug 06 14:00","456.5","96.75","27.175","20.3272317117966","30.6701639156605","36.7376357319725"
"Year 1 Aug 06 15:00","430.5","84","28.95","42.9809553280653","30.9562961401291","26.0427605685271"
"Year 1 Aug 06 16:00","346.5","139.5","29.925","48.6959486643656","31.0903114334618","30.0086260848282"
"Year 1 Aug 06 17:00","278","92","30.55","34.5647336607022","31.0054043843773","34.5176002802446"
"Year 1 Aug 06 18:00","138.25","73.5","31.225","29.7065305031987","30.9933020120229","33.6243808779777"
"Year 1 Aug 06 19:00","39.25","0","30.875","35.60268212858","31.0955135813511","31.9141296968674"
"Year 1 Aug 06 20:00","0","0","30.25","42.2052869790685","31.1880984886065","30.6749667218888"
"Year 1 Aug 06 21:00","0","0","29.575","42.208746035064","31.2073289306885","30.0054678550335"
"Year 1 Aug 06 22:00","0","0","29.025","36.3393978409618","31.1541594839324","29.4981768781256"
"Year 1 Aug 06 23:00","0","0","28.6","26.6559340185194","31.0541021125927","29.0748095252154"
"Year 1 Aug 07 00:00","0","0","28.125","15.3554103635943","30.9270836320156","28.6417689298148"
"Year 1 Aug 07 01:00","0","0","27.85","3.78571921412101","30.7834248345282","28.3025244288668"
"Year 1 Aug 07 02:00","0","0","27.65","-7.85165405405989","30.630732798449","28.0610745401328"
"Year 1 Aug 07 03:00","0","0","27.45","-18.7161028317978","30.4743027097396","27.8280793257564"
"Year 1 Aug 07 04:00","0","0","27.175","-28.4165512691956","30.3182238569666","27.5472300821524"
"Year 1 Aug 07 05:00","0","0","26.8","-36.9760593639384","30.1627431960113","27.2420482330658"
"Year 1 Aug 07 06:00","0","0","26.475","-45.2840201685987","30.0086941523289","26.9332169396103"
"Year 1 Aug 07 07:00","32.25","8","26.55","-53.2270243975636","29.8541209699909","27.356647913617"
"Year 1 Aug 07 08:00","123.25","29.25","26.75","-60.2871357771464","29.7115690118137","29.0094985140008"
"Year 1 Aug 07 09:00","231.75","30.25","26.95","-62.4043401459274","29.6215025305465","31.1600987983305"
"Year 1 Aug 07 10:00","336.25","60","27.6","-55.9129735442199","29.6306823993749","33.6440014932005"
"Year 1 Aug 07 11:00","416.25","76.5","28.4","-39.6471212455713","29.7694660132675","36.2012773058045"
"Year 1 Aug 07 12:00","445","108.5","29.2","-13.6986627664028","30.0470373062468","38.0578174935918"
"Year 1 Aug 07 13:00","463.75","109.75","29.55","19.7583734076444","30.4454354755355","39.3846421675982"
"Year 1 Aug 07 14:00","456.5","96.75","29.75","59.7245581539009","30.9110118430423","40.1576244939441"
"Year 1 Aug 07 15:00","434.25","58.75","29.95","99.2601413136227","31.4066770872496","40.2339928101584"
"Year 1 Aug 07 16:00","346","49.5","30.15","135.865329253195","31.8878847114245","39.1993403223488"
"Year 1 Aug 07 17:00","236.25","29.5","30.35","164.597201923826","32.3073458700765","37.7028546572693"
"Year 1 Aug 07 18:00","115.75","14.25","30.55","181.579043440013","32.6247319118108","35.6508163371348"
"Year 1 Aug 07 19:00","30.25","0","30.225","185.248155530674","32.8128528374147","33.5676296380488"
