1,"Building 1.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Oct 20 03:00","0","0","21.175","-62.284071180427","36.5200415413294","27.2285758444522"
"Year 1 Oct 20 04:00","0","0","21.15","-97.9519444053538","35.9677265906323","26.6685697506416"
"Year 1 Oct 20 05:00","0","0","21.35","-128.899608701629","35.4311256141911","26.3491031742159"
"Year 1 Oct 20 06:00","0","0","21.55","-157.9933735667","34.9331118007348","26.0859953642497"
"Year 1 Oct 20 07:00","18.75","23.5","22.2","-182.108200415023","34.4717792630123","26.5060076478381"
"Year 1 Oct 20 08:00","92","167.5","23","-201.300590778339","34.0595590190323","29.5396653133448"
"Year 1 Oct 20 09:00","149.25","457.5","23.8","-209.31176463886","33.7548304470375","35.8164280170465"
"Year 1 Oct 20 10:00","148","685.75","25.725","-195.346923705151","33.6812172611024","42.7882530215602"
"Year 1 Oct 20 11:00","167","761","28.1","-152.621669348077","33.950537724022","48.7136650442108"
"Year 1 Oct 20 12:00","164.25","807.75","30.425","-81.7062497312754","34.5801391759465","53.1954664965579"
"Year 1 Oct 20 13:00","174.25","796.25","31.375","6.06480736386084","35.5105841653677","55.7458028691347"
"Year 1 Oct 20 14:00","177.75","749.75","31.8","109.426226292998","36.586912835815","56.4752228857137"
"Year 1 Oct 20 15:00","176.25","664","32.275","209.762297724288","37.6845699598972","55.2149501341746"
"Year 1 Oct 20 16:00","144.75","547.75","32.1","292.553673017943","38.6966629381411","51.5755587416653"
"Year 1 Oct 20 17:00","116.25","266.25","31.7","352.151729096354","39.4902819305739","45.4365962285361"
"Year 1 Oct 20 18:00","38.25","27","31.3","374.33550161823","39.9646612973197","39.4467918752721"
"Year 1 Oct 20 19:00","0","0","29.25","355.746689424198","40.057126053805","35.8463318701329"
"Year 1 Oct 20 20:00","0","0","26.65","309.545557552687","39.8072611456377","33.2989786736232"
"Year 1 Oct 20 21:00","0","0","24.05","247.250814403974","39.3330517787731","31.1125660757801"
"Year 1 Oct 20 22:00","0","0","22.8","179.356182651655","38.729087937417","29.5020212338951"
"Year 1 Oct 20 23:00","0","0","22","109.094908993667","38.0700266542858","28.2733334279295"
"Year 1 Oct 21 00:00","0","0","21.2","44.1728790837865","37.3900253222985","27.0990586904673"
"Year 1 Oct 21 01:00","0","0","20.625","-13.9168009332336","36.7126434728609","26.3245315788644"
"Year 1 Oct 21 02:00","0","0","20.05","-64.5975545161603","36.0510945899622","25.7634890962852"
"Year 1 Oct 21 03:00","0","0","19.525","-106.667743068381","35.4146763569804","25.3224878063193"
"Year 1 Oct 21 04:00","0","0","19.475","-141.460255993112","34.8132683074174","24.9310075847529"
"Year 1 Oct 21 05:00","0","0","19.5","-173.129207728895","34.2659461617208","24.5620946891574"
"Year 1 Oct 21 06:00","0","0","19.575","-198.869757869487","33.7597071701204","24.2492236811382"
"Year 1 Oct 21 07:00","18.25","24.75","20.875","-220.331149364168","33.2923247550382","24.8669129475394"
"Year 1 Oct 21 08:00","94.5","160.75","22.65","-238.087785562706","32.8800646665791","28.4006705221923"
"Year 1 Oct 21 09:00","163.75","421.75","24.375","-243.972448723935","32.5893198377447","35.0723211596205"
"Year 1 Oct 21 10:00","155.25","672.75","26.375","-225.944958224423","32.5498278364112","42.9250959444785"
"Year 1 Oct 21 11:00","155.5","772.75","28.4","-175.474205257915","32.8786548403173","49.4789787462254"
"Year 1 Oct 21 12:00","130.25","847.75","30.475","-94.0917002914217","33.5993062773531","54.4832307559826"
"Year 1 Oct 21 13:00","164.75","811.75","31.225","4.60026848692898","34.6512444332763","57.5966428201542"
"Year 1 Oct 21 14:00","159.5","786.5","31.6","120.876803751758","35.8704502526943","58.5249278371097"
"Year 1 Oct 21 15:00","159.5","702","31.925","233.66381750555","37.1219723129802","57.2194911745119"
"Year 1 Oct 21 16:00","144.25","542.75","31.775","329.409391999617","38.2776492563109","53.1928974506259"
"Year 1 Oct 21 17:00","116.5","251","31.4","399.576746925776","39.1879015440792","46.6391362184023"
"Year 1 Oct 21 18:00","36.75","19.5","31.075","426.771268460337","39.7496686449194","40.3481521136364"
"Year 1 Oct 21 19:00","0","0","28.975","409.372096265211","39.8985567028076","36.7542472828457"
"Year 1 Oct 21 20:00","0","0","26.35","361.674644004043","39.685742115297","34.3072257736384"
"Year 1 Oct 21 21:00","0","0","23.675","297.931773585146","39.2396556518123","32.1756074899623"
"Year 1 Oct 21 22:00","0","0","22.4","228.236845656447","38.6656496003466","30.5904498128908"
"Year 1 Oct 21 23:00","0","0","21.6","157.52962832152","38.0345154716439","29.4046910327376"
"Year 1 Oct 22 00:00","0","0","20.8","91.5391041132564","37.3862764285462","28.3254224021123"
"Year 1 Oct 22 01:00","0","0","20.225","32.5953470665441","36.7435287571791","27.3971395954769"
"Year 1 Oct 22 02:00","0","0","19.8","-19.3338353404468","36.1178572761525","26.5365793517179"
"Year 1 Oct 22 03:00","0","0","19.325","-64.1579712735858","35.5118329946316","25.7506595369368"
"Year 1 Oct 22 04:00","0","0","19.35","-102.238943114754","34.9237758664845","25.1403816022038"
"Year 1 Oct 22 05:00","0","0","19.55","-134.926263311701","34.3561693006905","24.607249472408"
"Year 1 Oct 22 06:00","0","0","19.75","-165.822841113489","33.8271666999362","24.1582343237374"
"Year 1 Oct 22 07:00","17.75","15.25","20.925","-192.414484472781","33.3302462044531","24.6275626008011"
"Year 1 Oct 22 08:00","91.75","119.25","22.5","-215.114384349052","32.8839375792428","27.6032733697805"
"Year 1 Oct 22 09:00","175.25","343.25","24.025","-226.586475735721","32.5490580067882","33.4412508469265"
"Year 1 Oct 22 10:00","212.25","529.25","25.9","-216.232907818823","32.4403571766616","40.0890730447096"
"Year 1 Oct 22 11:00","211.25","665.5","27.9","-177.057911900352","32.658012627051","46.1573098165718"
"Year 1 Oct 22 12:00","218.75","710.75","29.9","-109.54102158101","33.2263667104098","50.6363052049174"
"Year 1 Oct 22 13:00","265.75","621.75","30.85","-24.0263393565405","34.0968663027355","52.6224830982861"
"Year 1 Oct 22 14:00","300.75","473.25","31.45","71.5943558650206","35.1314949847083","52.3566282210682"
"Year 1 Oct 22 15:00","321.75","270","32.05","165.346503919038","36.1550649143082","50.0212688094058"
"Year 1 Oct 22 16:00","268.5","150","31.825","237.459336347304","37.0504902779565","46.4199888897421"
"Year 1 Oct 22 17:00","127.5","105.75","31.4","284.532921218722","37.6977507905252","41.6561383489856"
"Year 1 Oct 22 18:00","31.5","0","30.925","297.988271859117","38.047850200186","36.9813486761236"
"Year 1 Oct 22 19:00","0","0","29.225","279.421114631876","38.080465983013","34.445433174267"
"Year 1 Oct 22 20:00","0","0","27.05","240.626003692177","37.845926684615","32.7013748932536"
"Year 1 Oct 22 21:00","0","0","24.925","191.248869935302","37.4482971938133","31.2397989642843"
"Year 1 Oct 22 22:00","0","0","24.025","138.975326612607","36.9664515900431","30.1270792867571"
"Year 1 Oct 22 23:00","0","0","23.6","85.9758399181922","36.4571841473256","29.1908800957023"
"Year 1 Oct 23 00:00","0","0","23.125","37.5333782958476","35.9408267288368","28.3786531765731"
"Year 1 Oct 23 01:00","0","0","22.625","-5.52220721401839","35.4304569475038","27.6461808632486"
"Year 1 Oct 23 02:00","0","0","22.05","-43.1158714403478","34.9321939802099","26.9432456333465"
"Year 1 Oct 23 03:00","0","0","21.525","-75.4483687802588","34.4465155851935","26.2867864571983"
"Year 1 Oct 23 04:00","0","0","21.175","-102.779928464972","33.9706415346978","25.7277206637761"
"Year 1 Oct 23 05:00","0","0","20.8","-128.442858916941","33.5147174407291","25.2034795828653"
"Year 1 Oct 23 06:00","0","0","20.475","-151.226881260661","33.0779693686445","24.725414244587"
"Year 1 Oct 23 07:00","17.75","24","21.075","-171.466484054704","32.6595199106925","25.0291920427675"
"Year 1 Oct 23 08:00","92.5","158.5","21.9","-189.193229399471","32.2744714990552","28.0204979369259"
"Year 1 Oct 23 09:00","161.5","422.75","22.775","-197.063012144436","31.9850161805279","33.9947654771458"
"Year 1 Oct 23 10:00","151.5","678.25","24.65","-184.315340529707","31.916878973775","41.2453738016143"
"Year 1 Oct 23 11:00","147.75","785.75","26.85","-143.121375015061","32.1882381900993","47.3919471727276"
"Year 1 Oct 23 12:00","117.25","869.25","29.05","-73.1463153486732","32.8281886395201","51.9332551792914"
"Year 1 Oct 23 13:00","152","831.5","30.425","14.3909301096432","33.7809672942439","55.6018381763789"
"Year 1 Oct 23 14:00","148.25","804.75","31.6","119.096894086152","34.9054172916616","57.3255787272812"
"Year 1 Oct 23 15:00","151","717.75","32.725","222.996416079141","36.1063187246433","56.7743668839812"
"Year 1 Oct 23 16:00","138","555.25","32.475","317.592660606442","37.2550294104559","52.9656164831512"
"Year 1 Oct 23 17:00","112.75","254","31.7","391.461273725031","38.1942906881379","46.3079300221726"
"Year 1 Oct 23 18:00","34.5","17.25","30.975","423.97556027683","38.7984192005711","39.9336328257453"
"Year 1 Oct 23 19:00","0","0","29.225","411.092110008272","38.9869171748828","36.5284941702214"
"Year 1 Oct 23 20:00","0","0","27.05","365.733928001751","38.8157723341632","34.28272999097"
"Year 1 Oct 23 21:00","0","0","24.925","304.506012587199","38.4152648422568","32.3986918819018"
"Year 1 Oct 23 22:00","0","0","23.875","237.52132342346","37.8943541418473","30.847393828723"
"Year 1 Oct 23 23:00","0","0","23.1","170.648055396499","37.3191371160861","29.4424400896035"
"Year 1 Oct 24 00:00","0","0","22.375","108.117009646515","36.7190314402078","28.1653568596646"
"Year 1 Oct 24 01:00","0","0","21.825","50.3522826212712","36.1137502435921","27.2978633336938"
"Year 1 Oct 24 02:00","0","0","21.4","-1.43275769786908","35.5145316103244","26.7002900882557"
"Year 1 Oct 24 03:00","0","0","20.925","-46.198310994508","34.9355639846452","26.191408825149"
"Year 1 Oct 24 04:00","0","0","21.1","-83.5391371041088","34.3850008297294","25.6062675333503"
"Year 1 Oct 24 05:00","0","0","21.5","-114.514124968856","33.8633783969758","25.0588381426137"
"Year 1 Oct 24 06:00","0","0","21.9","-143.751524289629","33.3814316109754","24.6592021362862"
"Year 1 Oct 24 07:00","17.25","23.5","22.375","-168.859230582897","32.9293961628233","25.2148416574155"
"Year 1 Oct 24 08:00","91.5","156.75","22.95","-188.935371244379","32.5209727884566","28.740088869738"
"Year 1 Oct 24 09:00","158","426.25","23.475","-197.013108485799","32.2288357659289","35.8722620251788"
"Year 1 Oct 24 10:00","133","704.75","25.025","-180.385389437724","32.1949224265173","43.3757009946882"
"Year 1 Oct 24 11:00","117.25","826","26.85","-131.685938119312","32.5430644042281","48.470239053681"
"Year 1 Oct 24 12:00","106.5","879.5","28.725","-55.529846179982","33.2596968536812","51.791528490681"
"Year 1 Oct 24 13:00","107","883.25","29.725","33.8221214841259","34.2372214846629","54.7559884838778"
"Year 1 Oct 24 14:00","109.25","848.75","30.35","136.402027769769","35.3114480420205","56.434885509827"
"Year 1 Oct 24 15:00","124","746.75","31.025","234.478304140908","36.4260051205327","55.8919532700925"
"Year 1 Oct 24 16:00","124.5","566.5","31.125","320.651684711772","37.4876816843881","52.1372379186255"
"Year 1 Oct 24 17:00","112.5","241.25","31.1","385.231368432387","38.3587847803489","45.6213647024355"
"Year 1 Oct 24 18:00","33.75","12.75","31.025","411.533282254571","38.9068373105606","39.4860778863298"
"Year 1 Oct 24 19:00","0","0","29.425","394.727141046435","39.0566515130892","36.2629270498725"
"Year 1 Oct 24 20:00","0","0","27.25","348.407660409018","38.8615113573172","34.1810235589685"
"Year 1 Oct 24 21:00","0","0","25.125","288.095393253735","38.4497448225663","32.4596713385086"
"Year 1 Oct 24 22:00","0","0","24.225","222.452610901552","37.931823915149","30.9165920897779"
"Year 1 Oct 24 23:00","0","0","23.65","157.723433899798","37.3664118603704","29.4939496697448"
"Year 1 Oct 25 00:00","0","0","23.125","96.6731886797616","36.7801605437125","28.21734920326"
"Year 1 Oct 25 01:00","0","0","22.7","40.4405316675944","36.186440221584","27.2763443847871"
"Year 1 Oct 25 02:00","0","0","22.3","-10.1681952998383","35.5954019646362","26.5346080050306"
"Year 1 Oct 25 03:00","0","0","21.9","-54.3065913619182","35.0178254004698","25.8115536119166"
"Year 1 Oct 25 04:00","0","0","21.5","-91.574732773611","34.4576864605818","25.1636488362857"
"Year 1 Oct 25 05:00","0","0","21.1","-123.58811970997","33.9176024017843","24.5894652728738"
"Year 1 Oct 25 06:00","0","0","20.7","-153.311693898079","33.4094406197488","24.0482835097098"
"Year 1 Oct 25 07:00","17","23.25","21.5","-179.187553009123","32.927098689902","24.5368083550223"
"Year 1 Oct 25 08:00","90.5","155.75","22.7","-201.771447819274","32.4905792889773","27.7161018436282"
"Year 1 Oct 25 09:00","157","425","23.9","-212.834714876012","32.1657940005793","33.9253574995849"
"Year 1 Oct 25 10:00","132.25","702.5","25.475","-201.129579617916","32.0784406491996","41.232075165618"
"Year 1 Oct 25 11:00","117.75","822.75","27.25","-158.621803701182","32.3402772994604","47.4950835140161"
"Year 1 Oct 25 12:00","108.5","875.5","28.975","-86.4108452012774","32.9775158952091","52.4546065452284"
"Year 1 Oct 25 13:00","120","865.25","30.075","3.91607932066579","33.9381119189197","55.6232277052462"
"Year 1 Oct 25 14:00","152.25","791.75","31.05","111.140316991026","35.0754026725644","56.7597670672068"
"Year 1 Oct 25 15:00","150.75","706.25","31.975","216.49251184021","36.2658250145634","55.4714321170795"
"Year 1 Oct 25 16:00","126.25","553","32.125","306.944550296585","37.3786658436223","51.8775780670878"
"Year 1 Oct 25 17:00","106","237.5","32.1","374.619057920929","38.2628046282366","46.039954627906"
"Year 1 Oct 25 18:00","32.25","1.5","32.025","402.492632283905","38.8276339708307","40.3971519174575"
"Year 1 Oct 25 19:00","0","0","30.35","389.87206982219","39.0140621410044","37.1848853848839"
"Year 1 Oct 25 20:00","0","0","28.15","349.185792801252","38.872500098179","34.5889941774447"
"Year 1 Oct 25 21:00","0","0","25.95","292.699027695926","38.5107491447405","32.1709853755425"
"Year 1 Oct 25 22:00","0","0","24.875","228.618332519574","38.0107536574646","30.5351815828454"
"Year 1 Oct 25 23:00","0","0","24.1","161.75839710287","37.4352544035451","29.3174503262949"
"Year 1 Oct 26 00:00","0","0","23.375","98.6605116019748","36.8261638317883","28.273101898951"
"Year 1 Oct 26 01:00","0","0","22.825","40.9797687245817","36.2171002727684","27.470405339073"
"Year 1 Oct 26 02:00","0","0","22.25","-9.76731327302712","35.6225845343111","26.7718764371505"
"Year 1 Oct 26 03:00","0","0","21.725","-53.1201742578376","35.0502291068233","26.1698888324888"
"Year 1 Oct 26 04:00","0","0","21.525","-89.4293077776967","34.5021019265719","25.595635481167"
"Year 1 Oct 26 05:00","0","0","21.35","-120.100986680738","33.9794298731769","25.0428344188668"
"Year 1 Oct 26 06:00","0","0","21.225","-148.547842062988","33.4921916605969","24.5452921998897"
"Year 1 Oct 26 07:00","16.75","22.5","21.875","-173.214153197645","33.0317307688911","24.963636425455"
"Year 1 Oct 26 08:00","85.25","164","22.85","-194.238927639312","32.613251116378","28.1305260674621"
"Year 1 Oct 26 09:00","147.75","448.25","23.775","-204.215339940989","32.3026315522208","34.6566589722846"
"Year 1 Oct 26 10:00","145.75","675.75","25.575","-191.258981575558","32.2318863674745","41.8172248985167"
"Year 1 Oct 26 11:00","122","812.5","27.75","-148.143656211927","32.5160506275839","47.9587641334737"
"Year 1 Oct 26 12:00","118.5","855.25","29.875","-75.9633714554905","33.1730330987795","52.5579022606185"
"Year 1 Oct 26 13:00","126.75","845","30.925","13.5666819636383","34.1424284844967","55.7208986082077"
"Year 1 Oct 26 14:00","141.75","784.75","31.7","119.621802513106","35.2731312389214","57.1151449778083"
"Year 1 Oct 26 15:00","174.25","648","32.425","223.396999707898","36.4580772573134","56.376462809708"
"Year 1 Oct 26 16:00","151.25","498.5","32.45","316.731333763134","37.5684337789957","52.4261426417018"
"Year 1 Oct 26 17:00","111.25","229.25","32.25","384.415398135892","38.4746313933912","46.1462044188752"
"Year 1 Oct 26 18:00","32.25","8.25","32.05","413.000883186668","39.0465270467284","40.0296704592029"
"Year 1 Oct 26 19:00","0","0","30.125","398.277213214837","39.2191744828814","36.8235196749009"
"Year 1 Oct 26 20:00","0","0","27.7","354.119418969405","39.0446961862534","34.5998663318594"
"Year 1 Oct 26 21:00","0","0","25.225","294.919317300462","38.650769656606","32.6346857399227"
"Year 1 Oct 26 22:00","0","0","23.85","230.330569040278","38.1369079505929","31.0991751951635"
"Year 1 Oct 26 23:00","0","0","22.85","165.454428470786","37.565547360205","29.8250690928358"
"Year 1 Oct 27 00:00","0","0","21.85","104.184131145506","36.9720511968457","28.6703201254968"
"Year 1 Oct 27 01:00","0","0","21.6","48.2434537758898","36.3764063062053","27.8458363740789"
"Year 1 Oct 27 02:00","0","0","21.6","-2.4098254962267","35.7946140461276","27.2318569127419"
"Year 1 Oct 27 03:00","0","0","21.6","-46.0088075550398","35.2348124305282","26.7164145150347"
"Year 1 Oct 27 04:00","0","0","21.225","-82.3623134247242","34.702105529952","26.1550429624256"
"Year 1 Oct 27 05:00","0","0","20.65","-111.598148068803","34.192781550003","25.5453382474202"
"Year 1 Oct 27 06:00","0","0","20.125","-138.258370509815","33.7136679620567","24.952749794762"
"Year 1 Oct 27 07:00","16.5","21.75","20.975","-162.077470000869","33.2579279322127","25.2519226233279"
"Year 1 Oct 27 08:00","84.25","160.75","22.35","-183.705249095455","32.8408717758748","28.3379016456723"
"Year 1 Oct 27 09:00","147","444.75","23.675","-195.025744363584","32.5273048073583","34.7723187019398"
"Year 1 Oct 27 10:00","145","675.5","25.725","-183.868201035454","32.450278794047","42.2237993397468"
"Year 1 Oct 27 11:00","117.25","820.5","28.1","-142.182681918932","32.7301427461818","49.0159054030729"
"Year 1 Oct 27 12:00","106.25","876.25","30.425","-69.4707881275132","33.4022828844219","54.601412125595"
"Year 1 Oct 27 13:00","105.5","883.25","31.6","23.9318340808808","34.422998508344","57.2482551479682"
"Year 1 Oct 27 14:00","104.25","855.75","32.4","136.518033015195","35.6258268019265","57.3140921533234"
